AfterHoursChangeRealtime,AnnualizedGain,Ask,AskRealtime,AverageDailyVolume,Bid,BidRealtime,BookValue,Change,ChangeFromFiftydayMovingAverage,ChangeFromTwoHundreddayMovingAverage,ChangeFromYearHigh,ChangeFromYearLow,ChangePercentRealtime,ChangeRealtime,Change_PercentChange,ChangeinPercent,Commission,Currency,DaysHigh,DaysLow,DaysRange,DaysRangeRealtime,DaysValueChange,DaysValueChangeRealtime,DividendPayDate,DividendShare,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,ErrorIndicationreturnedforsymbolchangedinvalid,ExDividendDate,FiftydayMovingAverage,HighLimit,HoldingsGain,HoldingsGainPercent,HoldingsGainPercentRealtime,HoldingsGainRealtime,HoldingsValue,HoldingsValueRealtime,LastTradeDate,LastTradeDateTimeUTC,LastTradePriceOnly,LastTradeRealtimeWithTime,LastTradeTime,LastTradeWithTime,LowLimit,MarketCapRealtime,MarketCapitalization,MoreInfo,Name,Notes,OneyrTargetPrice,Open,OrderBookRealtime,PEGRatio,PERatio,PERatioRealtime,PercebtChangeFromYearHigh,PercentChange,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearLow,PreviousClose,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PricePaid,PriceSales,SharesOwned,ShortRatio,StockExchange,Symbol,TickerTrend,TradeDate,TwoHundreddayMovingAverage,Volume,YearHigh,YearLow,YearRange,symbol
,,,,675492,110.50,,19.29,-0.44,-1.40,1.42,-7.86,34.13,,,-0.44 - -0.38%,-0.38%,,USD,114.94,113.79,113.79 - 114.94,,,,12/2/2016,1.05,0.90,983.28M,4.62,1.15,4.91,4.80,,11/2/2016,115.75,,,,,,,,2/8/2017,2017-02-08 21:00:00 UTC+0000,114.35,,4:00pm,4:00pm - <b>114.35</b>,,,12.01B,,Cintas Corporation,,125.20,114.53,,2.41,23.84,,-6.43%,-0.38%,-1.21%,+1.26%,+42.55%,114.79,5.95,24.75,23.29,,2.37,,4.96,NMS,CTAS,,,112.93,427150,122.21,80.22,80.22 - 122.21,CTAS
,,,,7979320,,,25.41,-0.45,-0.69,-2.20,-9.02,1.57,,,-0.45 - -1.81%,-1.81%,,USD,24.86,24.25,24.25 - 24.86,,,,12/12/2016,2.16,8.50,6.75B,2.47,0.59,2.26,1.70,,11/23/2016,25.12,,,,,,,,2/8/2017,2017-02-08 21:01:00 UTC+0000,24.43,,4:01pm,4:01pm - <b>24.43</b>,,,13.36B,,"CenturyLink, Inc. Common Stock",,28.58,24.85,,-15.49,14.40,,-26.97%,-1.81%,-2.73%,-8.26%,+6.87%,24.88,0.98,9.89,10.81,,0.77,,9.40,NYQ,CTL,,,26.63,13671506,33.45,22.86,22.86 - 33.45,CTL
,,56.40,,6624320,55.05,,16.97,+2.66,0.61,1.43,-6.78,11.01,,,+2.66 - +4.95%,+4.95%,,USD,57.49,54.76,54.76 - 57.49,,,,,,,2.65B,3.35,0.86,3.64,2.56,,,55.84,,,,,,,,2/8/2017,2017-02-08 21:00:00 UTC+0000,56.45,,4:00pm,4:00pm - <b>56.45</b>,,,34.25B,,Cognizant Technology Solutions,,63.50,57.00,,1.47,22.05,,-10.72%,+4.95%,+1.09%,+2.60%,+24.23%,53.79,3.17,16.85,15.51,,2.46,,1.81,NMS,CTSH,,,55.02,20858317,63.23,45.44,45.44 - 63.23,CTSH
,,,,1564210,74.05,,16.49,+0.04,-10.81,-9.11,-18.21,16.78,,,+0.04 - +0.05%,+0.05%,,USD,78.17,76.88,76.88 - 78.17,,,,,,,1.06B,4.69,1.11,5.12,3.41,,,88.50,,,,,,,,2/8/2017,2017-02-08 21:00:00 UTC+0000,77.69,,4:00pm,4:00pm - <b>77.69</b>,,,12.29B,,"Citrix Systems, Inc.",,84.70,77.24,,1.39,22.78,,-18.99%,+0.05%,-12.22%,-10.49%,+27.55%,77.65,4.71,16.57,15.17,,3.59,,5.75,NMS,CTXS,,,86.80,2808129,95.90,60.91,60.91 - 95.90,CTXS
,,,,8129220,,,33.72,+0.67,-2.86,-8.28,-29.64,7.73,,,+0.67 - +0.88%,+0.88%,,USD,77.14,76.13,76.13 - 77.14,,,,2/2/2017,2.00,2.65,12.84B,5.81,1.11,5.86,4.67,,1/20/2017,79.89,,,,,,,,2/8/2017,2017-02-08 21:01:00 UTC+0000,77.03,,4:01pm,4:01pm - <b>77.03</b>,,,82.15B,,CVS Health Corporation Common S,,86.04,76.21,,1.23,16.51,,-27.79%,+0.88%,-3.58%,-9.71%,+11.15%,76.36,2.26,13.26,13.15,,0.47,,7.26,NYQ,CVS,,,85.31,6788496,106.67,69.30,69.30 - 106.67,CVS
,,,,6686580,,,77.76,+0.19,-4.01,4.32,-7.42,30.94,,,+0.19 - +0.17%,+0.17%,,USD,111.79,110.32,110.32 - 111.79,,,,3/10/2017,4.32,3.80,13.98B,4.60,1.12,6.15,-0.27,,11/16/2016,115.59,,,,,,,,2/8/2017,2017-02-08 21:00:00 UTC+0000,111.58,,4:00pm,4:00pm - <b>111.58</b>,,,210.64B,,Chevron Corporation Common Stoc,,126.25,111.13,,0.93,,,-6.24%,+0.17%,-3.47%,+4.03%,+38.37%,111.39,1.43,24.26,18.14,,2.04,,5.07,NYQ,CVX,,,107.26,5188785,119.00,80.64,80.64 - 119.00,CVX
,,,,1456690,,,51.03,+0.39,-1.74,1.71,-12.16,54.69,,,+0.39 - +0.29%,+0.29%,,USD,135.51,130.45,130.45 - 135.51,,,,,,,943.75M,0.45,0.06,0.22,-10.26,,,137.12,,,,,,,,2/8/2017,2017-02-08 21:01:00 UTC+0000,135.39,,4:01pm,4:01pm - <b>135.39</b>,,,19.09B,,Concho Resources Inc. Common St,,162.23,133.38,,15.87,,,-8.24%,+0.29%,-1.27%,+1.28%,+67.77%,135.00,2.65,300.87,615.41,,12.69,,5.05,NYQ,CXO,,,133.68,1729014,147.55,80.70,80.70 - 147.55,CXO
,,,,2682680,,,23.29,+0.99,-1.98,-1.31,-5.63,5.76,,,+0.99 - +1.37%,+1.37%,,USD,73.52,72.49,72.49 - 73.52,,,,3/20/2017,3.02,4.21,5.48B,3.71,0.75,4.07,3.44,,11/30/2016,75.32,,,,,,,,2/8/2017,2017-02-08 21:01:00 UTC+0000,73.34,,4:01pm,4:01pm - <b>73.34</b>,,,45.99B,,"Dominion Resources, Inc. Common",,77.06,72.56,,4.32,21.32,,-7.13%,+1.37%,-2.63%,-1.75%,+8.52%,72.35,3.11,19.77,18.02,,3.87,,7.53,NYQ,D,,,74.65,2711568,78.97,67.58,67.58 - 78.97,D
,,,,8152700,,,16.75,-0.05,-1.43,4.62,-4.66,15.50,,,-0.05 - -0.10%,-0.10%,,USD,48.30,47.73,47.73 - 48.30,,,,12/2/2016,0.81,1.68,8.86B,5.31,0.00,5.80,5.79,,11/8/2016,49.53,,,,,,,,2/8/2017,2017-02-08 21:00:00 UTC+0000,48.10,,4:00pm,4:00pm - <b>48.10</b>,,,35.21B,,"Delta Air Lines, Inc. Common St",,0.40,48.26,,0.00,8.31,,-8.83%,-0.10%,-2.88%,+10.62%,+47.55%,48.15,2.87,,,,0.89,,2.63,NYQ,DAL,,,43.48,5342581,52.76,32.60,32.60 - 52.76,DAL
,,,,2741510,,,11.31,-0.11,1.16,5.06,-2.40,20.02,,,-0.11 - -0.14%,-0.14%,,USD,76.26,75.50,75.50 - 76.26,,,,3/14/2017,1.52,1.99,5.07B,3.69,1.32,4.03,2.86,,11/10/2016,74.80,,,,,,,,2/8/2017,2017-02-08 21:03:00 UTC+0000,75.96,,4:03pm,4:03pm - <b>75.96</b>,,,65.67B,,E.I. du Pont de Nemours and Com,,81.94,75.62,,3.04,26.61,,-3.06%,-0.14%,+1.55%,+7.14%,+35.79%,76.07,6.73,20.59,18.85,,2.67,,2.99,NYQ,DD,,,70.90,1412091,78.36,55.94,55.94 - 78.36,DD
,,,,3043660,,,20.71,-0.35,2.56,16.35,-0.49,33.50,,,-0.35 - -0.32%,-0.32%,,USD,108.55,107.75,107.75 - 108.55,,,,2/1/2017,2.40,2.22,3.81B,4.50,1.50,5.25,4.81,,12/28/2016,105.85,,,,,,,,2/8/2017,2017-02-08 21:02:00 UTC+0000,108.41,,4:02pm,4:02pm - <b>108.41</b>,,,34.35B,,Deere & Company Common Stock,,103.00,108.28,,1.30,22.54,,-0.45%,-0.32%,+2.42%,+17.77%,+44.72%,108.76,5.25,24.09,20.65,,1.30,,7.70,NYQ,DE,,,92.06,1605864,108.90,74.91,74.91 - 108.90,DE
,,,,2777860,,,29.11,-0.35,-2.59,5.37,-6.17,25.30,,,-0.35 - -0.51%,-0.51%,,USD,68.42,67.73,67.73 - 68.42,,,,2/23/2017,1.20,1.73,0.00,6.08,1.49,6.79,5.77,,2/7/2017,70.75,,,,,,,,2/8/2017,2017-02-08 21:02:00 UTC+0000,68.16,,4:02pm,4:02pm - <b>68.16</b>,,,26.51B,,Discover Financial Services Com,,80.04,68.20,,1.31,11.81,,-8.30%,-0.51%,-3.67%,+8.55%,+59.03%,68.51,2.35,11.21,10.04,,3.07,,2.24,NYQ,DFS,,,62.79,2200116,74.33,42.86,42.86 - 74.33,DFS
,,,,3136430,,,19.41,+2.27,1.74,-1.13,-21.81,8.57,,,+2.27 - +3.12%,+3.12%,,USD,75.13,72.70,72.70 - 75.13,,,,1/4/2017,1.00,1.37,2.37B,4.39,1.05,4.70,4.26,,12/19/2016,73.33,,,,,,,,2/8/2017,2017-02-08 21:05:00 UTC+0000,75.07,,4:05pm,4:05pm - <b>75.07</b>,,,20.74B,,Dollar General Corporation Comm,,79.98,73.09,,1.66,17.61,,-22.51%,+3.12%,+2.38%,-1.49%,+12.89%,72.80,3.75,17.10,15.97,,0.95,,3.18,NYQ,DG,,,76.20,2760911,96.88,66.50,66.50 - 96.88,DG
,,,,1101280,,,33.78,+0.43,0.75,6.35,-2.09,31.94,,,+0.43 - +0.46%,+0.46%,,USD,93.26,92.32,92.32 - 93.26,,,,1/25/2017,1.80,1.93,1.48B,5.47,1.44,5.78,4.51,,1/6/2017,92.30,,,,,,,,2/8/2017,2017-02-08 21:01:00 UTC+0000,93.05,,4:01pm,4:01pm - <b>93.05</b>,,,12.75B,,Quest Diagnostics Incorporated,,92.69,92.59,,2.05,20.63,,-2.20%,+0.46%,+0.81%,+7.32%,+52.27%,92.62,2.74,17.01,16.10,,1.69,,6.72,NYQ,DGX,,,86.70,623835,95.14,61.11,61.11 - 95.14,DGX
,,,,4915970,,,18.70,+0.47,1.01,0.10,-4.67,6.88,,,+0.47 - +1.60%,+1.60%,,USD,29.93,29.37,29.37 - 29.93,,,,2/15/2017,0.40,1.34,1.52B,2.73,0.74,2.99,2.49,,2/1/2017,28.88,,,,,,,,2/8/2017,2017-02-08 21:02:00 UTC+0000,29.89,,4:02pm,4:02pm - <b>29.89</b>,,,11.16B,,"D.R. Horton, Inc. Common Stock",,34.53,29.46,,1.17,12.01,,-13.51%,+1.60%,+3.49%,+0.35%,+29.90%,29.42,1.57,10.95,10.00,,0.87,,2.20,NYQ,DHI,,,29.79,3697567,34.56,23.01,23.01 - 34.56,DHI
,,,,3164880,,,33.23,-0.10,2.28,3.59,-1.76,20.16,,,-0.10 - -0.12%,-0.12%,,USD,83.11,82.57,82.57 - 83.11,,,,1/27/2017,0.50,0.60,3.88B,3.94,0.98,4.28,3.65,,12/28/2016,80.70,,,,,,,,2/8/2017,2017-02-08 21:03:00 UTC+0000,82.98,,4:03pm,4:03pm - <b>82.98</b>,,,57.44B,,Danaher Corporation Common Stoc,,90.44,82.68,,2.22,22.72,,-2.08%,-0.12%,+2.82%,+4.52%,+32.09%,83.08,2.50,21.06,19.39,,3.41,,2.96,NYQ,DHR,,,79.39,1699638,84.74,62.82,62.82 - 84.74,DHR
,,,,8500100,,,27.09,+0.00,1.15,10.38,-2.99,22.04,,,+0.00 - +0.00%,+0.00%,,USD,111.42,108.98,108.98 - 111.42,,,,1/11/2017,1.56,1.42,16.99B,5.91,1.69,6.67,5.73,,12/8/2016,107.85,,,,,,,,2/8/2017,2017-02-08 21:03:00 UTC+0000,109.00,,4:03pm,4:03pm - <b>109.00</b>,,,173.47B,,Walt Disney Company (The) Commo,,114.57,109.56,,1.94,19.02,,-2.67%,+0.00%,+1.07%,+10.52%,+25.34%,109.00,4.02,18.44,16.34,,3.12,,2.90,NYQ,DIS,,,98.62,13615543,111.99,86.96,86.96 - 111.99,DIS
,,28.04,,2760820,26.80,,8.74,-0.46,-0.25,0.77,-2.22,3.87,,,-0.46 - -1.64%,-1.64%,,USD,28.01,27.34,27.34 - 28.01,,,,,,,2.44B,1.91,0.50,2.20,1.77,,,27.78,,,,,,,,2/8/2017,2017-02-08 21:00:00 UTC+0000,27.53,,4:00pm,4:00pm - <b>27.53</b>,,,12.58B,,"Discovery Communications, Inc.",,27.80,28.01,,0.93,15.56,,-7.46%,-1.64%,-0.89%,+2.90%,+16.36%,27.99,3.20,14.41,12.51,,1.98,,8.75,NMS,DISCA,,,26.76,2140098,29.75,23.66,23.66 - 29.75,DISCA
,,29.98,,1434300,,,8.74,-0.47,-0.36,0.79,-2.13,4.35,,,-0.47 - -1.72%,-1.72%,,USD,27.25,26.62,26.62 - 27.25,,,,,,,2.44B,1.91,0.50,2.18,1.77,,,27.14,,,,,,,,2/8/2017,2017-02-08 21:00:00 UTC+0000,26.78,,4:00pm,4:00pm - <b>26.78</b>,,,12.24B,,"Discovery Communications, Inc.",,28.33,27.14,,0.90,15.14,,-7.37%,-1.72%,-1.32%,+3.03%,+19.39%,27.25,3.12,14.02,12.28,,1.92,,2.00,NMS,DISCK,,,25.99,1326058,28.91,22.43,22.43 - 28.91,DISCK
,,,,2410750,,,8.88,-0.17,3.43,5.71,-4.06,16.55,,,-0.17 - -0.23%,-0.23%,,USD,74.07,73.44,73.44 - 74.07,,,,2/15/2017,1.16,1.57,2.95B,6.54,1.69,7.16,4.59,,2/2/2017,70.51,,,,,,,,2/8/2017,2017-02-08 21:00:00 UTC+0000,73.94,,4:00pm,4:00pm - <b>73.94</b>,,,19.99B,,Delphi Automotive plc Ordinary,,83.85,73.94,,0.93,16.11,,-5.21%,-0.23%,+4.86%,+8.37%,+28.84%,74.11,8.35,11.31,10.33,,1.20,,2.70,NYQ,DLPH,,,68.23,1648938,78.00,57.39,57.39 - 78.00,DLPH
,,,,1433640,,,26.09,+0.61,4.40,10.06,-5.46,31.32,,,+0.61 - +0.57%,+0.57%,,USD,108.54,106.63,106.63 - 108.54,,,,1/13/2017,3.52,3.27,1.02B,2.01,0.34,1.48,1.45,,12/13/2016,103.35,,,,,,,,2/8/2017,2017-02-08 21:02:00 UTC+0000,107.75,,4:02pm,4:02pm - <b>107.75</b>,,,17.13B,,"Digital Realty Trust, Inc. Comm",,107.87,107.27,,1.54,74.26,,-4.82%,+0.57%,+4.26%,+10.29%,+40.98%,107.14,4.11,53.61,72.80,,8.18,,12.66,NYQ,DLR,,,97.69,868094,113.21,76.43,76.43 - 113.21,DLR
,,78.75,,2908630,74.00,,21.39,+1.45,-0.64,-5.97,-23.27,4.14,,,+1.45 - +1.93%,+1.93%,,USD,76.88,75.22,75.22 - 76.88,,,,,,,2.27B,3.79,1.10,4.51,3.40,,,77.30,,,,,,,,2/8/2017,2017-02-08 21:00:00 UTC+0000,76.66,,4:00pm,4:00pm - <b>76.66</b>,,,18.10B,,"Dollar Tree, Inc.",,91.80,75.35,,0.89,22.54,,-23.29%,+1.93%,-0.83%,-7.23%,+5.71%,75.21,3.52,20.23,17.00,,0.87,,2.83,NMS,DLTR,,,82.63,2671718,99.93,72.52,72.52 - 99.93,DLTR
,,,,229400,,,-29.02,+0.06,-0.00,-5.25,-19.10,35.80,,,+0.06 - +0.05%,+0.05%,,USD,123.57,121.84,121.84 - 123.57,,,,12/9/2016,1.93,1.56,424.50M,7.38,1.20,7.67,2.62,,11/21/2016,122.47,,,,,,,,2/8/2017,2017-02-08 21:01:00 UTC+0000,122.47,,4:01pm,4:01pm - <b>122.47</b>,,,4.50B,,Dun & Bradstreet Corporation (T,,124.57,122.27,,3.86,46.82,,-13.49%,+0.05%,-0.00%,-4.11%,+41.31%,122.41,,16.59,15.97,,2.67,,3.47,NYQ,DNB,,,127.72,317825,141.57,86.67,86.67 - 141.57,DNB
,,,,1299640,,,24.45,+0.11,0.00,4.84,-4.56,22.46,,,+0.11 - +0.14%,+0.14%,,USD,77.89,76.72,76.72 - 77.89,,,,12/15/2016,1.76,2.23,1.08B,3.58,0.92,4.26,3.25,,11/28/2016,77.76,,,,,,,,2/8/2017,2017-02-08 21:00:00 UTC+0000,77.76,,4:00pm,4:00pm - <b>77.76</b>,,,12.08B,,Dover Corporation Common Stock,,82.67,77.44,,1.82,23.93,,-5.54%,+0.14%,+0.00%,+6.64%,+40.61%,77.65,3.18,21.72,18.25,,1.78,,2.17,NYQ,DOV,,,72.92,1109147,82.32,55.30,55.30 - 82.32,DOV
,,,,6776750,,,23.49,-0.06,1.04,4.66,-2.00,15.33,,,-0.06 - -0.10%,-0.10%,,USD,60.00,59.50,59.50 - 60.00,,,,1/30/2017,1.84,3.06,8.59B,4.07,1.05,4.35,3.52,,12/23/2016,58.69,,,,,,,,2/8/2017,2017-02-08 21:01:00 UTC+0000,59.73,,4:01pm,4:01pm - <b>59.73</b>,,,66.07B,,Dow Chemical Company (The) Comm,,66.44,59.85,,2.10,16.97,,-3.24%,-0.10%,+1.77%,+8.46%,+34.53%,59.79,2.55,14.68,13.73,,1.37,,1.71,NYQ,DOW,,,55.07,4725220,61.73,44.40,44.40 - 61.73,DOW
,,,,1391030,,,11.58,+0.20,1.96,2.27,-6.02,11.73,,,+0.20 - +0.22%,+0.22%,,USD,93.36,92.13,92.13 - 93.36,,,,1/5/2017,2.12,2.31,1.65B,4.41,1.01,4.75,4.61,,12/9/2016,90.82,,,,,,,,2/8/2017,2017-02-08 21:00:00 UTC+0000,92.78,,4:00pm,4:00pm - <b>92.78</b>,,,17.05B,,"Dr Pepper Snapple Group, Inc Dr",,94.25,92.40,,2.11,20.14,,-6.09%,+0.22%,+2.16%,+2.51%,+14.47%,92.58,7.99,21.04,19.53,,2.65,,5.19,NYQ,DPS,,,90.51,1048985,98.80,81.05,81.05 - 98.80,DPS
,,,,1728060,,,14.93,+1.59,0.38,6.03,-5.99,17.67,,,+1.59 - +2.21%,+2.21%,,USD,73.51,71.70,71.70 - 73.51,,,,2/1/2017,2.24,3.12,930.20M,3.94,1.15,4.32,3.41,,1/6/2017,73.06,,,,,,,,2/8/2017,2017-02-08 21:02:00 UTC+0000,73.44,,4:02pm,4:02pm - <b>73.44</b>,,,9.12B,,"Darden Restaurants, Inc. Common",,76.78,71.70,,1.43,21.51,,-7.54%,+2.21%,+0.52%,+8.95%,+31.68%,71.85,4.81,18.64,17.00,,1.28,,7.29,NYQ,DRI,,,67.41,982847,79.43,55.77,55.77 - 79.43,DRI
,,,,1007270,,,50.88,+0.33,0.40,3.39,-1.72,16.98,,,+0.33 - +0.34%,+0.34%,,USD,99.19,98.21,98.21 - 99.19,,,,4/15/2017,3.30,3.33,2.15B,5.28,1.53,5.32,4.54,,12/15/2016,98.33,,,,,,,,2/8/2017,2017-02-08 21:01:00 UTC+0000,98.73,,4:01pm,4:01pm - <b>98.73</b>,,,17.72B,,DTE Energy Company Common Stock,,101.54,98.63,,3.45,21.73,,-1.71%,+0.34%,+0.41%,+3.56%,+20.77%,98.40,1.93,18.70,18.56,,1.72,,4.01,NYQ,DTE,,,95.34,1211327,100.45,81.75,81.75 - 100.45,DTE
,,,,3298400,,,58.77,+0.89,1.21,-0.02,-9.11,6.30,,,+0.89 - +1.14%,+1.14%,,USD,78.71,77.74,77.74 - 78.71,,,,3/16/2017,3.42,4.40,9.61B,4.67,1.08,4.60,4.13,,11/16/2016,77.43,,,,,,,,2/8/2017,2017-02-08 21:01:00 UTC+0000,78.64,,4:01pm,4:01pm - <b>78.64</b>,,,54.18B,,Duke Energy Corporation (Holdin,,79.72,77.82,,9.20,19.02,,-10.38%,+1.14%,+1.56%,-0.02%,+8.71%,77.75,1.32,16.84,17.10,,2.34,,2.98,NYQ,DUK,,,78.66,2973576,87.75,72.34,72.34 - 87.75,DUK
,,,,1683760,,,24.46,+0.42,0.37,-0.06,-14.08,10.19,,,+0.42 - +0.65%,+0.65%,,USD,64.89,63.90,63.90 - 64.89,,,,,,,2.49B,3.76,0.79,3.53,3.43,,,64.32,,,,,,,,2/8/2017,2017-02-08 21:02:00 UTC+0000,64.69,,4:02pm,4:02pm - <b>64.69</b>,,,12.77B,,DaVita Inc. Common Stock,,65.20,64.10,,1.27,18.85,,-17.87%,+0.65%,+0.57%,-0.10%,+18.70%,64.27,2.63,17.20,18.33,,0.87,,4.09,NYQ,DVA,,,64.75,1175323,78.77,54.50,54.50 - 78.77,DVA
,,,,4571440,,,11.15,-0.08,-2.31,0.45,-6.63,25.99,,,-0.08 - -0.18%,-0.18%,,USD,44.73,43.12,43.12 - 44.73,,,,3/31/2017,0.24,0.51,2.37B,-0.13,0.36,1.71,-17.04,,12/13/2016,46.37,,,,,,,,2/8/2017,2017-02-08 21:01:00 UTC+0000,44.06,,4:01pm,4:01pm - <b>44.06</b>,,,23.07B,,Devon Energy Corporation Common,,53.11,43.59,,-148.92,,,-13.08%,-0.18%,-4.98%,+1.04%,+143.83%,44.14,3.96,,25.77,,2.23,,2.76,NYQ,DVN,,,43.61,4356073,50.69,18.07,18.07 - 50.69,DVN
,,81.90,,2922050,80.81,,11.71,-0.73,0.81,0.83,-4.59,24.16,,,-0.73 - -0.89%,-0.89%,,USD,82.90,81.27,81.27 - 82.90,,,,,,,1.25B,3.83,0.20,4.18,4.12,,,80.67,,,,,,,,2/8/2017,2017-02-08 21:00:00 UTC+0000,81.48,,4:00pm,4:00pm - <b>81.48</b>,,,24.69B,,Electronic Arts Inc.,,94.38,81.94,,1.32,19.78,,-5.33%,-0.89%,+1.01%,+1.03%,+42.15%,82.21,7.02,21.27,19.49,,5.38,,3.84,NMS,EA,,,80.65,2738904,86.07,57.32,57.32 - 86.07,EA
,,33.33,,10522300,33.15,,9.53,+0.82,2.46,2.72,-0.16,11.61,,,+0.82 - +2.53%,+2.53%,,USD,33.41,32.28,32.28 - 33.41,,,,,,,3.01B,2.01,0.47,2.22,6.35,,,30.79,,,,,,,,2/8/2017,2017-02-08 21:00:00 UTC+0000,33.25,,4:00pm,4:00pm - <b>33.25</b>,,,36.77B,,eBay Inc.,,34.19,32.45,,2.20,5.23,,-0.48%,+2.53%,+7.99%,+8.92%,+53.65%,32.43,3.40,16.54,14.98,,3.99,,1.90,NMS,EBAY,,,30.53,17081163,33.41,21.64,21.64 - 33.41,EBAY
,,,,936186,,,23.56,+0.09,0.95,1.37,-4.26,21.72,,,+0.09 - +0.07%,+0.07%,,USD,120.51,119.61,119.61 - 120.51,,,,1/17/2017,1.48,1.23,2.87B,4.40,0.89,4.90,3.60,,12/16/2016,119.39,,,,,,,,2/8/2017,2017-02-08 21:02:00 UTC+0000,120.34,,4:02pm,4:02pm - <b>120.34</b>,,,35.09B,,Ecolab Inc. Common Stock,,122.78,120.11,,2.36,33.46,,-3.42%,+0.07%,+0.80%,+1.15%,+22.02%,120.25,5.10,27.35,24.56,,2.65,,3.60,NYQ,ECL,,,118.97,604609,124.60,98.62,98.62 - 124.60,ECL
,,,,1672860,,,46.78,+0.74,1.64,1.05,-6.63,6.81,,,+0.74 - +0.99%,+0.99%,,USD,75.31,74.62,74.62 - 75.31,,,,3/15/2017,2.76,3.72,3.59B,3.96,1.16,4.14,4.06,,11/14/2016,73.61,,,,,,,,2/8/2017,2017-02-08 21:00:00 UTC+0000,75.25,,4:00pm,4:00pm - <b>75.25</b>,,,22.93B,,"Consolidated Edison, Inc. Commo",,72.70,74.62,,9.32,18.54,,-8.10%,+0.99%,+2.22%,+1.41%,+9.95%,74.51,1.59,19.00,18.18,,1.88,,7.93,NYQ,ED,,,74.20,1121570,81.88,68.44,68.44 - 81.88,ED
,,,,943908,,,22.96,+0.85,2.70,-3.37,-14.98,30.27,,,+0.85 - +0.70%,+0.70%,,USD,122.62,120.41,120.41 - 122.62,,,,12/15/2016,1.32,1.10,1.04B,5.47,1.41,5.95,3.95,,11/21/2016,119.29,,,,,,,,2/8/2017,2017-02-08 21:01:00 UTC+0000,121.99,,4:01pm,4:01pm - <b>121.99</b>,,,14.61B,,"Equifax, Inc. Common Stock",,134.58,121.14,,1.81,30.88,,-10.94%,+0.70%,+2.27%,-2.69%,+33.00%,121.14,5.28,22.30,20.50,,4.82,,3.57,NYQ,EFX,,,125.36,946019,136.97,91.72,91.72 - 136.97,EFX
,,,,1712620,,,36.26,+1.78,2.71,2.63,-3.89,13.33,,,+1.78 - +2.44%,+2.44%,,USD,75.09,73.59,73.59 - 75.09,,,,1/31/2017,2.17,2.99,3.69B,3.92,0.87,4.11,2.70,,12/28/2016,72.12,,,,,,,,2/8/2017,2017-02-08 21:01:00 UTC+0000,74.83,,4:01pm,4:01pm - <b>74.83</b>,,,24.38B,,Edison International Common Sto,,77.94,73.70,,9.71,27.75,,-4.94%,+2.44%,+3.76%,+3.64%,+21.67%,73.05,2.01,19.09,18.21,,2.10,,3.64,NYQ,EIX,,,72.20,3262019,78.72,61.50,61.50 - 78.72,EIX
,,,,2160190,,,10.36,-0.91,2.83,-1.90,-14.99,7.19,,,-0.91 - -1.09%,-1.09%,,USD,83.48,82.20,82.20 - 83.48,,,,3/15/2017,1.36,1.64,2.20B,3.33,0.54,3.71,2.89,,11/28/2016,79.66,,,,,,,,2/8/2017,2017-02-08 21:03:00 UTC+0000,82.49,,4:03pm,4:03pm - <b>82.49</b>,,,30.22B,,"Estee Lauder Companies, Inc. (T",,90.00,83.11,,2.73,28.50,,-15.38%,-1.09%,+3.55%,-2.26%,+9.56%,83.40,8.05,24.77,22.23,,2.69,,2.74,NYQ,EL,,,84.39,2263838,97.48,75.29,75.29 - 97.48,EL
,,,,1377860,,,30.26,+0.16,0.54,6.72,-2.63,20.85,,,+0.16 - +0.21%,+0.21%,,USD,77.87,77.14,77.14 - 77.87,,,,1/3/2017,2.04,2.62,2.03B,7.28,1.91,7.92,5.84,,12/13/2016,77.31,,,,,,,,2/8/2017,2017-02-08 21:02:00 UTC+0000,77.85,,4:02pm,4:02pm - <b>77.85</b>,,,11.41B,,Eastman Chemical Company Common,,85.47,77.63,,1.66,13.33,,-3.27%,+0.21%,+0.70%,+9.45%,+36.58%,77.69,2.57,10.69,9.83,,1.26,,2.78,NYQ,EMN,,,71.13,711283,80.48,57.00,57.00 - 80.48,EMN
,,,,3776760,,,11.77,-0.13,4.37,7.91,-1.09,17.71,,,-0.13 - -0.21%,-0.21%,,USD,62.51,61.67,61.67 - 62.51,,,,12/9/2016,1.92,3.22,3.11B,2.41,0.66,2.73,2.52,,11/8/2016,58.04,,,,,,,,2/8/2017,2017-02-08 21:01:00 UTC+0000,62.41,,4:01pm,4:01pm - <b>62.41</b>,,,40.12B,,Emerson Electric Company Common,,55.71,62.00,,7.13,24.77,,-1.72%,-0.21%,+7.52%,+14.51%,+39.62%,62.54,5.31,25.90,22.86,,2.77,,3.66,NYQ,EMR,,,54.50,5735491,63.50,44.70,44.70 - 63.50,EMR
