"('T', 's')"
,,,,6635140,,,0.75,-0.03,-0.67,-4.03,-13.31,0.35,,,-0.03 - -0.16%,-0.16%,,USD,18.60,18.27,18.27 - 18.60,,,,12/28/2016,0.50,2.59,748.00M,0.89,0.16,1.05,0.09,,12/15/2016,18.96,,,,,,,,2/10/2017,2017-02-10 19:23:00 UTC+0000,18.29,,2:23pm,2:23pm - <b>18.29</b>,,,13.65B,,Coty Inc. Class A Common Stock,,21.00,18.35,,-5.32,210.23,,-42.12%,-0.16%,-3.52%,-18.04%,+1.95%,18.32,24.56,21.77,17.42,,3.17,,7.70,NYQ,COTY,,,22.32,11673802,31.60,17.94,17.94 - 31.60,COTY
,,,,1795130,,,5.18,-0.45,1.56,5.18,-4.50,10.80,,,-0.45 - -0.70%,-0.70%,,USD,63.79,63.12,63.12 - 63.79,,,,1/30/2017,1.40,2.24,1.58B,3.08,0.67,3.23,2.13,,1/9/2017,61.83,,,,,,,,2/10/2017,2017-02-10 19:28:00 UTC+0000,63.39,,2:28pm,2:28pm - <b>63.39</b>,,,19.46B,,Campbell Soup Company Common St,,60.25,63.70,,3.91,29.79,,-6.63%,-0.70%,+2.53%,+8.90%,+20.54%,63.84,12.33,20.58,19.63,,2.46,,5.37,NYQ,CPB,,,58.21,732388,67.89,52.59,52.59 - 67.89,CPB
,,,,6020200,,,9.769,-0.018,5.572,6.027,-3.468,22.552,,,-0.018 - -0.022%,-0.022%,,USD,82.000,80.670,80.670 - 82.000,,,,,,,534.22M,0.980,0.300,1.290,0.295,,,75.440,,,,,,,,2/10/2017,2017-02-10 18:29:00 UTC+0000,81.012,,1:29pm,1:29pm - <b>81.012</b>,,,56.44B,,Salesforce.com Inc Common Stock,,94.110,81.410,,2.870,274.617,,-4.105%,-0.022%,+7.386%,+8.038%,+38.577%,81.030,8.295,82.665,62.800,,7.139,,3.310,NYQ,CRM,,,74.985,1509597,84.480,58.460,58.460 - 84.480,CRM
,,31.62,,22407900,31.61,,12.62,+0.11,1.06,0.89,-0.34,7.09,,,+0.11 - +0.35%,+0.35%,,USD,31.63,31.24,31.24 - 31.63,,,,1/25/2017,1.04,3.32,14.99B,2.37,0.58,2.49,2.09,,1/4/2017,30.55,,,,,,,,2/10/2017,2017-02-10 17:36:00 UTC+0000,31.61,,12:36pm,12:36pm - <b>31.61</b>,,,158.67B,,"Cisco Systems, Inc.",,33.26,31.52,,1.45,15.12,,-1.06%,+0.35%,+3.48%,+2.89%,+28.92%,31.50,2.50,13.34,12.69,,3.23,,2.05,NMS,CSCO,,,30.72,8297345,31.95,24.52,24.52 - 31.95,CSCO
,,,,1421700,,,1.8610,+0.6299,-0.8246,2.4757,-2.3501,9.2399,,,+0.6299 - +2.0612%,+2.0612%,,USD,31.1900,30.5800,30.5800 - 31.1900,,,,1/24/2017,0.4000,1.2400,732.77M,2.0200,0.4800,2.0600,1.1850,,12/29/2016,32.0145,,,,,,,,2/10/2017,2017-02-10 18:23:00 UTC+0000,31.1899,,1:23pm,1:23pm - <b>31.1899</b>,,,5.09B,,CSRA Inc. Common Stock,,35.6000,30.6000,,1.5000,26.3206,,-7.0069%,+2.0612%,-2.5757%,+8.6219%,+42.0952%,30.5600,16.4213,15.4405,15.1407,,0.9924,,3.1600,NYQ,CSRA,,,28.7142,1175632,33.5400,21.9500,21.9500 - 33.5400,CSRA
,,48.00,,11958100,47.99,,12.51,+0.25,6.12,14.29,-1.13,24.74,,,+0.25 - +0.52%,+0.52%,,USD,48.93,47.74,47.74 - 48.93,,,,12/15/2016,0.72,1.52,4.69B,2.01,0.53,2.27,1.81,,11/28/2016,41.88,,,,,,,,2/10/2017,2017-02-10 18:41:00 UTC+0000,48.00,,1:41pm,1:41pm - <b>48.00</b>,,,44.88B,,CSX Corporation,,45.00,48.50,,2.44,26.55,,-2.30%,+0.52%,+14.60%,+42.38%,+106.36%,47.75,3.82,23.88,21.15,,4.03,,2.13,NMS,CSX,,,33.71,6024047,49.13,23.26,23.26 - 49.13,CSX
,,116.91,,670044,116.85,,19.29,+1.52,1.25,3.93,-5.33,36.66,,,+1.52 - +1.32%,+1.32%,,USD,116.95,115.17,115.17 - 116.95,,,,12/2/2016,1.05,0.91,983.28M,4.62,1.15,4.91,4.80,,11/2/2016,115.62,,,,,,,,2/10/2017,2017-02-10 18:54:00 UTC+0000,116.88,,1:54pm,1:54pm - <b>116.88</b>,,,12.28B,,Cintas Corporation,,125.20,115.49,,2.41,24.37,,-4.36%,+1.32%,+1.09%,+3.48%,+45.70%,115.36,5.98,25.30,23.80,,2.39,,4.96,NMS,CTAS,,,112.95,220029,122.21,80.22,80.22 - 122.21,CTAS
,,,,7976470,,,25.41,-0.04,-0.76,-2.23,-9.07,1.52,,,-0.04 - -0.16%,-0.16%,,USD,24.46,24.22,24.22 - 24.46,,,,12/12/2016,2.16,8.62,6.75B,2.25,0.55,2.08,1.70,,11/23/2016,25.14,,,,,,,,2/10/2017,2017-02-10 17:20:00 UTC+0000,24.38,,12:20pm,12:20pm - <b>24.38</b>,,,13.33B,,"CenturyLink, Inc. Common Stock",,27.75,24.40,,373.33,14.37,,-27.12%,-0.16%,-3.00%,-8.39%,+6.65%,24.42,0.96,11.18,11.72,,0.76,,9.40,NYQ,CTL,,,26.61,2265660,33.45,22.86,22.86 - 33.45,CTL
,,57.6600,,6483170,57.6500,,16.9670,-0.3456,1.7595,2.6110,-5.5756,12.2144,,,-0.3456 - -0.5959%,-0.5959%,,USD,58.3400,57.5750,57.5750 - 58.3400,,,,,,,2.65B,3.6400,0.9000,4.2500,2.5600,,,55.8949,,,,,,,,2/10/2017,2017-02-10 18:56:00 UTC+0000,57.6544,,1:56pm,1:56pm - <b>57.6544</b>,,,34.98B,,Cognizant Technology Solutions,,64.9400,58.0000,,1.4100,22.5212,,-8.8180%,-0.5959%,+3.1479%,+4.7435%,+26.8803%,58.0000,3.4184,15.7957,13.5657,,2.6542,,1.8100,NMS,CTSH,,,55.0434,1852810,63.2300,45.4400,45.4400 - 63.2300,CTSH
,,78.88,,1611950,78.87,,16.49,+0.45,-9.22,-7.87,-17.03,16.42,,,+0.45 - +0.57%,+0.57%,,USD,78.93,77.83,77.83 - 78.93,,,,,,,1.06B,4.69,1.10,5.08,3.41,,,88.09,,,,,,,,2/10/2017,2017-02-10 18:26:00 UTC+0000,78.87,,1:26pm,1:26pm - <b>78.87</b>,,,12.48B,,"Citrix Systems, Inc.",,84.70,78.47,,1.42,23.13,,-17.76%,+0.57%,-10.47%,-9.07%,+26.29%,78.42,4.76,16.96,15.53,,3.63,,5.75,NMS,CTXS,,,86.74,1103726,95.90,62.45,62.45 - 95.90,CTXS
,,,,8026980,,,33.72,+1.35,-1.16,-6.60,-28.01,9.36,,,+1.35 - +1.75%,+1.75%,,USD,79.12,76.95,76.95 - 79.12,,,,2/2/2017,2.00,2.63,12.84B,5.81,1.32,6.38,4.67,,1/20/2017,79.82,,,,,,,,2/10/2017,2017-02-10 17:30:00 UTC+0000,78.66,,12:30pm,12:30pm - <b>78.66</b>,,,83.89B,,CVS Health Corporation Common S,,86.02,77.37,,1.25,16.86,,-26.26%,+1.75%,-1.45%,-7.74%,+13.51%,77.31,2.29,13.42,12.33,,0.48,,7.26,NYQ,CVS,,,85.26,4837140,106.67,69.30,69.30 - 106.67,CVS
,,,,6613930,,,77.76,+0.68,-3.16,4.97,-6.74,29.36,,,+0.68 - +0.61%,+0.61%,,USD,112.63,111.69,111.69 - 112.63,,,,3/10/2017,4.32,3.82,13.98B,4.59,1.12,6.18,-0.27,,11/16/2016,115.42,,,,,,,,2/9/2017,2017-02-09 21:03:00 UTC+0000,112.26,,4:03pm,4:03pm - <b>112.26</b>,,,211.92B,,Chevron Corporation Common Stoc,,126.25,111.91,,0.93,,,-5.66%,+0.61%,-2.74%,+4.63%,+35.42%,111.58,1.43,24.46,18.17,,2.04,,5.07,NYQ,CVX,,,107.29,4607757,119.00,82.90,82.90 - 119.00,CVX
,,,,1433170,,,51.03,+2.41,5.05,8.54,-5.28,57.82,,,+2.41 - +1.72%,+1.72%,,USD,142.98,140.28,140.28 - 142.98,,,,,,,943.75M,0.45,0.06,0.25,-10.26,,,137.22,,,,,,,,2/10/2017,2017-02-10 16:46:00 UTC+0000,142.27,,11:46am,11:46am - <b>142.27</b>,,,20.06B,,Concho Resources Inc. Common St,,162.23,141.64,,16.44,,,-3.58%,+1.72%,+3.68%,+6.39%,+68.47%,139.86,2.74,316.16,569.08,,13.15,,5.05,NYQ,CXO,,,133.73,525906,147.55,84.45,84.45 - 147.55,CXO
,,,,2694100,,,23.290,+0.595,-2.452,-1.883,-6.225,5.165,,,+0.595 - +0.825%,+0.825%,,USD,72.800,71.825,71.825 - 72.800,,,,3/20/2017,3.020,4.180,5.48B,3.680,0.750,4.070,3.440,,11/30/2016,75.197,,,,,,,,2/10/2017,2017-02-10 17:23:00 UTC+0000,72.745,,12:23pm,12:23pm - <b>72.745</b>,,,45.62B,,"Dominion Resources, Inc. Common",,77.060,72.150,,4.350,21.147,,-7.883%,+0.825%,-3.261%,-2.523%,+7.643%,72.150,3.098,19.768,17.873,,3.856,,7.530,NYQ,D,,,74.628,1000738,78.970,67.580,67.580 - 78.970,D
,,,,8055480,,,16.75,-0.08,-0.23,5.73,-3.51,16.65,,,-0.08 - -0.16%,-0.16%,,USD,49.57,49.02,49.02 - 49.57,,,,12/2/2016,0.81,1.68,8.86B,5.31,1.61,5.80,5.79,,11/8/2016,49.48,,,,,,,,2/10/2017,2017-02-10 17:39:00 UTC+0000,49.25,,12:39pm,12:39pm - <b>49.25</b>,,,36.05B,,"Delta Air Lines, Inc. Common St",,0.40,49.55,,-21.43,8.51,,-6.65%,-0.16%,-0.47%,+13.16%,+51.07%,49.33,2.94,9.42,8.49,,0.91,,2.63,NYQ,DAL,,,43.52,2437922,52.76,32.60,32.60 - 52.76,DAL
,,,,2679000,,,11.31,+0.36,1.90,5.79,-1.63,20.28,,,+0.36 - +0.47%,+0.47%,,USD,77.24,76.56,76.56 - 77.24,,,,3/14/2017,1.52,1.99,5.07B,3.69,1.32,4.03,2.86,,11/10/2016,74.83,,,,,,,,2/10/2017,2017-02-10 16:59:00 UTC+0000,76.73,,11:59am,11:59am - <b>76.73</b>,,,66.34B,,E.I. du Pont de Nemours and Com,,82.44,76.66,,3.03,26.88,,-2.08%,+0.47%,+2.54%,+8.17%,+35.93%,76.37,6.75,20.79,19.04,,2.68,,2.99,NYQ,DD,,,70.94,681882,78.36,56.45,56.45 - 78.36,DD
,,,,2961070,,,20.71,+0.96,4.05,17.90,-0.17,35.17,,,+0.96 - +0.88%,+0.88%,,USD,110.25,109.15,109.15 - 110.25,,,,2/1/2017,2.40,2.22,3.81B,4.50,1.51,5.24,4.81,,12/28/2016,106.03,,,,,,,,2/10/2017,2017-02-10 17:43:00 UTC+0000,110.08,,12:43pm,12:43pm - <b>110.08</b>,,,34.88B,,Deere & Company Common Stock,,102.63,109.25,,1.32,22.89,,-0.15%,+0.88%,+3.82%,+19.42%,+46.95%,109.12,5.27,24.46,21.01,,1.30,,7.70,NYQ,DE,,,92.18,1338816,110.25,74.91,74.91 - 110.25,DE
,,,,2733690,,,29.11,-0.18,-1.87,5.94,-5.56,25.29,,,-0.18 - -0.26%,-0.26%,,USD,69.25,68.73,68.73 - 69.25,,,,2/23/2017,1.20,1.73,0.00,6.08,1.49,6.78,5.77,,2/7/2017,70.64,,,,,,,,2/10/2017,2017-02-10 17:00:00 UTC+0000,68.77,,12:00pm,12:00pm - <b>68.77</b>,,,26.75B,,Discover Financial Services Com,,80.04,69.21,,1.32,11.92,,-7.48%,-0.26%,-2.64%,+9.45%,+58.16%,68.95,2.37,11.33,10.14,,3.09,,2.24,NYQ,DFS,,,62.83,459809,74.33,43.48,43.48 - 74.33,DFS
,,,,3163670,,,19.41,-0.92,3.45,0.57,-20.09,10.29,,,-0.92 - -1.18%,-1.18%,,USD,78.02,76.24,76.24 - 78.02,,,,1/4/2017,1.00,1.38,2.37B,4.39,1.05,4.69,4.26,,12/19/2016,73.34,,,,,,,,2/10/2017,2017-02-10 18:07:00 UTC+0000,76.79,,1:07pm,1:07pm - <b>76.79</b>,,,21.21B,,Dollar General Corporation Comm,,79.98,77.76,,1.77,18.01,,-20.74%,-1.18%,+4.71%,+0.75%,+15.47%,77.71,4.00,17.49,16.37,,1.01,,3.18,NYQ,DG,,,76.22,1398191,96.88,66.50,66.50 - 96.88,DG
,,,,1074450,,,33.78,-0.24,1.18,6.78,-1.61,31.98,,,-0.24 - -0.26%,-0.26%,,USD,94.22,93.46,93.46 - 94.22,,,,1/25/2017,1.80,1.94,1.48B,5.47,1.44,5.78,4.51,,1/6/2017,92.35,,,,,,,,2/10/2017,2017-02-10 16:52:00 UTC+0000,93.53,,11:52am,11:52am - <b>93.53</b>,,,12.81B,,Quest Diagnostics Incorporated,,92.69,93.84,,2.05,20.74,,-1.69%,-0.26%,+1.27%,+7.81%,+51.96%,93.77,2.78,17.10,16.18,,1.71,,6.72,NYQ,DGX,,,86.75,351254,95.14,61.55,61.55 - 95.14,DGX
,,,,4823260,,,18.70,+0.38,1.56,0.71,-4.06,7.17,,,+0.38 - +1.26%,+1.26%,,USD,30.52,30.15,30.15 - 30.52,,,,2/15/2017,0.40,1.36,1.52B,2.73,0.74,2.99,2.49,,2/1/2017,28.94,,,,,,,,2/10/2017,2017-02-10 17:51:00 UTC+0000,30.50,,12:51pm,12:51pm - <b>30.50</b>,,,11.39B,,"D.R. Horton, Inc. Common Stock",,34.53,30.20,,1.19,12.25,,-11.75%,+1.26%,+5.39%,+2.38%,+30.73%,30.12,1.61,11.17,10.20,,0.89,,2.20,NYQ,DHI,,,29.79,1535583,34.56,23.33,23.33 - 34.56,DHI
,,,,3123270,,,33.23,+0.18,3.08,4.52,-0.80,20.43,,,+0.18 - +0.21%,+0.21%,,USD,84.07,83.55,83.55 - 84.07,,,,1/27/2017,0.50,0.60,3.88B,3.94,0.98,4.28,3.65,,12/28/2016,80.86,,,,,,,,2/10/2017,2017-02-10 18:43:00 UTC+0000,83.94,,1:43pm,1:43pm - <b>83.94</b>,,,58.10B,,Danaher Corporation Common Stoc,,90.44,83.77,,2.22,22.98,,-0.94%,+0.21%,+3.80%,+5.69%,+32.17%,83.76,2.52,21.30,19.61,,3.43,,2.96,NYQ,DHR,,,79.42,677487,84.74,63.51,63.51 - 84.74,DHR
,,,,8463590,,,27.14,-0.28,1.25,10.51,-2.78,19.60,,,-0.28 - -0.26%,-0.26%,,USD,109.80,108.58,108.58 - 109.80,,,,1/11/2017,1.56,1.42,16.78B,5.93,1.69,6.71,5.54,,12/8/2016,107.96,,,,,,,,2/10/2017,2017-02-10 17:12:00 UTC+0000,109.21,,12:12pm,12:12pm - <b>109.21</b>,,,173.86B,,Walt Disney Company (The) Commo,,116.18,109.35,,1.94,19.71,,-2.48%,-0.26%,+1.15%,+10.65%,+21.87%,109.49,4.03,18.42,16.28,,3.16,,2.90,NYQ,DIS,,,98.70,2924694,111.99,89.61,89.61 - 111.99,DIS
,,28.38,,2749660,28.37,,8.74,+0.41,0.61,1.61,-1.38,4.71,,,+0.41 - +1.47%,+1.47%,,USD,28.50,27.92,27.92 - 28.50,,,,,,,2.44B,1.91,0.50,2.20,1.77,,,27.76,,,,,,,,2/10/2017,2017-02-10 18:29:00 UTC+0000,28.37,,1:29pm,1:29pm - <b>28.37</b>,,,12.97B,,"Discovery Communications, Inc.",,27.80,28.00,,1.02,16.04,,-4.64%,+1.47%,+2.18%,+6.00%,+19.91%,27.96,3.20,14.85,12.90,,1.97,,8.75,NMS,DISCA,,,26.76,1258004,29.75,23.66,23.66 - 29.75,DISCA
,,27.57,,1416500,27.56,,8.74,+0.35,0.45,1.57,-1.34,5.14,,,+0.35 - +1.29%,+1.29%,,USD,27.69,27.14,27.14 - 27.69,,,,,,,2.44B,1.91,0.50,2.18,1.77,,,27.12,,,,,,,,2/10/2017,2017-02-10 18:09:00 UTC+0000,27.57,,1:09pm,1:09pm - <b>27.57</b>,,,12.60B,,"Discovery Communications, Inc.",,28.33,27.21,,1.04,15.59,,-4.64%,+1.29%,+1.64%,+6.03%,+22.92%,27.22,3.11,14.43,12.65,,1.92,,2.00,NMS,DISCK,,,26.00,356035,28.91,22.43,22.43 - 28.91,DISCK
,,,,2318140,,,8.90,+0.81,3.92,6.30,-3.43,16.53,,,+0.81 - +1.10%,+1.10%,,USD,74.63,73.48,73.48 - 74.63,,,,2/15/2017,1.16,1.57,2.98B,6.53,1.69,7.16,4.59,,2/2/2017,70.65,,,,,,,,2/10/2017,2017-02-10 19:29:00 UTC+0000,74.57,,2:29pm,2:29pm - <b>74.57</b>,,,20.10B,,Delphi Automotive plc Ordinary,,83.85,73.97,,0.93,16.25,,-4.40%,+1.10%,+5.55%,+9.23%,+28.48%,73.76,8.29,11.42,10.41,,1.19,,2.70,NYQ,DLPH,,,68.27,1191292,78.00,58.04,58.04 - 78.00,DLPH
,,,,1407120,,,26.09,-0.17,3.88,9.83,-5.61,30.67,,,-0.17 - -0.16%,-0.16%,,USD,107.96,106.85,106.85 - 107.96,,,,1/13/2017,3.52,3.29,1.02B,2.01,0.34,1.48,1.45,,12/13/2016,103.72,,,,,,,,2/10/2017,2017-02-10 17:49:00 UTC+0000,107.60,,12:49pm,12:49pm - <b>107.60</b>,,,17.10B,,"Digital Realty Trust, Inc. Comm",,107.87,107.72,,1.56,74.16,,-4.96%,-0.16%,+3.74%,+10.06%,+39.87%,107.77,4.13,53.53,72.70,,8.23,,12.66,NYQ,DLR,,,97.77,406734,113.21,76.93,76.93 - 113.21,DLR
,,78.00,,2925180,77.98,,21.39,-1.40,0.83,-4.62,-21.94,5.44,,,-1.40 - -1.76%,-1.76%,,USD,79.90,77.98,77.98 - 79.90,,,,,,,2.27B,3.79,1.10,4.51,3.40,,,77.16,,,,,,,,2/10/2017,2017-02-10 18:50:00 UTC+0000,77.99,,1:50pm,1:50pm - <b>77.99</b>,,,18.41B,,"Dollar Tree, Inc.",,91.80,79.73,,0.89,22.93,,-21.96%,-1.76%,+1.08%,-5.59%,+7.50%,79.39,3.71,20.58,17.29,,0.92,,2.83,NMS,DLTR,,,82.61,2015778,99.93,72.55,72.55 - 99.93,DLTR
,,,,256163,,,-29.02,-0.30,-20.36,-25.96,-39.99,11.82,,,-0.30 - -0.29%,-0.29%,,USD,102.93,100.65,100.65 - 102.93,,,,12/9/2016,1.93,1.54,424.50M,7.67,1.37,7.77,2.62,,11/21/2016,121.94,,,,,,,,2/10/2017,2017-02-10 18:19:00 UTC+0000,101.58,,1:19pm,1:19pm - <b>101.58</b>,,,3.74B,,Dun & Bradstreet Corporation (T,,121.86,101.98,,2.36,38.83,,-28.24%,-0.29%,-16.69%,-20.35%,+13.17%,101.88,,13.49,13.07,,2.22,,3.47,NYQ,DNB,,,127.54,763966,141.57,89.76,89.76 - 141.57,DNB
,,,,1266700,,,24.4550,+0.4925,1.4928,6.3796,-2.9775,21.9525,,,+0.4925 - +0.6246%,+0.6246%,,USD,79.5300,78.8600,78.8600 - 79.5300,,,,12/15/2016,1.7600,2.2600,1.08B,3.5800,0.9200,4.2600,3.2500,,11/28/2016,77.8497,,,,,,,,2/10/2017,2017-02-10 18:38:00 UTC+0000,79.3425,,1:38pm,1:38pm - <b>79.3425</b>,,,12.33B,,Dover Corporation Common Stock,,82.6700,79.0500,,1.8200,24.4131,,-3.6170%,+0.6246%,+1.9175%,+8.7436%,+38.2514%,78.8500,3.2243,22.1627,18.6250,,1.8032,,2.1700,NYQ,DOV,,,72.9629,359614,82.3200,57.3900,57.3900 - 82.3200,DOV
,,,,6658100,,,23.49,+0.42,1.95,5.57,-1.05,15.79,,,+0.42 - +0.70%,+0.70%,,USD,60.96,60.42,60.42 - 60.96,,,,1/30/2017,1.84,3.07,8.59B,4.07,1.05,4.35,3.52,,12/23/2016,58.73,,,,,,,,2/10/2017,2017-02-10 17:16:00 UTC+0000,60.68,,12:16pm,12:16pm - <b>60.68</b>,,,67.12B,,Dow Chemical Company (The) Comm,,66.78,60.54,,2.12,17.24,,-1.70%,+0.70%,+3.32%,+10.11%,+35.17%,60.26,2.57,14.91,13.95,,1.38,,1.71,NYQ,DOW,,,55.11,1656264,61.73,44.89,44.89 - 61.73,DOW
,,,,1382730,,,11.58,+0.44,2.72,3.09,-5.18,12.57,,,+0.44 - +0.47%,+0.47%,,USD,93.86,92.93,92.93 - 93.86,,,,1/5/2017,2.12,2.33,1.65B,4.41,1.01,4.74,4.61,,12/9/2016,90.90,,,,,,,,2/10/2017,2017-02-10 17:01:00 UTC+0000,93.62,,12:01pm,12:01pm - <b>93.62</b>,,,17.20B,,"Dr Pepper Snapple Group, Inc Dr",,94.88,93.20,,2.15,20.33,,-5.24%,+0.47%,+2.99%,+3.41%,+15.51%,93.18,8.04,21.23,19.75,,2.67,,5.19,NYQ,DPS,,,90.53,306787,98.80,81.05,81.05 - 98.80,DPS
,,,,1705700,,,14.93,+1.28,3.31,8.89,-3.08,19.16,,,+1.28 - +1.71%,+1.71%,,USD,76.76,75.32,75.32 - 76.76,,,,2/1/2017,2.24,3.10,930.20M,3.94,1.15,4.32,3.41,,1/6/2017,73.04,,,,,,,,2/10/2017,2017-02-10 17:59:00 UTC+0000,76.35,,12:59pm,12:59pm - <b>76.35</b>,,,9.48B,,"Darden Restaurants, Inc. Common",,76.78,75.33,,1.43,22.36,,-3.88%,+1.71%,+4.53%,+13.17%,+33.50%,75.07,5.03,19.38,17.67,,1.33,,7.29,NYQ,DRI,,,67.46,1049135,79.43,57.19,57.19 - 79.43,DRI
,,,,1013370,,,50.88,+0.25,-0.84,2.11,-2.99,15.71,,,+0.25 - +0.26%,+0.26%,,USD,97.47,96.56,96.56 - 97.47,,,,4/15/2017,3.30,3.36,2.15B,5.28,1.15,5.70,4.54,,12/15/2016,98.30,,,,,,,,2/10/2017,2017-02-10 18:18:00 UTC+0000,97.46,,1:18pm,1:18pm - <b>97.46</b>,,,17.49B,,DTE Energy Company Common Stock,,101.62,96.83,,3.49,21.45,,-2.98%,+0.26%,-0.85%,+2.21%,+19.22%,97.21,1.91,18.32,17.10,,1.70,,4.01,NYQ,DTE,,,95.35,626674,100.45,81.75,81.75 - 100.45,DTE
,,,,3275760,,,58.77,+0.28,0.57,-0.62,-9.72,5.69,,,+0.28 - +0.36%,+0.36%,,USD,78.06,77.59,77.59 - 78.06,,,,3/16/2017,3.42,4.41,9.61B,4.67,1.08,4.60,4.13,,11/16/2016,77.46,,,,,,,,2/10/2017,2017-02-10 19:11:00 UTC+0000,78.03,,2:11pm,2:11pm - <b>78.03</b>,,,53.76B,,Duke Energy Corporation (Holdin,,79.72,77.59,,9.30,18.88,,-11.08%,+0.36%,+0.74%,-0.79%,+7.87%,77.75,1.32,16.71,16.96,,2.34,,2.98,NYQ,DUK,,,78.65,1458105,87.75,72.34,72.34 - 87.75,DUK
,,,,1663650,,,24.46,+0.16,0.50,0.07,-13.95,10.32,,,+0.16 - +0.25%,+0.25%,,USD,65.05,64.56,64.56 - 65.05,,,,,,,2.49B,3.76,0.79,3.53,3.43,,,64.32,,,,,,,,2/10/2017,2017-02-10 18:00:00 UTC+0000,64.82,,1:00pm,1:00pm - <b>64.82</b>,,,12.80B,,DaVita Inc. Common Stock,,65.20,64.81,,1.27,18.89,,-17.71%,+0.25%,+0.77%,+0.10%,+18.94%,64.66,2.64,17.24,18.36,,0.88,,4.09,NYQ,DVA,,,64.75,303397,78.77,54.50,54.50 - 78.77,DVA
,,,,4518710,,,11.15,+0.86,-0.71,2.00,-5.08,27.54,,,+0.86 - +1.92%,+1.92%,,USD,45.94,45.00,45.00 - 45.94,,,,3/31/2017,0.24,0.53,2.37B,-0.13,0.36,1.71,-17.04,,12/13/2016,46.32,,,,,,,,2/10/2017,2017-02-10 17:30:00 UTC+0000,45.61,,12:30pm,12:30pm - <b>45.61</b>,,,23.88B,,Devon Energy Corporation Common,,53.11,45.02,,-150.98,,,-10.02%,+1.92%,-1.52%,+4.57%,+152.41%,44.75,4.02,,26.67,,2.26,,2.76,NYQ,DVN,,,43.61,1403240,50.69,18.07,18.07 - 50.69,DVN
,,85.74,,2903470,85.73,,11.71,+2.47,4.95,5.06,-0.60,28.41,,,+2.47 - +2.97%,+2.97%,,USD,86.33,84.13,84.13 - 86.33,,,,,,,1.25B,3.83,0.20,4.18,4.12,,,80.78,,,,,,,,2/10/2017,2017-02-10 17:43:00 UTC+0000,85.73,,12:43pm,12:43pm - <b>85.73</b>,,,25.98B,,Electronic Arts Inc.,,94.38,84.74,,1.31,20.81,,-0.70%,+2.97%,+6.13%,+6.28%,+49.56%,83.26,7.11,22.38,20.51,,5.45,,3.84,NMS,EA,,,80.67,3476990,86.33,57.32,57.32 - 86.33,EA
,,33.78,,10505300,33.77,,9.69,+0.65,2.87,3.23,-0.01,11.54,,,+0.65 - +1.96%,+1.96%,,USD,33.78,33.06,33.06 - 33.78,,,,,,,3.01B,2.01,0.47,2.22,6.35,,,30.90,,,,,,,,2/10/2017,2017-02-10 18:40:00 UTC+0000,33.77,,1:40pm,1:40pm - <b>33.77</b>,,,36.71B,,eBay Inc.,,34.38,33.11,,2.26,5.32,,-0.03%,+1.96%,+9.28%,+10.56%,+51.91%,33.12,3.42,16.80,15.21,,4.01,,1.90,NMS,EBAY,,,30.54,7021425,33.78,22.23,22.23 - 33.78,EBAY
,,,,923726,,,23.56,+0.04,1.22,1.67,-3.95,22.03,,,+0.04 - +0.03%,+0.03%,,USD,121.18,120.46,120.46 - 121.18,,,,1/17/2017,1.48,1.24,2.87B,4.40,0.89,4.90,3.60,,12/16/2016,119.43,,,,,,,,2/10/2017,2017-02-10 17:15:00 UTC+0000,120.65,,12:15pm,12:15pm - <b>120.65</b>,,,35.18B,,Ecolab Inc. Common Stock,,122.78,120.75,,2.38,33.54,,-3.17%,+0.03%,+1.02%,+1.40%,+22.34%,120.61,5.12,27.42,24.62,,2.66,,3.60,NYQ,ECL,,,118.98,186939,124.60,98.62,98.62 - 124.60,ECL
,,,,1653660,,,46.777,+0.385,1.124,0.569,-7.105,6.335,,,+0.385 - +0.518%,+0.518%,,USD,74.897,74.180,74.180 - 74.897,,,,3/15/2017,2.760,3.710,3.59B,3.960,1.160,4.140,4.059,,11/14/2016,73.651,,,,,,,,2/10/2017,2017-02-10 19:00:00 UTC+0000,74.775,,2:00pm,2:00pm - <b>74.775</b>,,,22.79B,,"Consolidated Edison, Inc. Commo",,72.700,74.290,,9.300,18.422,,-8.677%,+0.518%,+1.526%,+0.767%,+9.256%,74.390,1.590,18.883,18.062,,1.877,,7.930,NYQ,ED,,,74.206,538121,81.880,68.440,68.440 - 81.880,ED
,,,,952661,,,22.96,+4.36,12.92,7.11,-4.48,37.19,,,+4.36 - +3.40%,+3.40%,,USD,132.53,127.75,127.75 - 132.53,,,,12/15/2016,1.32,1.10,1.04B,5.95,1.52,6.62,3.95,,11/21/2016,119.57,,,,,,,,2/10/2017,2017-02-10 17:53:00 UTC+0000,132.49,,12:53pm,12:53pm - <b>132.49</b>,,,15.87B,,"Equifax, Inc. Common Stock",,137.33,128.00,,1.79,33.54,,-3.27%,+3.40%,+10.80%,+5.67%,+39.02%,128.13,5.58,22.53,20.01,,5.10,,3.57,NYQ,EFX,,,125.38,1074658,136.97,95.30,95.30 - 136.97,EFX
