AfterHoursChangeRealtime,AnnualizedGain,Ask,AskRealtime,AverageDailyVolume,Bid,BidRealtime,BookValue,Change,ChangeFromFiftydayMovingAverage,ChangeFromTwoHundreddayMovingAverage,ChangeFromYearHigh,ChangeFromYearLow,ChangePercentRealtime,ChangeRealtime,Change_PercentChange,ChangeinPercent,Commission,Currency,DaysHigh,DaysLow,DaysRange,DaysRangeRealtime,DaysValueChange,DaysValueChangeRealtime,DividendPayDate,DividendShare,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,ErrorIndicationreturnedforsymbolchangedinvalid,ExDividendDate,FiftydayMovingAverage,HighLimit,HoldingsGain,HoldingsGainPercent,HoldingsGainPercentRealtime,HoldingsGainRealtime,HoldingsValue,HoldingsValueRealtime,LastTradeDate,LastTradeDateTimeUTC,LastTradePriceOnly,LastTradeRealtimeWithTime,LastTradeTime,LastTradeWithTime,LowLimit,MarketCapRealtime,MarketCapitalization,MoreInfo,Name,Notes,OneyrTargetPrice,Open,OrderBookRealtime,PEGRatio,PERatio,PERatioRealtime,PercebtChangeFromYearHigh,PercentChange,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearLow,PreviousClose,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PricePaid,PriceSales,SharesOwned,ShortRatio,StockExchange,Symbol,TickerTrend,TradeDate,TwoHundreddayMovingAverage,Volume,YearHigh,YearLow,YearRange,symbol
,,,,1119310,,,48.67,-0.21,11.79,12.04,-127.40,62.14,,,-0.21 - -0.05%,-0.05%,,USD,420.76,414.47,414.47 - 420.76,,,,,,,204.81M,8.26,2.42,11.89,0.77,,,403.31,,,,,,,,2/10/2017,2017-02-10 18:30:00 UTC+0000,415.10,,1:30pm,1:30pm - <b>415.10</b>,,,11.94B,,"Chipotle Mexican Grill, Inc. Co",,401.79,416.26,,0.61,539.09,,-23.48%,-0.05%,+2.92%,+2.99%,+17.61%,415.31,8.53,50.62,34.91,,3.06,,5.11,NYQ,CMG,,,403.06,580567,542.50,352.96,352.96 - 542.50,CMG
,,,,1520750,,,41.37,+4.46,8.00,18.29,-3.30,56.87,,,+4.46 - +3.06%,+3.06%,,USD,153.44,148.45,148.45 - 153.44,,,,12/1/2016,4.10,2.80,2.32B,7.98,1.82,7.93,6.88,,11/17/2016,142.14,,,,,,,,2/9/2017,2017-02-09 21:02:00 UTC+0000,150.14,,4:02pm,4:02pm - <b>150.14</b>,,,25.16B,,Cummins Inc. Common Stock,,141.80,149.63,,-46.00,21.82,,-2.15%,+3.06%,+5.63%,+13.87%,+60.97%,145.68,3.52,18.74,18.93,,1.37,,2.32,NYQ,CMI,,,131.85,2815626,153.44,93.27,93.27 - 153.44,CMI
,,,,1896150,,,15.299,+0.105,0.803,0.910,-3.405,4.525,,,+0.105 - +0.246%,+0.246%,,USD,43.010,42.560,42.560 - 43.010,,,,2/28/2017,1.330,3.130,2.09B,2.170,0.380,2.330,1.980,,2/1/2017,42.042,,,,,,,,2/10/2017,2017-02-10 20:10:00 UTC+0000,42.845,,3:10pm,3:10pm - <b>42.845</b>,,,11.91B,,CMS Energy Corporation Common S,,44.770,42.640,,2.590,21.639,,-7.362%,+0.246%,+1.910%,+2.171%,+11.808%,42.740,2.794,19.744,18.388,,1.857,,3.180,NYQ,CMS,,,41.935,778466,46.250,38.320,38.320 - 46.250,CMS
,,,,1956120,,,34.29,-0.02,7.08,6.03,-6.25,19.32,,,-0.02 - -0.03%,-0.03%,,USD,69.65,68.90,68.90 - 69.65,,,,,,,1.54B,4.69,1.24,5.28,3.43,,,62.24,,,,,,,,2/10/2017,2017-02-10 18:29:00 UTC+0000,69.32,,1:29pm,1:29pm - <b>69.32</b>,,,11.92B,,Centene Corporation Common Stoc,,77.76,69.16,,0.95,20.22,,-8.27%,-0.03%,+11.37%,+9.53%,+38.64%,69.34,2.02,14.78,13.13,,0.29,,1.83,NYQ,CNC,,,63.29,782164,75.57,50.00,50.00 - 75.57,CNC
,,,,3334370,,,8.06,-0.04,0.95,2.69,-0.16,8.88,,,-0.04 - -0.15%,-0.15%,,USD,26.59,26.41,26.41 - 26.59,,,,3/10/2017,1.07,4.10,2.06B,1.18,0.34,1.27,-0.41,,11/14/2016,25.48,,,,,,,,2/10/2017,2017-02-10 20:07:00 UTC+0000,26.43,,3:07pm,3:07pm - <b>26.43</b>,,,11.38B,,"CenterPoint Energy, Inc (Holdin",,25.27,26.46,,3.33,,,-0.60%,-0.15%,+3.75%,+11.35%,+50.60%,26.47,3.28,22.40,20.81,,1.58,,1.92,NYQ,CNP,,,23.74,1091238,26.59,17.55,17.55 - 26.59,CNP
,,,,3132050,,,98.27,+0.03,0.39,10.41,-3.07,30.54,,,+0.03 - +0.03%,+0.03%,,USD,88.89,88.09,88.09 - 88.89,,,,2/24/2017,1.60,1.83,0.00,7.91,1.96,8.88,6.89,,2/9/2017,88.18,,,,,,,,2/10/2017,2017-02-10 19:50:00 UTC+0000,88.57,,2:50pm,2:50pm - <b>88.57</b>,,,42.82B,,Capital One Financial Corporati,,98.75,88.89,,1.29,12.85,,-3.35%,+0.03%,+0.44%,+13.32%,+52.63%,88.54,0.90,11.20,9.97,,2.25,,3.04,NYQ,COF,,,78.16,1027867,91.64,58.03,58.03 - 91.64,COF
,,,,6790070,,,6.156,-0.195,1.571,0.704,-2.705,5.555,,,-0.195 - -0.805%,-0.805%,,USD,24.330,23.830,23.830 - 24.330,,,,2/9/2017,0.080,0.340,431.59M,-0.220,0.150,0.460,-0.530,,1/24/2017,22.464,,,,,,,,2/10/2017,2017-02-10 20:40:00 UTC+0000,24.035,,3:40pm,3:40pm - <b>24.035</b>,,,11.18B,,Cabot Oil & Gas Corporation Com,,28.340,24.170,,-1.650,,,-10.116%,-0.805%,+6.994%,+3.019%,+30.060%,24.230,3.936,,52.250,,10.161,,3.320,NYQ,COG,,,23.331,3296054,26.740,18.480,18.480 - 26.740,COG
,,,,3342560,,,10.0220,+0.5541,2.2674,0.8200,-5.6259,4.4641,,,+0.5541 - +1.4764%,+1.4764%,,USD,38.1800,37.5800,37.5800 - 38.1800,,,,1/3/2017,1.3500,3.6300,890.30M,2.1400,0.5000,2.3400,1.8220,,12/7/2016,35.8167,,,,,,,,2/10/2017,2017-02-10 20:30:00 UTC+0000,38.0841,,3:30pm,3:30pm - <b>38.0841</b>,,,10.68B,,"Coach, Inc. Common Stock",,42.7700,37.7100,,1.7700,20.9024,,-12.8710%,+1.4764%,+6.3306%,+2.2005%,+13.2781%,37.5300,3.7448,17.7963,16.2753,,2.3152,,2.6100,NYQ,COH,,,37.2641,3299014,43.7100,33.6200,33.6200 - 43.7100,COH
,,,,1307410,,,16.74,+0.34,-0.93,3.24,-6.03,11.98,,,+0.34 - +0.38%,+0.38%,,USD,90.96,89.90,89.90 - 90.96,,,,3/6/2017,1.32,1.46,1.23B,5.40,1.38,5.79,5.59,,2/9/2017,91.45,,,,,,,,2/9/2017,2017-02-09 21:02:00 UTC+0000,90.52,,4:02pm,4:02pm - <b>90.52</b>,,,11.94B,,"Rockwell Collins, Inc. Common S",,99.00,90.40,,2.51,16.18,,-6.25%,+0.38%,-1.02%,+3.71%,+15.25%,90.18,5.39,16.76,15.63,,2.25,,6.59,NYQ,COL,,,87.28,767318,96.55,78.54,78.54 - 96.55,COL
,,,,537792,,,55.34,+1.17,10.76,12.51,-0.60,58.42,,,+1.17 - +0.61%,+0.61%,,USD,192.26,190.07,190.07 - 192.26,,,,2/9/2017,0.06,0.03,610.15M,9.21,2.26,10.34,5.59,,1/19/2017,180.90,,,,,,,,2/10/2017,2017-02-10 18:12:00 UTC+0000,191.67,,1:12pm,1:12pm - <b>191.67</b>,,,9.35B,,"Cooper Companies, Inc. (The) Co",,196.25,191.64,,1.56,34.29,,-0.31%,+0.61%,+5.95%,+6.98%,+43.84%,190.50,3.44,20.81,18.54,,4.73,,3.85,NYQ,COO,,,179.16,123776,192.26,133.25,133.25 - 192.26,COO
,,,,7088630,,,29.19,+0.62,0.01,5.00,-3.00,18.35,,,+0.62 - +1.26%,+1.26%,,USD,50.54,49.81,49.81 - 50.54,,,,3/1/2017,1.06,2.12,5.00B,0.62,0.11,1.91,-2.91,,10/13/2016,50.16,,,,,,,,2/10/2017,2017-02-10 20:42:00 UTC+0000,50.17,,3:42pm,3:42pm - <b>50.17</b>,,,62.07B,,ConocoPhillips Common Stock,,57.77,50.03,,-1.96,,,-5.64%,+1.26%,+0.02%,+11.06%,+57.67%,49.54,1.70,77.18,26.27,,2.55,,2.65,NYQ,COP,,,45.17,5059387,53.17,31.82,31.82 - 53.17,COP
,,172.13,,2226940,172.11,,27.25,+1.16,8.66,14.44,-0.15,33.55,,,+1.16 - +0.68%,+0.68%,,USD,172.27,170.27,170.27 - 172.27,,,,2/24/2017,1.80,1.08,5.03B,5.90,1.36,6.55,5.48,,2/8/2017,163.46,,,,,,,,2/10/2017,2017-02-10 18:35:00 UTC+0000,172.12,,1:35pm,1:35pm - <b>172.12</b>,,,75.60B,,Costco Wholesale Corporation,,176.15,171.65,,2.79,31.41,,-0.09%,+0.68%,+5.30%,+9.16%,+24.21%,170.96,6.27,29.17,26.28,,0.63,,3.93,NMS,COST,,,157.68,1083777,172.27,138.57,138.57 - 172.27,COST
,,,,6635140,,,0.75,-0.04,-0.68,-4.04,-13.32,0.34,,,-0.04 - -0.22%,-0.22%,,USD,18.60,18.26,18.26 - 18.60,,,,12/28/2016,0.50,2.59,748.00M,0.89,0.16,1.05,0.09,,12/15/2016,18.96,,,,,,,,2/10/2017,2017-02-10 19:29:00 UTC+0000,18.28,,2:29pm,2:29pm - <b>18.28</b>,,,13.64B,,Coty Inc. Class A Common Stock,,21.00,18.35,,-5.32,210.11,,-42.16%,-0.22%,-3.57%,-18.09%,+1.90%,18.32,24.56,21.76,17.41,,3.17,,7.70,NYQ,COTY,,,22.32,11786228,31.60,17.94,17.94 - 31.60,COTY
,,,,1795130,,,5.18,-0.62,1.39,5.01,-4.67,10.63,,,-0.62 - -0.97%,-0.97%,,USD,63.79,63.12,63.12 - 63.79,,,,1/30/2017,1.40,2.24,1.58B,3.08,0.67,3.23,2.13,,1/9/2017,61.83,,,,,,,,2/10/2017,2017-02-10 20:21:00 UTC+0000,63.22,,3:21pm,3:21pm - <b>63.22</b>,,,19.41B,,Campbell Soup Company Common St,,60.25,63.70,,3.91,29.71,,-6.88%,-0.97%,+2.26%,+8.61%,+20.21%,63.84,12.33,20.53,19.57,,2.46,,5.37,NYQ,CPB,,,58.21,858092,67.89,52.59,52.59 - 67.89,CPB
,,,,6020200,,,9.77,-0.38,5.21,5.67,-3.83,22.19,,,-0.38 - -0.47%,-0.47%,,USD,82.00,80.65,80.65 - 82.00,,,,,,,534.22M,0.98,0.30,1.29,0.29,,,75.44,,,,,,,,2/10/2017,2017-02-10 20:08:00 UTC+0000,80.65,,3:08pm,3:08pm - <b>80.65</b>,,,56.19B,,Salesforce.com Inc Common Stock,,94.11,81.41,,2.87,273.39,,-4.53%,-0.47%,+6.91%,+7.55%,+37.96%,81.03,8.29,82.30,62.52,,7.14,,3.31,NYQ,CRM,,,74.98,2090055,84.48,58.46,58.46 - 84.48,CRM
,,31.600,,22407900,31.590,,12.621,+0.095,1.047,0.872,-0.355,7.075,,,+0.095 - +0.302%,+0.302%,,USD,31.630,31.240,31.240 - 31.630,,,,1/25/2017,1.040,3.320,14.99B,2.370,0.580,2.490,2.090,,1/4/2017,30.548,,,,,,,,2/10/2017,2017-02-10 18:26:00 UTC+0000,31.595,,1:26pm,1:26pm - <b>31.595</b>,,,158.60B,,"Cisco Systems, Inc.",,33.260,31.520,,1.450,15.117,,-1.111%,+0.302%,+3.427%,+2.838%,+28.854%,31.500,2.496,13.331,12.689,,3.232,,2.050,NMS,CSCO,,,30.723,9745429,31.950,24.520,24.520 - 31.950,CSCO
,,,,1421700,,,1.86,+0.52,-0.93,2.37,-2.46,9.13,,,+0.52 - +1.70%,+1.70%,,USD,31.25,30.58,30.58 - 31.25,,,,1/24/2017,0.40,1.24,732.77M,2.02,0.48,2.06,1.18,,12/29/2016,32.01,,,,,,,,2/10/2017,2017-02-10 19:08:00 UTC+0000,31.08,,2:08pm,2:08pm - <b>31.08</b>,,,5.08B,,CSRA Inc. Common Stock,,35.60,30.60,,1.50,26.23,,-7.33%,+1.70%,-2.92%,+8.24%,+41.59%,30.56,16.42,15.39,15.09,,0.99,,3.16,NYQ,CSRA,,,28.71,1333110,33.54,21.95,21.95 - 33.54,CSRA
,,47.99,,11958100,47.98,,12.51,+0.23,6.10,14.27,-1.15,24.72,,,+0.23 - +0.48%,+0.48%,,USD,48.93,47.74,47.74 - 48.93,,,,12/15/2016,0.72,1.52,4.69B,2.01,0.53,2.27,1.81,,11/28/2016,41.88,,,,,,,,2/10/2017,2017-02-10 18:37:00 UTC+0000,47.98,,1:37pm,1:37pm - <b>47.98</b>,,,44.86B,,CSX Corporation,,45.00,48.50,,2.44,26.54,,-2.34%,+0.48%,+14.55%,+42.32%,+106.28%,47.75,3.82,23.87,21.14,,4.03,,2.13,NMS,CSX,,,33.71,5591880,49.13,23.26,23.26 - 49.13,CSX
,,116.71,,670044,116.68,,19.29,+1.32,1.06,3.73,-5.53,36.46,,,+1.32 - +1.14%,+1.14%,,USD,117.00,115.17,115.17 - 117.00,,,,12/2/2016,1.05,0.91,983.28M,4.62,1.15,4.91,4.80,,11/2/2016,115.62,,,,,,,,2/10/2017,2017-02-10 20:02:00 UTC+0000,116.68,,3:02pm,3:02pm - <b>116.68</b>,,,12.26B,,Cintas Corporation,,125.20,115.49,,2.41,24.32,,-4.52%,+1.14%,+0.91%,+3.30%,+45.45%,115.36,5.98,25.26,23.76,,2.39,,4.96,NMS,CTAS,,,112.95,308381,122.21,80.22,80.22 - 122.21,CTAS
,,,,7976470,,,25.41,-0.03,-0.75,-2.22,-9.06,1.53,,,-0.03 - -0.12%,-0.12%,,USD,24.46,24.22,24.22 - 24.46,,,,12/12/2016,2.16,8.62,6.75B,2.25,0.55,2.08,1.70,,11/23/2016,25.14,,,,,,,,2/10/2017,2017-02-10 18:23:00 UTC+0000,24.39,,1:23pm,1:23pm - <b>24.39</b>,,,13.33B,,"CenturyLink, Inc. Common Stock",,27.75,24.40,,373.33,14.37,,-27.09%,-0.12%,-2.96%,-8.35%,+6.69%,24.42,0.96,11.19,11.73,,0.76,,9.40,NYQ,CTL,,,26.61,2801345,33.45,22.86,22.86 - 33.45,CTL
,,57.53,,6483170,57.52,,16.97,-0.49,1.62,2.47,-5.72,12.07,,,-0.49 - -0.84%,-0.84%,,USD,58.34,57.47,57.47 - 58.34,,,,,,,2.65B,3.64,0.90,4.25,2.56,,,55.89,,,,,,,,2/10/2017,2017-02-10 20:30:00 UTC+0000,57.51,,3:30pm,3:30pm - <b>57.51</b>,,,34.89B,,Cognizant Technology Solutions,,64.94,58.00,,1.41,22.46,,-9.05%,-0.84%,+2.89%,+4.48%,+26.56%,58.00,3.42,15.76,13.53,,2.65,,1.81,NMS,CTSH,,,55.04,2709941,63.23,45.44,45.44 - 63.23,CTSH
,,78.77,,1611950,78.74,,16.49,+0.35,-9.32,-7.97,-17.13,16.32,,,+0.35 - +0.45%,+0.45%,,USD,79.01,77.83,77.83 - 79.01,,,,,,,1.06B,4.69,1.10,5.08,3.41,,,88.09,,,,,,,,2/10/2017,2017-02-10 19:00:00 UTC+0000,78.77,,2:00pm,2:00pm - <b>78.77</b>,,,12.46B,,"Citrix Systems, Inc.",,84.70,78.47,,1.42,23.10,,-17.86%,+0.45%,-10.58%,-9.18%,+26.13%,78.42,4.76,16.94,15.51,,3.63,,5.75,NMS,CTXS,,,86.74,1242167,95.90,62.45,62.45 - 95.90,CTXS
,,,,8026980,,,33.72,+1.58,-0.93,-6.37,-27.78,9.59,,,+1.58 - +2.04%,+2.04%,,USD,79.12,76.95,76.95 - 79.12,,,,2/2/2017,2.00,2.63,12.84B,5.81,1.32,6.38,4.67,,1/20/2017,79.82,,,,,,,,2/10/2017,2017-02-10 18:20:00 UTC+0000,78.89,,1:20pm,1:20pm - <b>78.89</b>,,,84.13B,,CVS Health Corporation Common S,,86.02,77.37,,1.25,16.91,,-26.04%,+2.04%,-1.16%,-7.47%,+13.84%,77.31,2.29,13.46,12.37,,0.48,,7.26,NYQ,CVS,,,85.26,5516169,106.67,69.30,69.30 - 106.67,CVS
,,,,6613930,,,77.76,+0.76,-2.40,5.72,-5.98,30.12,,,+0.76 - +0.68%,+0.68%,,USD,113.45,112.37,112.37 - 113.45,,,,3/10/2017,4.32,3.82,13.98B,4.59,1.12,6.04,-0.27,,11/16/2016,115.42,,,,,,,,2/10/2017,2017-02-10 20:45:00 UTC+0000,113.02,,3:45pm,3:45pm - <b>113.02</b>,,,213.36B,,Chevron Corporation Common Stoc,,126.25,112.75,,0.94,,,-5.03%,+0.68%,-2.08%,+5.34%,+36.33%,112.26,1.44,24.68,18.71,,2.05,,5.07,NYQ,CVX,,,107.29,5070577,119.00,82.90,82.90 - 119.00,CVX
,,,,1433170,,,51.03,+2.36,5.00,8.49,-5.33,57.77,,,+2.36 - +1.69%,+1.69%,,USD,142.98,140.28,140.28 - 142.98,,,,,,,943.75M,0.45,0.06,0.25,-10.26,,,137.22,,,,,,,,2/10/2017,2017-02-10 18:45:00 UTC+0000,142.22,,1:45pm,1:45pm - <b>142.22</b>,,,20.05B,,Concho Resources Inc. Common St,,162.23,141.64,,16.44,,,-3.61%,+1.69%,+3.64%,+6.35%,+68.41%,139.86,2.74,316.04,568.88,,13.15,,5.05,NYQ,CXO,,,133.73,861095,147.55,84.45,84.45 - 147.55,CXO
,,,,2694100,,,23.29,+1.28,-1.77,-1.20,-5.54,5.85,,,+1.28 - +1.77%,+1.77%,,USD,73.45,71.82,71.82 - 73.45,,,,3/20/2017,3.02,4.18,5.48B,3.68,0.75,4.07,3.44,,11/30/2016,75.20,,,,,,,,2/10/2017,2017-02-10 20:46:00 UTC+0000,73.43,,3:46pm,3:46pm - <b>73.43</b>,,,46.05B,,"Dominion Resources, Inc. Common",,77.06,72.15,,4.35,21.35,,-7.02%,+1.77%,-2.35%,-1.60%,+8.66%,72.15,3.10,19.95,18.04,,3.86,,7.53,NYQ,D,,,74.63,2836253,78.97,67.58,67.58 - 78.97,D
,,,,8055480,,,16.75,-0.09,-0.24,5.72,-3.52,16.64,,,-0.09 - -0.18%,-0.18%,,USD,49.57,49.02,49.02 - 49.57,,,,12/2/2016,0.81,1.68,8.86B,5.31,1.61,5.80,5.79,,11/8/2016,49.48,,,,,,,,2/10/2017,2017-02-10 20:29:00 UTC+0000,49.24,,3:29pm,3:29pm - <b>49.24</b>,,,36.04B,,"Delta Air Lines, Inc. Common St",,0.40,49.55,,-21.43,8.50,,-6.67%,-0.18%,-0.49%,+13.13%,+51.04%,49.33,2.94,9.41,8.49,,0.91,,2.63,NYQ,DAL,,,43.52,3999024,52.76,32.60,32.60 - 52.76,DAL
,,,,2679000,,,11.31,+0.77,2.31,6.20,-1.22,20.69,,,+0.77 - +1.01%,+1.01%,,USD,77.24,76.56,76.56 - 77.24,,,,3/14/2017,1.52,1.99,5.07B,3.69,1.32,4.03,2.86,,11/10/2016,74.83,,,,,,,,2/10/2017,2017-02-10 19:51:00 UTC+0000,77.14,,2:51pm,2:51pm - <b>77.14</b>,,,66.69B,,E.I. du Pont de Nemours and Com,,82.44,76.66,,3.03,27.02,,-1.56%,+1.01%,+3.09%,+8.75%,+36.65%,76.37,6.75,20.91,19.14,,2.68,,2.99,NYQ,DD,,,70.94,1087761,78.36,56.45,56.45 - 78.36,DD
,,,,2961070,,,20.71,+0.71,3.09,16.94,-0.07,34.21,,,+0.71 - +0.65%,+0.65%,,USD,109.19,108.09,108.09 - 109.19,,,,2/1/2017,2.40,2.22,3.81B,4.50,1.51,5.24,4.81,,12/28/2016,106.03,,,,,,,,2/9/2017,2017-02-09 21:00:00 UTC+0000,109.12,,4:00pm,4:00pm - <b>109.12</b>,,,34.58B,,Deere & Company Common Stock,,102.63,108.41,,1.31,22.69,,-0.06%,+0.65%,+2.91%,+18.38%,+45.67%,108.41,5.23,24.25,20.82,,1.29,,7.70,NYQ,DE,,,92.18,2715526,109.19,74.91,74.91 - 109.19,DE
,,,,2733690,,,29.11,+0.13,-1.56,6.25,-5.25,25.60,,,+0.13 - +0.19%,+0.19%,,USD,69.25,68.73,68.73 - 69.25,,,,2/23/2017,1.20,1.73,0.00,6.08,1.49,6.78,5.77,,2/7/2017,70.64,,,,,,,,2/10/2017,2017-02-10 19:12:00 UTC+0000,69.08,,2:12pm,2:12pm - <b>69.08</b>,,,26.87B,,Discover Financial Services Com,,80.04,69.21,,1.32,11.97,,-7.06%,+0.19%,-2.20%,+9.94%,+58.88%,68.95,2.37,11.38,10.19,,3.09,,2.24,NYQ,DFS,,,62.83,748414,74.33,43.48,43.48 - 74.33,DFS
,,,,3163670,,,19.41,-0.87,3.50,0.62,-20.04,10.34,,,-0.87 - -1.12%,-1.12%,,USD,78.02,76.24,76.24 - 78.02,,,,1/4/2017,1.00,1.38,2.37B,4.39,1.05,4.69,4.26,,12/19/2016,73.34,,,,,,,,2/10/2017,2017-02-10 18:59:00 UTC+0000,76.84,,1:59pm,1:59pm - <b>76.84</b>,,,21.23B,,Dollar General Corporation Comm,,79.98,77.76,,1.77,18.02,,-20.69%,-1.12%,+4.78%,+0.82%,+15.55%,77.71,4.00,17.50,16.38,,1.01,,3.18,NYQ,DG,,,76.22,1625377,96.88,66.50,66.50 - 96.88,DG
,,,,1074450,,,33.78,+0.12,1.54,7.14,-1.25,32.34,,,+0.12 - +0.13%,+0.13%,,USD,94.22,93.46,93.46 - 94.22,,,,1/25/2017,1.80,1.94,1.48B,5.47,1.44,5.78,4.51,,1/6/2017,92.35,,,,,,,,2/10/2017,2017-02-10 19:47:00 UTC+0000,93.89,,2:47pm,2:47pm - <b>93.89</b>,,,12.86B,,Quest Diagnostics Incorporated,,92.69,93.84,,2.05,20.82,,-1.31%,+0.13%,+1.66%,+8.23%,+52.54%,93.77,2.78,17.16,16.24,,1.71,,6.72,NYQ,DGX,,,86.75,560779,95.14,61.55,61.55 - 95.14,DGX
,,,,4823260,,,18.70,+0.64,1.82,0.97,-3.80,7.43,,,+0.64 - +2.12%,+2.12%,,USD,30.77,30.15,30.15 - 30.77,,,,2/15/2017,0.40,1.36,1.52B,2.73,0.74,2.99,2.49,,2/1/2017,28.94,,,,,,,,2/10/2017,2017-02-10 19:35:00 UTC+0000,30.76,,2:35pm,2:35pm - <b>30.76</b>,,,11.49B,,"D.R. Horton, Inc. Common Stock",,34.53,30.20,,1.19,12.36,,-11.00%,+2.12%,+6.29%,+3.26%,+31.85%,30.12,1.61,11.27,10.29,,0.89,,2.20,NYQ,DHI,,,29.79,2296025,34.56,23.33,23.33 - 34.56,DHI
,,,,3123270,,,33.231,+0.215,3.110,4.550,-0.765,20.465,,,+0.215 - +0.257%,+0.257%,,USD,84.070,83.550,83.550 - 84.070,,,,1/27/2017,0.500,0.600,3.88B,3.940,0.980,4.280,3.652,,12/28/2016,80.865,,,,,,,,2/10/2017,2017-02-10 20:44:00 UTC+0000,83.975,,3:44pm,3:44pm - <b>83.975</b>,,,58.13B,,Danaher Corporation Common Stoc,,90.440,83.770,,2.220,22.994,,-0.903%,+0.257%,+3.846%,+5.729%,+32.223%,83.760,2.521,21.313,19.620,,3.434,,2.960,NYQ,DHR,,,79.425,1027869,84.740,63.510,63.510 - 84.740,DHR
,,,,8463590,,,27.142,-0.195,1.331,10.594,-2.695,19.685,,,-0.195 - -0.178%,-0.178%,,USD,109.800,108.581,108.581 - 109.800,,,,1/11/2017,1.560,1.420,16.78B,5.930,1.690,6.710,5.540,,12/8/2016,107.964,,,,,,,,2/10/2017,2017-02-10 20:16:00 UTC+0000,109.295,,3:16pm,3:16pm - <b>109.295</b>,,,174.00B,,Walt Disney Company (The) Commo,,116.180,109.350,,1.940,19.728,,-2.406%,-0.178%,+1.233%,+10.733%,+21.967%,109.490,4.034,18.431,16.288,,3.159,,2.900,NYQ,DIS,,,98.701,4850822,111.990,89.610,89.610 - 111.990,DIS
,,28.38,,2749660,28.37,,8.74,+0.41,0.61,1.61,-1.38,4.71,,,+0.41 - +1.47%,+1.47%,,USD,28.50,27.92,27.92 - 28.50,,,,,,,2.44B,1.91,0.50,2.20,1.77,,,27.76,,,,,,,,2/10/2017,2017-02-10 18:29:00 UTC+0000,28.37,,1:29pm,1:29pm - <b>28.37</b>,,,12.97B,,"Discovery Communications, Inc.",,27.80,28.00,,1.02,16.04,,-4.64%,+1.47%,+2.18%,+6.00%,+19.91%,27.96,3.20,14.85,12.90,,1.97,,8.75,NMS,DISCA,,,26.76,1258004,29.75,23.66,23.66 - 29.75,DISCA
,,27.54,,1416500,27.53,,8.74,+0.32,0.42,1.54,-1.37,5.11,,,+0.32 - +1.18%,+1.18%,,USD,27.69,27.14,27.14 - 27.69,,,,,,,2.44B,1.91,0.50,2.18,1.77,,,27.12,,,,,,,,2/10/2017,2017-02-10 18:15:00 UTC+0000,27.54,,1:15pm,1:15pm - <b>27.54</b>,,,12.59B,,"Discovery Communications, Inc.",,28.33,27.21,,1.04,15.57,,-4.74%,+1.18%,+1.53%,+5.92%,+22.78%,27.22,3.11,14.42,12.63,,1.92,,2.00,NMS,DISCK,,,26.00,359673,28.91,22.43,22.43 - 28.91,DISCK
,,,,2318140,,,8.90,+0.63,3.74,6.12,-3.61,16.35,,,+0.63 - +0.85%,+0.85%,,USD,74.63,73.48,73.48 - 74.63,,,,2/15/2017,1.16,1.57,2.98B,6.53,1.69,7.16,4.59,,2/2/2017,70.65,,,,,,,,2/10/2017,2017-02-10 20:40:00 UTC+0000,74.39,,3:40pm,3:40pm - <b>74.39</b>,,,20.05B,,Delphi Automotive plc Ordinary,,83.85,73.97,,0.93,16.21,,-4.63%,+0.85%,+5.30%,+8.97%,+28.17%,73.76,8.29,11.39,10.39,,1.19,,2.70,NYQ,DLPH,,,68.27,1485367,78.00,58.04,58.04 - 78.00,DLPH
,,,,1407120,,,26.086,+0.247,4.293,10.250,-5.193,31.087,,,+0.247 - +0.229%,+0.229%,,USD,108.080,106.850,106.850 - 108.080,,,,1/13/2017,3.520,3.290,1.02B,2.010,0.340,1.480,1.451,,12/13/2016,103.724,,,,,,,,2/10/2017,2017-02-10 19:00:00 UTC+0000,108.017,,2:00pm,2:00pm - <b>108.017</b>,,,17.17B,,"Digital Realty Trust, Inc. Comm",,107.870,107.720,,1.560,74.443,,-4.587%,+0.229%,+4.139%,+10.484%,+40.409%,107.770,4.131,53.740,72.984,,8.229,,12.660,NYQ,DLR,,,97.767,471831,113.210,76.930,76.930 - 113.210,DLR
,,78.00,,2925180,77.98,,21.39,-1.40,0.83,-4.62,-21.94,5.44,,,-1.40 - -1.76%,-1.76%,,USD,79.90,77.98,77.98 - 79.90,,,,,,,2.27B,3.79,1.10,4.51,3.40,,,77.16,,,,,,,,2/10/2017,2017-02-10 18:50:00 UTC+0000,77.99,,1:50pm,1:50pm - <b>77.99</b>,,,18.41B,,"Dollar Tree, Inc.",,91.80,79.73,,0.89,22.93,,-21.96%,-1.76%,+1.08%,-5.59%,+7.50%,79.39,3.71,20.58,17.29,,0.92,,2.83,NMS,DLTR,,,82.61,2015778,99.93,72.55,72.55 - 99.93,DLTR
