AfterHoursChangeRealtime,AnnualizedGain,Ask,AskRealtime,AverageDailyVolume,Bid,BidRealtime,BookValue,Change,ChangeFromFiftydayMovingAverage,ChangeFromTwoHundreddayMovingAverage,ChangeFromYearHigh,ChangeFromYearLow,ChangePercentRealtime,ChangeRealtime,Change_PercentChange,ChangeinPercent,Commission,Currency,DaysHigh,DaysLow,DaysRange,DaysRangeRealtime,DaysValueChange,DaysValueChangeRealtime,DividendPayDate,DividendShare,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,ErrorIndicationreturnedforsymbolchangedinvalid,ExDividendDate,FiftydayMovingAverage,HighLimit,HoldingsGain,HoldingsGainPercent,HoldingsGainPercentRealtime,HoldingsGainRealtime,HoldingsValue,HoldingsValueRealtime,LastTradeDate,LastTradeDateTimeUTC,LastTradePriceOnly,LastTradeRealtimeWithTime,LastTradeTime,LastTradeWithTime,LowLimit,MarketCapRealtime,MarketCapitalization,MoreInfo,Name,Notes,OneyrTargetPrice,Open,OrderBookRealtime,PEGRatio,PERatio,PERatioRealtime,PercebtChangeFromYearHigh,PercentChange,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearLow,PreviousClose,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PricePaid,PriceSales,SharesOwned,ShortRatio,StockExchange,Symbol,TickerTrend,TradeDate,TwoHundreddayMovingAverage,Volume,YearHigh,YearLow,YearRange,symbol
,,,,3282300,,,8.06,-0.46,0.36,2.17,-0.75,8.39,,,-0.46 - -1.75%,-1.75%,,USD,26.47,25.90,25.90 - 26.47,,,,3/10/2017,1.07,4.04,2.06B,1.18,0.34,1.27,-0.41,,11/14/2016,25.58,,,,,,,,2/14/2017,2017-02-14 16:17:00 UTC+0000,25.94,,11:17am,11:17am - <b>25.94</b>,,,11.17B,,"CenterPoint Energy, Inc (Holdin",,25.27,26.32,,3.38,,,-2.81%,-1.75%,+1.40%,+9.15%,+47.81%,26.40,3.27,21.98,20.43,,1.57,,2.39,NYQ,CNP,,,23.77,790412,26.69,17.55,17.55 - 26.69,CNP
,,,,2994740,,,98.27,+0.89,1.78,11.30,-1.72,31.89,,,+0.89 - +1.00%,+1.00%,,USD,89.97,88.70,88.70 - 89.97,,,,2/24/2017,1.60,1.81,0.00,7.91,1.96,8.88,6.89,,2/9/2017,88.14,,,,,,,,2/14/2017,2017-02-14 17:38:00 UTC+0000,89.92,,12:38pm,12:38pm - <b>89.92</b>,,,43.48B,,Capital One Financial Corporati,,98.75,89.01,,1.32,13.05,,-1.88%,+1.00%,+2.02%,+14.37%,+54.95%,89.03,0.91,11.37,10.13,,2.26,,4.60,NYQ,COF,,,78.62,794091,91.64,58.03,58.03 - 91.64,COF
,,,,6717430,,,6.16,-0.06,1.34,0.56,-2.85,5.41,,,-0.06 - -0.25%,-0.25%,,USD,23.96,23.67,23.67 - 23.96,,,,2/9/2017,0.08,0.33,431.59M,-0.22,0.15,0.46,-0.53,,1/24/2017,22.55,,,,,,,,2/14/2017,2017-02-14 17:47:00 UTC+0000,23.89,,12:47pm,12:47pm - <b>23.89</b>,,,11.11B,,Cabot Oil & Gas Corporation Com,,28.34,23.86,,-1.68,,,-10.66%,-0.25%,+5.93%,+2.40%,+29.27%,23.95,3.89,,51.93,,10.04,,2.41,NYQ,COG,,,23.33,1367460,26.74,18.48,18.48 - 26.74,COG
,,,,3309470,,,10.02,+0.23,2.31,1.25,-5.35,4.74,,,+0.23 - +0.60%,+0.60%,,USD,38.55,38.04,38.04 - 38.55,,,,1/3/2017,1.35,3.55,898.90M,2.14,0.50,2.34,1.82,,12/7/2016,36.05,,,,,,,,2/14/2017,2017-02-14 18:15:00 UTC+0000,38.36,,1:15pm,1:15pm - <b>38.36</b>,,,10.76B,,"Coach, Inc. Common Stock",,42.77,38.04,,1.80,21.05,,-12.24%,+0.60%,+6.42%,+3.38%,+14.10%,38.13,3.81,17.93,16.39,,2.35,,2.25,NYQ,COH,,,37.11,2344079,43.71,33.62,33.62 - 43.71,COH
,,,,1280130,,,16.85,+0.53,1.17,5.05,-4.07,13.94,,,+0.53 - +0.58%,+0.58%,,USD,93.04,91.88,91.88 - 93.04,,,,3/6/2017,1.32,1.45,1.22B,5.40,1.38,5.79,5.59,,2/9/2017,91.31,,,,,,,,2/14/2017,2017-02-14 18:13:00 UTC+0000,92.48,,1:13pm,1:13pm - <b>92.48</b>,,,12.10B,,"Rockwell Collins, Inc. Common S",,99.00,92.00,,2.53,16.53,,-4.22%,+0.58%,+1.29%,+5.78%,+17.75%,91.95,5.46,17.13,15.97,,2.28,,0.00,NYQ,COL,,,87.43,997899,96.55,78.54,78.54 - 96.55,COL
,,,,531968,,,55.34,+0.57,9.88,12.46,-0.57,56.81,,,+0.57 - +0.30%,+0.30%,,USD,192.38,189.98,189.98 - 192.38,,,,2/9/2017,0.06,0.03,610.15M,9.21,2.26,10.34,5.59,,1/19/2017,181.93,,,,,,,,2/14/2017,2017-02-14 18:05:00 UTC+0000,191.81,,1:05pm,1:05pm - <b>191.81</b>,,,9.36B,,"Cooper Companies, Inc. (The) Co",,196.25,189.98,,1.60,34.31,,-0.30%,+0.30%,+5.43%,+6.95%,+42.08%,191.24,3.46,20.83,18.55,,4.74,,3.94,NYQ,COO,,,179.35,109680,192.38,135.00,135.00 - 192.38,COO
,,,,6972970,,,29.19,-0.14,-0.51,4.18,-3.61,17.74,,,-0.14 - -0.28%,-0.28%,,USD,50.05,49.33,49.33 - 50.05,,,,3/1/2017,1.06,2.11,5.00B,0.67,0.11,1.91,-2.91,,2/10/2017,50.07,,,,,,,,2/14/2017,2017-02-14 17:00:00 UTC+0000,49.56,,12:00pm,12:00pm - <b>49.56</b>,,,61.32B,,ConocoPhillips Common Stock,,57.77,50.00,,-1.90,,,-6.79%,-0.28%,-1.02%,+9.20%,+55.75%,49.70,1.70,73.97,25.95,,2.56,,2.44,NYQ,COP,,,45.38,2308347,53.17,31.82,31.82 - 53.17,COP
,,173.36,,2181510,173.33,,27.25,+1.40,9.31,15.75,-0.08,34.79,,,+1.40 - +0.81%,+0.81%,,USD,173.44,171.55,171.55 - 173.44,,,,2/24/2017,1.80,1.05,5.03B,5.90,1.36,6.55,5.48,,2/8/2017,164.05,,,,,,,,2/14/2017,2017-02-14 19:18:00 UTC+0000,173.36,,2:18pm,2:18pm - <b>173.36</b>,,,76.15B,,Costco Wholesale Corporation,,176.27,171.66,,2.81,31.64,,-0.05%,+0.81%,+5.67%,+9.99%,+25.11%,171.96,6.31,29.38,26.47,,0.63,,3.75,NMS,COST,,,157.61,1078174,173.44,138.57,138.57 - 173.44,COST
,,,,6581830,,,13.12,+0.60,0.04,-3.16,-12.63,1.03,,,+0.60 - +3.27%,+3.27%,,USD,18.98,18.42,18.42 - 18.98,,,,3/10/2017,0.50,2.74,848.30M,0.79,0.14,0.98,-0.03,,12/15/2016,18.93,,,,,,,,2/14/2017,2017-02-14 17:07:00 UTC+0000,18.97,,12:07pm,12:07pm - <b>18.97</b>,,,14.16B,,Coty Inc. Class A Common Stock,,20.68,18.42,,-3.88,,,-39.97%,+3.27%,+0.19%,-14.27%,+5.74%,18.37,1.40,24.01,19.36,,2.54,,5.92,NYQ,COTY,,,22.13,2881078,31.60,17.94,17.94 - 31.60,COTY
,,,,1716560,,,5.18,-0.26,1.16,5.01,-4.72,10.58,,,-0.26 - -0.41%,-0.41%,,USD,63.44,62.92,62.92 - 63.44,,,,1/30/2017,1.40,2.21,1.58B,3.08,0.67,3.23,2.13,,1/9/2017,62.01,,,,,,,,2/14/2017,2017-02-14 18:01:00 UTC+0000,63.17,,1:01pm,1:01pm - <b>63.17</b>,,,19.40B,,Campbell Soup Company Common St,,60.25,63.25,,3.88,29.69,,-6.95%,-0.41%,+1.86%,+8.61%,+20.12%,63.43,12.25,20.51,19.56,,2.45,,6.05,NYQ,CPB,,,58.16,489693,67.89,52.59,52.59 - 67.89,CPB
,,,,5831610,,,9.77,-0.08,4.73,5.96,-3.65,22.37,,,-0.08 - -0.10%,-0.10%,,USD,81.09,80.56,80.56 - 81.09,,,,,,,534.22M,0.98,0.30,1.29,0.29,,,76.10,,,,,,,,2/14/2017,2017-02-14 17:28:00 UTC+0000,80.83,,12:28pm,12:28pm - <b>80.83</b>,,,56.31B,,Salesforce.com Inc Common Stock,,94.11,80.95,,2.86,274.00,,-4.32%,-0.10%,+6.22%,+7.97%,+38.27%,80.91,8.28,82.48,62.66,,7.13,,3.46,NYQ,CRM,,,74.87,1265563,84.48,58.46,58.46 - 84.48,CRM
,,31.95,,22186800,31.94,,12.62,-0.02,1.33,1.21,-0.05,6.76,,,-0.02 - -0.06%,-0.06%,,USD,31.96,31.77,31.77 - 31.96,,,,1/25/2017,1.04,3.30,14.99B,2.37,0.58,2.49,2.09,,1/4/2017,30.62,,,,,,,,2/14/2017,2017-02-14 17:02:00 UTC+0000,31.95,,12:02pm,12:02pm - <b>31.95</b>,,,160.38B,,"Cisco Systems, Inc.",,33.26,31.87,,1.40,15.29,,-0.16%,-0.06%,+4.33%,+3.95%,+26.84%,31.97,2.53,13.48,12.83,,3.28,,1.98,NMS,CSCO,,,30.74,7535207,32.00,25.19,25.19 - 32.00,CSCO
,,,,1338470,,,1.865,-0.385,-1.686,1.458,-3.275,8.315,,,-0.385 - -1.256%,-1.256%,,USD,30.780,30.050,30.050 - 30.780,,,,1/24/2017,0.400,1.290,745.57M,2.010,0.480,2.060,1.185,,12/29/2016,31.951,,,,,,,,2/14/2017,2017-02-14 18:07:00 UTC+0000,30.265,,1:07pm,1:07pm - <b>30.265</b>,,,4.94B,,CSRA Inc. Common Stock,,35.830,30.570,,1.540,25.540,,-9.764%,-1.256%,-5.277%,+5.061%,+37.882%,30.650,16.434,15.057,14.692,,0.994,,3.040,NYQ,CSRA,,,28.807,1383877,33.540,21.950,21.950 - 33.540,CSRA
,,47.960,,11861600,47.950,,12.507,+0.045,5.393,13.882,-1.175,24.695,,,+0.045 - +0.094%,+0.094%,,USD,48.060,47.620,47.620 - 48.060,,,,3/15/2017,0.720,1.510,4.69B,2.010,0.530,2.270,1.808,,11/28/2016,42.562,,,,,,,,2/14/2017,2017-02-14 17:42:00 UTC+0000,47.955,,12:42pm,12:42pm - <b>47.955</b>,,,44.84B,,CSX Corporation,,45.960,47.630,,2.450,26.524,,-2.392%,+0.094%,+12.671%,+40.743%,+106.169%,47.910,3.831,23.858,21.126,,4.047,,1.280,NMS,CSX,,,34.073,194554,49.130,23.260,23.260 - 49.130,CSX
,,116.47,,665461,116.43,,19.29,-0.56,0.89,3.28,-5.78,36.21,,,-0.56 - -0.48%,-0.48%,,USD,116.97,116.10,116.10 - 116.97,,,,12/2/2016,1.05,0.90,983.28M,4.62,1.15,4.91,4.80,,11/2/2016,115.54,,,,,,,,2/14/2017,2017-02-14 17:21:00 UTC+0000,116.43,,12:21pm,12:21pm - <b>116.43</b>,,,12.23B,,Cintas Corporation,,125.20,116.56,,2.45,24.27,,-4.73%,-0.48%,+0.77%,+2.90%,+45.14%,116.99,6.06,25.20,23.71,,2.42,,8.21,NMS,CTAS,,,113.15,118714,122.21,80.22,80.22 - 122.21,CTAS
,,,,7781130,,,24.82,+0.13,-0.55,-1.84,-8.83,1.76,,,+0.13 - +0.53%,+0.53%,,USD,24.78,24.51,24.51 - 24.78,,,,12/12/2016,2.16,8.82,6.49B,2.16,0.55,2.08,1.16,,11/23/2016,25.17,,,,,,,,2/13/2017,2017-02-13 21:00:00 UTC+0000,24.62,,4:00pm,4:00pm - <b>24.62</b>,,,13.29B,,"CenturyLink, Inc. Common Stock",,27.75,24.54,,378.00,21.22,,-26.40%,+0.53%,-2.19%,-6.96%,+7.70%,24.49,0.99,11.40,11.84,,0.76,,9.40,NYQ,CTL,,,26.46,6555986,33.45,22.86,22.86 - 33.45,CTL
,,57.580,,6390730,57.570,,17.674,-0.065,1.617,2.590,-5.655,12.135,,,-0.065 - -0.113%,-0.113%,,USD,57.690,57.290,57.290 - 57.690,,,,,,,2.66B,3.650,0.900,4.270,2.550,,,55.958,,,,,,,,2/14/2017,2017-02-14 18:33:00 UTC+0000,57.575,,1:33pm,1:33pm - <b>57.575</b>,,,34.95B,,Cognizant Technology Solutions,,65.170,57.290,,1.250,22.578,,-8.944%,-0.113%,+2.889%,+4.711%,+26.706%,57.640,3.261,15.774,13.484,,2.594,,1.340,NMS,CTSH,,,54.985,3441030,63.230,45.440,45.440 - 63.230,CTSH
,,78.92,,1666330,78.90,,16.49,+0.14,-8.44,-7.64,-0.46,29.08,,,+0.14 - +0.18%,+0.18%,,USD,79.01,78.05,78.05 - 79.01,,,,,,,1.06B,4.65,1.10,5.08,3.41,,,87.36,,,,,,,,2/14/2017,2017-02-14 16:37:00 UTC+0000,78.92,,11:37am,11:37am - <b>78.92</b>,,,12.48B,,"Citrix Systems, Inc.",,84.70,78.60,,1.42,23.14,,-0.57%,+0.18%,-9.66%,-8.83%,+58.35%,78.78,4.78,16.97,15.54,,3.65,,3.98,NMS,CTXS,,,86.56,795935,79.38,49.84,49.84 - 79.38,CTXS
,,,,7910750,,,34.71,-0.37,-1.46,-6.59,-28.34,9.03,,,-0.37 - -0.47%,-0.47%,,USD,78.95,78.06,78.06 - 78.95,,,,2/2/2017,2.00,2.55,13.05B,5.86,1.32,6.37,4.91,,1/20/2017,79.79,,,,,,,,2/14/2017,2017-02-14 16:33:00 UTC+0000,78.33,,11:33am,11:33am - <b>78.33</b>,,,83.11B,,CVS Health Corporation Common S,,86.39,78.76,,1.29,15.96,,-26.57%,-0.47%,-1.84%,-7.76%,+13.03%,78.70,2.27,13.37,12.30,,0.47,,5.96,NYQ,CVS,,,84.92,1734077,106.67,69.30,69.30 - 106.67,CVS
,,,,6520810,,,77.76,-0.78,-3.06,4.52,-6.95,29.15,,,-0.78 - -0.69%,-0.69%,,USD,113.07,111.78,111.78 - 113.07,,,,3/10/2017,4.32,3.82,13.98B,4.58,1.12,6.04,-0.27,,11/16/2016,115.11,,,,,,,,2/14/2017,2017-02-14 16:42:00 UTC+0000,112.05,,11:42am,11:42am - <b>112.05</b>,,,211.52B,,Chevron Corporation Common Stoc,,126.25,112.68,,0.95,,,-5.84%,-0.69%,-2.66%,+4.21%,+35.16%,112.83,1.45,24.47,18.55,,2.06,,3.95,NYQ,CVX,,,107.53,1965872,119.00,82.90,82.90 - 119.00,CVX
,,,,1415220,,,51.0350,-0.5775,4.0685,7.4015,-5.8775,57.2225,,,-0.5775 - -0.4060%,-0.4060%,,USD,142.8500,140.8600,140.8600 - 142.8500,,,,,,,943.75M,0.4500,0.0600,0.2500,-10.2600,,,137.6040,,,,,,,,2/14/2017,2017-02-14 16:42:00 UTC+0000,141.6725,,11:42am,11:42am - <b>141.6725</b>,,,19.97B,,Concho Resources Inc. Common St,,162.2300,142.7500,,16.7300,,,-3.9834%,-0.4060%,+2.9567%,+5.5124%,+67.7590%,142.2500,2.7873,314.8278,566.6900,,13.3729,,5.1000,NYQ,CXO,,,134.2710,201748,147.5500,84.4500,84.4500 - 147.5500,CXO
,,,,2688050,,,23.29,-0.70,-1.98,-1.50,-5.94,5.45,,,-0.70 - -0.95%,-0.95%,,USD,73.68,72.83,72.83 - 73.68,,,,3/20/2017,3.02,4.12,5.48B,3.68,0.75,4.07,3.44,,11/30/2016,75.01,,,,,,,,2/14/2017,2017-02-14 19:25:00 UTC+0000,73.03,,2:25pm,2:25pm - <b>73.03</b>,,,45.80B,,"Dominion Resources, Inc. Common",,77.06,73.59,,4.42,21.23,,-7.52%,-0.95%,-2.64%,-2.01%,+8.06%,73.73,3.17,19.85,17.94,,3.94,,8.37,NYQ,D,,,74.53,1666297,78.97,67.58,67.58 - 78.97,D
,,50.49,,7742050,49.92,,16.75,+0.80,0.59,6.31,-2.70,17.46,,,+0.80 - +1.62%,+1.62%,,USD,50.42,49.28,49.28 - 50.42,,,,12/2/2016,0.81,1.64,8.86B,5.31,1.61,5.80,5.79,,11/8/2016,49.47,,,,,,,,2/13/2017,2017-02-13 21:00:00 UTC+0000,50.06,,4:00pm,4:00pm - <b>50.06</b>,,,36.64B,,"Delta Air Lines, Inc.",,0.40,49.37,,-21.41,8.65,,-5.12%,+1.62%,+1.19%,+14.43%,+53.56%,49.26,2.94,9.57,8.63,,0.91,,2.63,NYQ,DAL,,,43.75,6565898,52.76,32.60,32.60 - 52.76,DAL
,,,,2565500,,,11.31,+0.21,3.05,6.94,-0.33,20.27,,,+0.21 - +0.27%,+0.27%,,USD,78.34,76.83,76.83 - 78.34,,,,3/14/2017,1.52,1.97,5.07B,3.69,1.32,4.03,2.86,,2/13/2017,74.98,,,,,,,,2/14/2017,2017-02-14 18:50:00 UTC+0000,78.03,,1:50pm,1:50pm - <b>78.03</b>,,,67.46B,,E.I. du Pont de Nemours and Com,,82.44,77.70,,3.11,27.33,,-0.42%,+0.27%,+4.07%,+9.77%,+35.09%,77.82,6.88,21.15,19.36,,2.74,,2.55,NYQ,DD,,,71.09,1316392,78.36,57.76,57.76 - 78.36,DD
,,,,2941850,,,20.71,-1.02,3.25,16.88,-2.45,34.82,,,-1.02 - -0.92%,-0.92%,,USD,110.42,109.06,109.06 - 110.42,,,,2/1/2017,2.40,2.18,3.81B,4.46,1.51,5.26,4.81,,12/28/2016,106.48,,,,,,,,2/14/2017,2017-02-14 17:53:00 UTC+0000,109.73,,12:53pm,12:53pm - <b>109.73</b>,,,34.77B,,Deere & Company Common Stock,,102.63,109.88,,1.33,22.81,,-2.18%,-0.92%,+3.05%,+18.18%,+46.48%,110.75,5.35,24.28,20.86,,1.32,,8.26,NYQ,DE,,,92.85,1629417,112.18,74.91,74.91 - 112.18,DE
,,,,2611820,,,29.11,+0.92,0.07,7.39,-3.83,25.50,,,+0.92 - +1.32%,+1.32%,,USD,70.57,69.17,69.17 - 70.57,,,,2/23/2017,1.20,1.74,0.00,6.07,1.49,6.78,5.77,,2/7/2017,70.43,,,,,,,,2/14/2017,2017-02-14 16:56:00 UTC+0000,70.50,,11:56am,11:56am - <b>70.50</b>,,,27.42B,,Discover Financial Services Com,,80.04,69.25,,1.33,12.22,,-5.15%,+1.32%,+0.09%,+11.71%,+56.67%,69.58,2.39,11.61,10.40,,3.12,,1.71,NYQ,DFS,,,63.11,757477,74.33,45.00,45.00 - 74.33,DFS
,,,,3056710,,,19.41,+0.91,3.46,1.28,-19.95,10.43,,,+0.91 - +1.20%,+1.20%,,USD,77.58,75.82,75.82 - 77.58,,,,1/4/2017,1.00,1.30,2.37B,4.39,1.05,4.69,4.26,,12/19/2016,73.47,,,,,,,,2/14/2017,2017-02-14 18:59:00 UTC+0000,76.93,,1:59pm,1:59pm - <b>76.93</b>,,,21.25B,,Dollar General Corporation Comm,,79.98,76.02,,1.77,18.05,,-20.59%,+1.20%,+4.71%,+1.69%,+15.68%,76.02,3.92,17.52,16.40,,0.99,,2.70,NYQ,DG,,,75.65,964836,96.88,66.50,66.50 - 96.88,DG
,,,,1043960,,,33.78,+0.20,1.71,7.25,-0.98,32.24,,,+0.20 - +0.21%,+0.21%,,USD,94.39,93.76,93.76 - 94.39,,,,1/25/2017,1.80,1.92,1.48B,5.47,1.44,5.78,4.51,,1/6/2017,92.45,,,,,,,,2/14/2017,2017-02-14 15:42:00 UTC+0000,94.16,,10:42am,10:42am - <b>94.16</b>,,,12.90B,,Quest Diagnostics Incorporated,,92.69,93.76,,2.08,20.88,,-1.03%,+0.21%,+1.85%,+8.34%,+52.07%,93.96,2.78,17.21,16.29,,1.71,,4.26,NYQ,DGX,,,86.91,154964,95.14,61.92,61.92 - 95.14,DGX
,,,,4591290,,,18.70,-0.39,0.91,0.35,-4.53,5.77,,,-0.39 - -1.28%,-1.28%,,USD,30.45,29.97,29.97 - 30.45,,,,2/15/2017,0.40,1.30,1.52B,2.73,0.74,2.99,2.49,,2/1/2017,29.12,,,,,,,,2/14/2017,2017-02-14 17:02:00 UTC+0000,30.03,,12:02pm,12:02pm - <b>30.03</b>,,,11.21B,,"D.R. Horton, Inc. Common Stock",,34.53,30.20,,1.21,12.07,,-13.11%,-1.28%,+3.12%,+1.16%,+23.78%,30.42,1.63,11.00,10.04,,0.90,,2.08,NYQ,DHI,,,29.68,1884977,34.56,24.26,24.26 - 34.56,DHI
,,,,3048120,,,33.2310,-0.1365,2.8586,4.6100,-0.6865,18.9966,,,-0.1365 - -0.1621%,-0.1621%,,USD,84.1700,83.5500,83.5500 - 84.1700,,,,1/27/2017,0.5000,0.6000,3.88B,3.9400,0.9800,4.2800,3.6520,,12/28/2016,81.1949,,,,,,,,2/14/2017,2017-02-14 18:55:00 UTC+0000,84.0535,,1:55pm,1:55pm - <b>84.0535</b>,,,58.18B,,Danaher Corporation Common Stoc,,90.4400,83.7100,,2.2500,23.0157,,-0.8101%,-0.1621%,+3.5207%,+5.8029%,+29.2000%,84.1900,2.5335,21.3334,19.6387,,3.4519,,2.0900,NYQ,DHR,,,79.4435,545463,84.7400,65.0569,65.0569 - 84.7400,DHR
,,,,8085220,,,27.01,+0.36,1.79,11.09,-1.98,20.40,,,+0.36 - +0.33%,+0.33%,,USD,110.08,109.53,109.53 - 110.08,,,,1/11/2017,1.56,1.43,16.78B,5.93,1.69,6.71,5.54,,12/8/2016,108.22,,,,,,,,2/14/2017,2017-02-14 18:35:00 UTC+0000,110.01,,1:35pm,1:35pm - <b>110.01</b>,,,173.95B,,Walt Disney Company (The) Commo,,116.29,109.61,,1.94,19.86,,-1.77%,+0.33%,+1.66%,+11.21%,+22.77%,109.65,4.06,18.52,16.39,,3.14,,2.16,NYQ,DIS,,,98.92,2516787,111.99,89.61,89.61 - 111.99,DIS
,,28.83,,2754320,28.81,,8.74,-0.22,1.00,1.98,-0.94,5.15,,,-0.22 - -0.76%,-0.76%,,USD,28.93,27.66,27.66 - 28.93,,,,,,,2.44B,1.92,0.50,2.20,1.77,,,27.81,,,,,,,,2/14/2017,2017-02-14 17:54:00 UTC+0000,28.81,,12:54pm,12:54pm - <b>28.81</b>,,,13.17B,,"Discovery Communications, Inc.",,28.00,28.00,,1.03,16.29,,-3.16%,-0.76%,+3.61%,+7.38%,+21.77%,29.03,3.32,15.01,13.10,,2.05,,8.75,NMS,DISCA,,,26.83,4146043,29.75,23.66,23.66 - 29.75,DISCA
,,27.82,,1389840,27.81,,8.74,-0.28,0.66,1.75,-1.09,5.39,,,-0.28 - -1.00%,-1.00%,,USD,28.15,26.73,26.73 - 28.15,,,,,,,2.44B,1.91,0.50,2.18,1.77,,,27.16,,,,,,,,2/14/2017,2017-02-14 19:27:00 UTC+0000,27.82,,2:27pm,2:27pm - <b>27.82</b>,,,12.71B,,"Discovery Communications, Inc.",,28.33,27.99,,1.04,15.73,,-3.77%,-1.00%,+2.44%,+6.73%,+24.03%,28.10,3.21,14.57,12.76,,1.98,,2.00,NMS,DISCK,,,26.07,1289127,28.91,22.43,22.43 - 28.91,DISCK
,,,,2237320,,,8.900,-0.075,4.814,7.567,-2.075,17.885,,,-0.075 - -0.099%,-0.099%,,USD,76.410,75.580,75.580 - 76.410,,,,2/15/2017,1.160,1.560,2.98B,6.530,1.690,7.160,4.590,,2/2/2017,71.111,,,,,,,,2/14/2017,2017-02-14 19:28:00 UTC+0000,75.925,,2:28pm,2:28pm - <b>75.925</b>,,,20.47B,,Delphi Automotive plc Ordinary,,83.850,75.770,,0.940,16.541,,-2.660%,-0.099%,+6.769%,+11.070%,+30.815%,76.000,8.539,11.627,10.604,,1.230,,2.760,NYQ,DLPH,,,68.358,1178288,78.000,58.040,58.040 - 78.000,DLPH
,,,,1347900,,,26.09,-1.79,1.06,7.78,-7.76,28.52,,,-1.79 - -1.67%,-1.67%,,USD,107.20,105.21,105.21 - 107.20,,,,1/13/2017,3.52,3.28,1.02B,2.01,0.34,1.48,1.45,,12/13/2016,104.39,,,,,,,,2/14/2017,2017-02-14 17:53:00 UTC+0000,105.45,,12:53pm,12:53pm - <b>105.45</b>,,,16.76B,,"Digital Realty Trust, Inc. Comm",,107.87,107.20,,1.55,72.67,,-6.85%,-1.67%,+1.02%,+7.97%,+37.07%,107.24,4.11,52.46,71.25,,8.19,,13.19,NYQ,DLR,,,97.67,803829,113.21,76.93,76.93 - 113.21,DLR
,,78.07,,2922200,77.89,,21.39,+0.26,0.87,-4.18,-21.97,5.41,,,+0.26 - +0.33%,+0.33%,,USD,78.10,77.50,77.50 - 78.10,,,,,,,2.27B,3.79,1.10,4.51,3.40,,,77.09,,,,,,,,2/14/2017,2017-02-14 14:33:00 UTC+0000,77.96,,9:33am,9:33am - <b>77.96</b>,,,18.40B,,"Dollar Tree, Inc.",,91.80,77.50,,0.92,22.92,,-21.99%,+0.33%,+1.13%,-5.09%,+7.46%,77.70,3.63,20.57,17.29,,0.90,,2.77,NMS,DLTR,,,82.14,59790,99.93,72.55,72.55 - 99.93,DLTR
,,,,282281,,,-29.02,+4.19,-14.25,-20.56,-35.07,16.74,,,+4.19 - +4.10%,+4.10%,,USD,106.90,102.10,102.10 - 106.90,,,,3/10/2017,2.01,2.00,430.93M,7.13,1.23,7.38,2.65,,11/21/2016,120.75,,,,,,,,2/14/2017,2017-02-14 18:28:00 UTC+0000,106.50,,1:28pm,1:28pm - <b>106.50</b>,,,3.92B,,Dun & Bradstreet Corporation (T,,110.29,102.40,,2.50,40.20,,-24.77%,+4.10%,-11.80%,-16.18%,+18.65%,102.31,,14.94,14.43,,2.21,,4.16,NYQ,DNB,,,127.06,590138,141.57,89.76,89.76 - 141.57,DNB
,,,,1220220,,,24.45,-0.36,1.16,6.15,-3.08,21.85,,,-0.36 - -0.45%,-0.45%,,USD,79.58,78.80,78.80 - 79.58,,,,12/15/2016,1.76,2.22,1.08B,3.58,0.92,4.26,3.25,,11/28/2016,78.08,,,,,,,,2/14/2017,2017-02-14 18:03:00 UTC+0000,79.24,,1:03pm,1:03pm - <b>79.24</b>,,,12.31B,,Dover Corporation Common Stock,,82.67,78.80,,1.85,24.38,,-3.74%,-0.45%,+1.48%,+8.41%,+38.07%,79.60,3.25,22.13,18.60,,1.82,,1.86,NYQ,DOV,,,73.09,308098,82.32,57.39,57.39 - 82.32,DOV
,,,,6422630,,,21.4570,-0.4443,2.2187,5.8677,-0.7343,16.2257,,,-0.4443 - -0.7217%,-0.7217%,,USD,61.6200,60.6300,60.6300 - 61.6200,,,,4/28/2017,1.8400,3.0100,8.69B,4.0700,1.0500,4.3400,3.5200,,12/23/2016,58.8970,,,,,,,,2/14/2017,2017-02-14 17:16:00 UTC+0000,61.1157,,12:16pm,12:16pm - <b>61.1157</b>,,,74.15B,,Dow Chemical Company (The) Comm,,66.7800,61.0500,,2.1600,17.3624,,-1.1872%,-0.7217%,+3.7671%,+10.6207%,+36.1455%,61.5600,2.8690,14.9793,14.0820,,1.5510,,2.0900,NYQ,DOW,,,55.2480,1857371,61.8500,44.8900,44.8900 - 61.8500,DOW
,,,,1363680,,,11.58,-0.18,2.23,2.93,-5.49,12.26,,,-0.18 - -0.19%,-0.19%,,USD,93.48,90.00,90.00 - 93.48,,,,4/5/2017,2.32,2.48,1.65B,4.41,1.01,4.74,4.61,,12/9/2016,91.08,,,,,,,,2/14/2017,2017-02-14 18:00:00 UTC+0000,93.31,,1:00pm,1:00pm - <b>93.31</b>,,,17.14B,,"Dr Pepper Snapple Group, Inc Dr",,94.88,90.51,,2.17,20.26,,-5.56%,-0.19%,+2.45%,+3.25%,+15.13%,93.49,8.07,21.16,19.69,,2.68,,5.78,NYQ,DPS,,,90.38,1046868,98.80,81.05,81.05 - 98.80,DPS
