.Name,.Symbol,AverageDailyVolume,BookValue,DaysRange,DaysVolume,DividendYield,EBITDA,EPS,EPSYearGrowthEstimate,MarketCapitalization,OneyrTargetChange,PEGRatio,PERatio,PercentChangeAfterHours,PercentChangeFromTwoHundreddayMovingAverage,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,Sector-Consumer Discretionary,Sector-Consumer Staples,Sector-Energy,Sector-Financials,Sector-Health Care,Sector-Industrials,Sector-Information Technology,Sector-Materials,Sector-Real Estate,Sector-Telecommunication Services,Sector-Utilities,ShortRatio,TwoHundreddayMovingAverage
Centene Corporation Common Stoc,CNC,-0.32428824541097157,0.2320016813143121,0.4302293425713503,-0.3134956555261805,-1.428129579608485,-0.28432506168987476,-0.18402491447718886,-0.030886231626922712,-0.42287837331382055,0.41453859586472874,0.018553260109870268,-0.22379682623141364,0.7220012705261861,1.2469308041295637,-0.2895529941890686,-0.22475537458474887,-0.46316193797009714,-1.0454369004019906,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,2.6146440745087465,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.8314560098478079,-0.26422712512309326
"CenterPoint Energy, Inc (Holdin",CNP,-0.1352500828633513,-0.6851452007763283,-0.8515324946409232,-0.024898830283728357,1.4047387192536773,-0.26575724740245615,-0.7690448376199852,-0.11824482094566068,-0.4235152249819374,-0.7978734966766795,0.06900157478829207,-0.0411958324637383,0.6068492080959057,1.2929557159071141,-0.20123060683791893,-0.039820215237799474,0.10311291835410674,-0.5840300565571569,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,4.118049700201956,-0.03646194632594775,-0.5969325151612426
Capital One Financial Corporati,COF,-0.19402686566469715,2.4906417751757637,1.4092832720637698,-0.06846749120420817,0.028985446177013662,-0.5891466821151765,0.6489664164174922,-0.027059075042769092,-0.07795950986173979,0.9148208363492326,0.027292338243140184,-0.4388494554962622,-0.11253770825882183,-0.8757939148229149,-0.36447474345935427,-0.35669252446575506,-0.7976330641559228,-0.4172137360901788,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,2.439592774055911,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.29000059361129765,-0.08123049188428842
"Coach, Inc. Common Stock",COH,-0.05088169808739185,-0.6156432093307695,-0.38558988602098965,-0.19574138345470116,1.0866882313918678,-0.4500582787647685,-0.571630707176737,-0.07526437421725957,-0.43752596168050784,0.072000953082525,0.0354355701400508,-0.20127442249083832,-0.33310092006328496,0.41429830924478706,-0.17442933067619076,-0.13437982160071932,-0.19285793431392617,-0.28943953317930177,2.144155450848319,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.36735136735937063,-0.49212771668387867
"Rockwell Collins, Inc. Common S",COL,-0.3714209121616137,-0.3771011984899822,-0.5802251714888402,0.6082663678933549,-0.4148059322348132,-0.4003739019533145,0.3359927949830745,-0.06295434367236755,-0.4175288193016391,0.06866567595101666,0.04198987874000323,-0.30758985520172627,0.3313072280703962,0.37106278605981546,-0.06296038663991216,-0.146095171061612,-0.23536865298982257,-0.3000873834218749,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,2.4866309202077743,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,1.3085820638488752,-0.021242964550677333
"Cooper Companies, Inc. (The) Co",COO,-0.546693847247324,1.0464672293095039,-0.2801339662338712,-0.38963975768876385,-1.4059400106878936,-0.49349922797004947,0.45155228597424424,-0.03991374880612456,-0.45599466005589623,-0.01158492665529908,0.030867415661296062,0.05930736702377539,0.1715806220474472,0.6025820392438572,-0.20793092587835096,-0.05320918605024831,-0.016398347357375498,0.5339942189130161,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,2.6146440745087465,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.5951064233953629,0.7753255161842247
Costco Wholesale Corporation,COST,-0.2510014893633366,0.02419421945447546,-1.2766708228294594,-0.2597477909510935,-0.6367016214407267,0.19224884232531791,0.29506547525703525,-0.021680946913665077,0.37242198983048974,0.027811613174475783,0.057084650061105816,0.03339449390289829,0.7657796761795658,0.39616728339302476,-0.05077798838458114,0.1900237837092388,0.583564248294897,-0.9425076813904507,-0.4663840952410183,3.592106040535507,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.5091611192308376,0.578458934428978
Campbell Soup Company Common St,CPB,-0.3453736640320002,-0.7972564533091141,0.15259008266045945,-0.30645217261410423,0.4136046408005972,-0.3771641339006266,-0.6221879844853737,-0.13979569704959913,-0.35702791083053925,-0.30288591565062317,0.07595311421248405,0.13631945723348463,0.46152083617872125,-0.6373011901574263,0.2994659614561849,-0.12573277795101273,-0.10863858599375417,-0.3888194687766506,-0.4663840952410183,3.592106040535507,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.0966236592411154,-0.31164501161367886
Salesforce.com Inc Common Stock,CRM,0.11143046067902888,-0.5953863475024157,-0.5548684890159611,-0.1437784097525969,-1.428129579608485,-0.5110334340749202,-0.9471990528980385,0.2104579136931303,0.17550745404876267,0.49619820222843547,0.04437326368544048,7.070555869103311,0.2449774646488259,0.8564164011685294,0.06800039460489606,1.162955662747187,2.454837959065955,1.360977254419525,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,2.535948438505521,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.44899940631566976,-0.15040686011004217
"Cisco Systems, Inc.",CSCO,2.5447569020658056,-0.5206455124805585,-0.7916256138707336,1.172196531059225,1.2198256449154161,1.6807686334377054,-0.5427408344289447,-0.1391583872467074,1.505126366743102,0.10034665637012191,0.02550479953406225,-0.3187299688798603,0.3437949822638755,0.07678228954275046,-0.25970611846350766,-0.2640854763463173,-0.48963087601357974,0.03354525751208149,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,2.535948438505521,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.913104048804107,-0.5419728441648416
CSRA Inc. Common Stock,CSRA,-0.4231666034332201,-0.9002870436429827,-0.0066619204293276646,-0.3140610994437345,-0.3556337484465697,-0.47378330366822613,-0.7257100284982967,-0.16829390853413062,-0.5195524565339569,1.1872812056551263,0.02590203035830179,-0.14436297217863187,-0.38154321860939705,-1.0250262045258816,0.51570353048831,-0.25181225310157257,-0.4270679315471662,-0.8324798955505289,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,2.535948438505521,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.8486450706807129,-0.5572297875329278
CSX Corporation,CSX,1.2369738775342698,-0.5262336122952768,0.3694772116755562,0.19491897876023032,-0.28166851871126514,0.1365453989988668,-0.5740381965723864,0.0483492404127858,-0.028539820415872972,0.2459555453593492,0.035634185552170565,-0.10222428130916827,-0.19685617836451458,1.806203216941616,-0.1872208488442883,-0.018621011451422115,-0.015596258325754689,0.24295297894935217,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,2.4866309202077743,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.741213440475056,-0.4668150606413723
Cintas Corporation,CTAS,-0.5209320850017225,-0.2422882904599033,-0.4674375140664477,-0.4049462917822085,-0.7920286038848664,-0.4348404075115561,0.15061611151807325,-0.1088334141753362,-0.4145993016283016,-0.0066123604290853856,0.04298295580060209,-0.11191133668145879,0.2469948200828688,0.3696680917635261,-0.05382358794841388,0.10634271613143363,0.4857093864371735,-0.2645945492799646,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,2.4866309202077743,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,2.1723323707023554,0.18888675547341705
"CenturyLink, Inc. Common Stock",CTL,0.6807446194149924,-0.10922166362192388,-0.29449223445731454,0.4380838834534293,4.932880177627702,0.41506261563112223,-0.7305250072895954,-0.26545194651975207,-0.4042823046048088,0.0100410213573018,7.698216785132931,-0.20345400994960366,0.24541818831765114,-0.31652150201086254,-0.35290146511678977,-0.323499034326559,-0.580266936586717,-0.8786205799350122,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,10.33198915988593,-0.24283339755490665,2.9845154950571207,-0.5997931920427587
Cognizant Technology Solutions,CTSH,0.19718935182455694,-0.34916069941639083,-0.20036732931385623,0.20013887167688232,-1.428129579608485,-0.17601281077733097,-0.3958839812943333,0.03645703040586788,-0.1301813466473207,0.30499631978924685,0.02371726082498431,-0.17705678406011216,-0.17600842846442735,0.12420189561659033,-0.21280388518048338,-0.20495085525800166,-0.4623598489384763,-0.21845386489548133,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,2.535948438505521,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,0.6854786086560658,-0.3324499343883417
"Citrix Systems, Inc.",CTXS,-0.247551148134441,-0.3826892983047005,-0.20087667183661667,-0.33889198495686745,-1.428129579608485,-0.42977294148671924,-0.1888398932684876,-0.07895111341610353,-0.4131982279584446,-0.3666348089163217,0.028285415303739042,-0.13612897511218497,0.39715165173575684,1.2664565242776151,-0.11108085974846958,-0.1483266661970202,-0.2273477626736156,0.1968122945648687,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,2.535948438505521,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,0.010807970964541367,-0.17242540337989368
CVS Health Corporation Common S,CVS,0.47107354201406754,0.24667044332794769,-0.2336597583811987,0.4052866804689338,0.47277682458884057,1.4301031384686755,0.17228351607891754,-0.07645623814104217,0.4786488480723787,0.17987737378444438,0.021135260467427287,-0.3405258434675139,-1.1159536295138237,-0.7474820395642894,-0.2773705959337377,-0.274685078239506,-0.5610167998278206,-0.9921976491891251,-0.4663840952410183,3.592106040535507,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,0.702667669488971,-0.12058647079969215
"Dominion Resources, Inc. Common",D,-0.19872787702938552,-0.15322794966283043,-0.8946400458700778,-0.1386744928894059,1.4565143800683904,0.30829768258875767,-0.18161742508153955,-0.06128882752599084,0.045207602752057145,-0.5412554214781291,0.09362988589114364,-0.1775411368287267,0.46350577777315227,0.15906925302382544,-0.21158564535495028,-0.054324933617952355,-0.0011586557565823805,0.32103721406155467,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,4.118049700201956,1.6523632805069768,-0.16609723936926704
"Delta Air Lines, Inc. Common St",DAL,0.7395214022163382,-0.3446203683169321,0.5204749511067914,0.5195933338549448,-0.0671693524788821,0.6193085744947763,0.29506547525703525,-0.010282395543195339,-0.16699137306447406,-7.660765988215925,-0.3796706411902702,-0.5282125413056418,0.12681184692333505,-1.174258494228848,-0.2639699578528735,-0.4060643543366601,-0.9323840214681979,-0.8679727296924392,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,2.4866309202077743,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-1.6866117862848358,-0.4083012153376332
E.I. du Pont de Nemours and Com,DD,-0.15465432429179424,-0.5705891545746032,-0.4278942786114092,-0.17312544646049152,0.021588923203483202,0.19534347806567628,-0.32125181002920283,-0.07983662097428022,0.27880479461731417,0.22804729002702517,0.06006388124290238,-0.06589782366307899,-0.04734510847074774,0.17859497317187722,0.004651923677174886,-0.05683536564528651,0.015685213907452075,-0.18296103075357104,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,4.311717649720227,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.9431849052616909,-0.1679176701120501
Deere & Company Common Stock,DE,-0.2538940568507668,-0.21679258505525106,-0.6473096735187338,-0.24181675273570852,0.21389852051527508,0.012759969384531042,0.10246632360508587,0.022892598270628884,-0.13909727000095645,-0.48128267875909725,0.02073802964318775,-0.15744049693122397,-0.3176109570043712,0.5272685472442291,-0.10681702035910372,-0.015273768748309978,0.017289391970693412,-0.6976071258112698,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,2.4866309202077743,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,0.9948817036483573,0.06535752649885666
Discover Financial Services Com,DFS,-0.2599305828076962,0.0011433077187624797,0.10851000132101181,-0.13858544851363144,-0.05977282950535165,-0.5891466821151765,0.379327604104763,-0.0495744316639135,-0.25933486494141594,1.0347944961807791,0.022326952940145913,-0.4536222149390051,-0.11951268516630058,-0.7656130654160518,-0.27127939680607216,-0.34860335459990055,-0.7703620370808195,0.0832352253107559,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,2.439592774055911,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.741213440475056,-0.23709403833780385
Dollar General Corporation Comm,DG,-0.14272739338626303,-0.2796587079708319,-0.9553893993996384,-0.2482807193220702,-0.311254610605387,-0.2100538039212733,0.056724025087747786,-0.06451597723806979,-0.3367760277844237,0.5330636006261876,0.04040095544304506,-0.34900201691826804,0.37092659098592795,-1.125444193858719,-0.20123060683791893,-0.21499258336733829,-0.41343241800961456,-0.8537755960356751,2.144155450848319,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.6638626667269832,-0.18456160833178023
Quest Diagnostics Incorporated,DGX,-0.4789224522269168,0.2141896131548976,-0.9989240320148853,-0.3371880104308078,-0.05977282950535165,-0.3709748624199098,0.07598394025294275,-0.11974495017400552,-0.4087402662816267,-0.6958695119203427,0.04139403250364392,-0.2051492446397545,0.13962717546092504,0.4910064955407047,-0.23960516134221155,-0.15083709822435434,-0.19686837947202965,-0.5236922385159095,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,2.6146440745087465,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,1.6136878936329404,-0.02497051321447102
"D.R. Horton, Inc. Common Stock",DHI,0.05251227045026927,-0.312488794382302,0.505028318615303,0.044294108816866455,-0.5479433457583615,-0.3539543658479386,-0.4103289176682294,-0.07271535137296598,-0.4157456346309119,-0.3434273091783533,0.024511722473463397,-0.3930781188621897,-0.060301409044047044,1.5314484405726025,-0.3041718720954658,-0.29811577716129145,-0.6251839223574754,-0.8005363448228098,2.144155450848319,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.5091611192308376,-0.5547158593643225
Danaher Corporation Common Stoc,DHR,-0.2649442617063328,0.1949805200418033,-1.2520663066094904,-0.21934287427560226,-0.9473555863290058,0.04834828039865257,-0.13106014777290284,-0.07783627666821151,0.18544234007138538,-0.09687830505469365,0.04397603286120094,-0.15259696924507876,0.10411961301334557,0.45892852672604817,-0.256660518899675,-0.03591509875083521,0.06862308999441702,0.10453092579590208,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,2.6146440745087465,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.36305410215114425,-0.10949051198653864
Walt Disney Company (The) Commo,DIS,0.3435114729377579,-0.022256860255370325,0.12955570369507113,0.30412135134145984,-0.40740940926128294,2.007252704045516,0.32395534800482767,-0.02100114979058067,1.721019082234711,-0.2190721399478207,0.03801757049760781,-0.22742947199602265,0.21430382551063779,0.9010466186497905,-0.159201332857027,-0.11178593335471186,-0.1848370439977192,-0.0019475766298288012,2.144155450848319,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.35445957173469167,0.08910981333326333
"Discovery Communications, Inc.",DISCA,-0.17658975867094334,-0.6572047017027367,-0.19558572583204123,-0.17975136705456282,-1.428129579608485,-0.2116011217914525,-0.5379258556376459,-0.03161235800872794,-0.3654343528496815,-0.5953931467111191,0.021929722115906373,-0.37249312619607244,0.2766678160363757,0.04888840361696228,-0.21889508430814889,-0.27580082580721005,-0.5979128952823722,-0.24684813220900956,2.144155450848319,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,2.30554759215737,-0.5755207821389855
"Discovery Communications, Inc.",DISCK,-0.40046756894603674,-0.6572047017027367,-0.45146460121952287,-0.3218049272895244,-1.428129579608485,-0.2116011217914525,-0.5379258556376459,-0.03161235800872794,-0.36989231453923643,-0.4989370784946323,0.017361567637151642,-0.3797584177252903,0.27171585731322734,0.12001781272772208,-0.22315892369751472,-0.28361105878113857,-0.6171630320412687,-0.2645945492799646,2.144155450848319,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.7498079708915086,-0.5815888846149289
DISH Network Corporation,DISH,-0.01696748341265982,-0.6173894905228688,0.6733095871539991,0.23955969029204352,-1.428129579608485,-0.09864691726837113,-0.27550951151186487,-0.2802587776069365,-0.2347523905521059,1.489897322335774,-0.6058935955946892,-0.26593551710087726,-1.7319785483017995,-0.7907175627492611,-0.05626006759948008,-0.0626930403757329,0.22102000600234736,-0.5165936716875275,2.144155450848319,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.2513252067372613,-0.29838187334483135
Delphi Automotive plc Ordinary,DLPH,-0.29726528603220315,-0.6547599080337975,-0.013960522214256619,-0.2995615451699787,-0.26687547276420426,-0.12804595680177588,0.09524385541813771,-0.06636745764628804,-0.3235295130875934,0.5898228754533114,0.016964336812912102,-0.33422925747552507,-0.277390101612766,0.1632533359126937,0.0954107906793908,-0.32935670905700537,-0.7110074487408888,-0.7295506765389892,2.144155450848319,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.2341361459043562,-0.19661112610543913
"Digital Realty Trust, Inc. Comm",DLR,-0.4290868610609426,-0.06870793996521622,-0.22504294913214862,-0.27426869646481705,1.0792917084183375,-0.4096578091743897,-0.48014611014206104,0.13258810776367394,-0.35155098648473443,-0.6596362702525306,0.03682587802488919,0.5063649724549805,0.38658658715545324,1.2887716330182457,-0.1518918939038284,1.3177656377661267,2.995445966378297,1.7513984299805379,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,3.656045222185654,-0.09678678369916528,-0.24283339755490665,3.4099447506715217,0.04975383441785946
"Dollar Tree, Inc.",DLTR,-0.15962086738129286,-0.16859522415330577,0.3030473940950122,-0.18327201668582985,-1.428129579608485,-0.22552698262306525,-0.09976278562946107,-0.021664752195205944,-0.3456919511380595,0.6682323903834511,0.023121414588625,-0.23057776499201701,0.3709862585354126,-0.6177754700093745,-0.21036740552941718,-0.16283138457717308,-0.31236920002540824,-0.846677029207293,2.144155450848319,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-1.02483294421799,-0.1343697321379063
Dover Corporation Common Stock,DOV,-0.42967920106244245,-0.11166645729086315,0.21734420794849085,-0.30808639166867846,0.228691566462336,-0.4158470806551065,-0.22735972359887752,0.06467037758987729,-0.42007622597410643,-0.14509492555553005,0.0340452622552124,-0.12959021273588892,-0.2110319093952965,0.417087697837366,-0.21645860465708266,-0.02643124442535063,-0.041263107337616636,-0.5094951048591454,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,2.4866309202077743,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.9345903748452383,-0.16020251124977933
Dow Chemical Company (The) Comm,DOW,0.3384318039063283,-0.2160940725784113,-0.2865314283537295,0.09042904320482921,0.7982238354241802,0.7554725470705455,-0.1623575099163446,-0.1156836247021439,0.3712756568278794,0.47972666596656377,0.040798186267284604,-0.3034728566685029,0.2765877682900228,0.3013280712453451,-0.24021428125497812,-0.22866049107171313,-0.41102615091475253,-0.6053257570423031,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,4.311717649720227,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.2556224719454875,-0.30861096037570723
"Dr Pepper Snapple Group, Inc Dr",DPS,-0.43328666165513113,-0.5587144424683269,0.24061634802166595,-0.32936860404808677,0.32484636511823173,-0.33383923353560907,0.08320640843989091,-0.08031344877970438,-0.34823935781052684,-0.440215410388557,0.04675664863087774,-0.19909483503207295,0.5596058933932745,0.8020233236132426,0.0972381504176904,-0.04623576375209788,0.04456041904579669,-0.16876389709680695,-0.4663840952410183,3.592106040535507,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,0.34599465720619044,-0.02705100549193738
"Darden Restaurants, Inc. Common",DRI,-0.36058438964080636,-0.41132830985513186,-0.5612362119202834,-0.34676282841769257,0.5541385772976757,-0.4435750168887177,-0.06846542348601922,-0.08220402777622238,-0.4477155883703773,-0.441122621633554,0.03344941601885308,-0.21483630001204504,0.43852923140227984,1.4352145341286335,-0.09828934158037204,-0.06743496753847514,-0.00998163510440987,-0.6408185911842134,2.144155450848319,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,2.198115961951713,-0.1823944288760862
DTE Energy Company Common Stock,DTE,-0.46068513631336494,0.7883668691172026,-0.9951238739622131,-0.36697990507598427,0.9609473408418503,-0.24254747919503644,0.15302360091372258,-0.11517138545344102,-0.34008765645863126,-0.6007333508879987,0.07496003715188519,-0.20296965718098917,0.47878803836754613,0.5928191791698313,-0.2889438742763021,-0.10062845767767123,-0.06452368925461643,-0.5343400887584826,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,4.118049700201956,0.0752669490879354,0.028775537286741242
Duke Energy Corporation (Holdin,DUK,-0.1354904754899547,1.081742109389913,-0.9584903282777602,-0.17304246777788973,1.6340309314331212,0.9628131416745578,-0.2586570857423192,-0.14020125783325763,0.15958616234584166,-0.6465985899641117,0.13772250738173275,-0.0833345233332019,0.4812811877148346,0.3850097290227096,-0.3297549084316609,-0.14665304484546401,-0.16558690723882288,-0.2397495653806275,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,4.118049700201956,-0.34586504131823914,-0.13619016288068922
DaVita Inc. Common Stock,DVA,-0.42310218449406495,-0.13122480664237715,-0.7455769280257759,-0.36915348556747013,-1.428129579608485,-0.2038645324405565,0.023019173548656718,-0.06459314030837489,-0.4109055619532239,-0.6990869821865087,0.0264978765946611,-0.34415848923212283,-0.31771828525316637,0.2804076568010039,-0.24143252108051122,-0.1179225449770843,-0.15997228401747807,-0.839578462378911,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,2.6146440745087465,-0.4021505531333327,-0.3943297840035397,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.41032401944163316,-0.25625190472613923
Electronic Arts Inc.,EA,-0.17476874524458177,-0.5618577486141059,-0.8615157042765498,-0.2778940399602439,-1.428129579608485,-0.3972792662129561,-0.01790814617738251,-0.08106668351628135,-0.22851124420456084,-0.041532374268515644,0.0264978765946611,-0.20200095164376014,0.40533892881251177,0.5788722362069372,0.05459975652403193,0.0025781923349551426,0.17369675313672694,0.9492603783733663,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,2.535948438505521,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,0.32450833116505917,-0.09362675837085828
eBay Inc.,EBAY,0.8034375594073551,-0.6271686651986259,0.2488148018169766,0.4612945010062851,-1.428129579608485,-0.12340400319123829,0.5189619890524263,-0.06641946093755728,-0.10776416792960793,-0.4160100391702583,0.04477049450968002,-0.5969906344489042,-0.6007656892152574,0.8229437380575835,-0.1994032470996193,-0.1748256709299918,-0.3075566658356841,0.32103721406155467,-0.4663840952410183,-0.27838821814150194,-0.1375228328345054,-0.40990447694164367,-0.3824612343031416,-0.4021505531333327,2.535948438505521,-0.23192613274778737,-0.2735195926822184,-0.09678678369916528,-0.24283339755490665,-0.6595654015187569,-0.5446601466899023
