AfterHoursChangeRealtime,AnnualizedGain,Ask,AskRealtime,AverageDailyVolume,Bid,BidRealtime,BookValue,Change,ChangeFromFiftydayMovingAverage,ChangeFromTwoHundreddayMovingAverage,ChangeFromYearHigh,ChangeFromYearLow,ChangePercentRealtime,ChangeRealtime,Change_PercentChange,ChangeinPercent,Commission,Currency,DaysHigh,DaysLow,DaysRange,DaysRangeRealtime,DaysValueChange,DaysValueChangeRealtime,DividendPayDate,DividendShare,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,ErrorIndicationreturnedforsymbolchangedinvalid,ExDividendDate,FiftydayMovingAverage,HighLimit,HoldingsGain,HoldingsGainPercent,HoldingsGainPercentRealtime,HoldingsGainRealtime,HoldingsValue,HoldingsValueRealtime,LastTradeDate,LastTradeDateTimeUTC,LastTradePriceOnly,LastTradeRealtimeWithTime,LastTradeTime,LastTradeWithTime,LowLimit,MarketCapRealtime,MarketCapitalization,MoreInfo,Name,Notes,OneyrTargetPrice,Open,OrderBookRealtime,PEGRatio,PERatio,PERatioRealtime,PercebtChangeFromYearHigh,PercentChange,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearLow,PreviousClose,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PricePaid,PriceSales,SharesOwned,ShortRatio,StockExchange,Symbol,TickerTrend,TradeDate,TwoHundreddayMovingAverage,Volume,YearHigh,YearLow,YearRange,symbol
,,,,1309030,,,1.87,+0.36,-1.54,1.52,-3.19,8.40,,,+0.36 - +1.20%,+1.20%,,USD,30.45,29.87,29.87 - 30.45,,,,1/24/2017,0.40,1.29,745.57M,2.01,0.48,2.06,1.18,,12/29/2016,31.89,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,30.35,,4:00pm,4:00pm - <b>30.35</b>,,,4.95B,,CSRA Inc. Common Stock,,35.83,30.03,,1.54,25.61,,-9.51%,+1.20%,-4.84%,+5.27%,+38.27%,29.99,16.08,15.10,14.73,,0.97,,3.04,NYQ,CSRA,,,28.83,2620200,33.54,21.95,21.95 - 33.54,CSRA
,,47.25,,11787800,46.40,,12.51,-0.66,4.62,13.12,-1.79,24.08,,,-0.66 - -1.37%,-1.37%,,USD,47.85,46.76,46.76 - 47.85,,,,3/15/2017,0.72,1.51,4.69B,2.01,0.53,2.27,1.81,,11/28/2016,42.72,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,47.34,,4:00pm,4:00pm - <b>47.34</b>,,,44.26B,,CSX Corporation,,45.96,47.10,,2.45,26.18,,-3.64%,-1.37%,+10.81%,+38.35%,+103.53%,48.00,3.84,23.55,20.85,,4.05,,1.28,NMS,CSX,,,34.22,12545227,49.13,23.26,23.26 - 49.13,CSX
,,120.00,,659856,114.11,,19.29,+1.39,2.83,5.19,-3.80,38.19,,,+1.39 - +1.19%,+1.19%,,USD,118.60,116.46,116.46 - 118.60,,,,12/2/2016,1.05,0.90,983.28M,4.62,1.15,4.91,4.80,,11/2/2016,115.58,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,118.41,,4:00pm,4:00pm - <b>118.41</b>,,,12.44B,,Cintas Corporation,,125.20,116.74,,2.45,24.68,,-3.11%,+1.19%,+2.44%,+4.59%,+47.61%,117.02,6.07,25.63,24.12,,2.42,,8.21,NMS,CTAS,,,113.22,507677,122.21,80.22,80.22 - 122.21,CTAS
,,,,7662990,,,24.82,-0.14,-0.75,-2.01,-9.05,1.54,,,-0.14 - -0.57%,-0.57%,,USD,24.52,24.29,24.29 - 24.52,,,,12/12/2016,2.16,8.82,6.49B,2.15,0.55,2.10,1.16,,11/23/2016,25.15,,,,,,,,2/15/2017,2017-02-15 21:01:00 UTC+0000,24.40,,4:01pm,4:01pm - <b>24.40</b>,,,13.18B,,"CenturyLink, Inc. Common Stock",,27.75,24.48,,-4.39,21.03,,-27.06%,-0.57%,-2.99%,-7.62%,+6.74%,24.54,0.99,11.35,11.62,,0.76,,10.64,NYQ,CTL,,,26.41,5599374,33.45,22.86,22.86 - 33.45,CTL
,,58.40,,6414840,58.00,,17.67,+0.77,2.13,3.15,-5.10,12.69,,,+0.77 - +1.34%,+1.34%,,USD,58.40,57.07,57.07 - 58.40,,,,,,,2.66B,3.65,0.90,4.27,2.55,,,56.00,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,58.13,,4:00pm,4:00pm - <b>58.13</b>,,,35.28B,,Cognizant Technology Solutions,,65.17,57.07,,1.25,22.80,,-8.07%,+1.34%,+3.80%,+5.72%,+27.93%,57.36,3.25,15.93,13.61,,2.58,,1.34,NMS,CTSH,,,54.98,5636172,63.23,45.44,45.44 - 63.23,CTSH
,,81.00,,1682330,78.15,,16.49,+1.23,-6.95,-6.33,-0.38,14.29,,,+1.23 - +1.56%,+1.56%,,USD,80.54,78.14,78.14 - 80.54,,,,,,,1.06B,4.65,1.10,5.08,3.41,,,87.11,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,80.16,,4:00pm,4:00pm - <b>80.16</b>,,,12.68B,,"Citrix Systems, Inc.",,84.70,78.72,,1.42,23.51,,-0.47%,+1.56%,-7.98%,-7.32%,+21.69%,78.93,4.79,17.24,15.78,,3.65,,3.98,NMS,CTXS,,,86.49,2649415,80.54,65.87,65.87 - 80.54,CTXS
,,,,7829880,,,34.71,+0.74,-0.35,-5.41,-27.26,10.11,,,+0.74 - +0.94%,+0.94%,,USD,79.52,78.83,78.83 - 79.52,,,,2/2/2017,2.00,2.55,13.05B,5.86,1.32,6.37,4.91,,1/20/2017,79.76,,,,,,,,2/15/2017,2017-02-15 21:01:00 UTC+0000,79.41,,4:01pm,4:01pm - <b>79.41</b>,,,84.25B,,CVS Health Corporation Common S,,86.34,78.88,,1.29,16.18,,-25.56%,+0.94%,-0.44%,-6.37%,+14.59%,78.67,2.27,13.55,12.47,,0.47,,5.96,NYQ,CVS,,,84.82,5615677,106.67,69.30,69.30 - 106.67,CVS
,,,,6493490,,,77.76,+0.05,-2.46,4.97,-6.43,29.67,,,+0.05 - +0.04%,+0.04%,,USD,113.24,112.21,112.21 - 113.24,,,,3/10/2017,4.32,3.79,13.98B,4.58,1.12,6.04,-0.27,,2/14/2017,115.03,,,,,,,,2/15/2017,2017-02-15 21:03:00 UTC+0000,112.57,,4:03pm,4:03pm - <b>112.57</b>,,,212.51B,,Chevron Corporation Common Stoc,,126.25,112.21,,0.94,,,-5.40%,+0.04%,-2.14%,+4.62%,+35.79%,112.52,1.45,24.58,18.64,,2.06,,3.95,NYQ,CVX,,,107.60,7045493,119.00,82.90,82.90 - 119.00,CVX
,,,,1401360,,,51.03,-1.44,5.02,8.40,-4.73,55.27,,,-1.44 - -1.00%,-1.00%,,USD,144.25,142.25,142.25 - 144.25,,,,,,,943.75M,0.45,0.06,0.25,-10.26,,,137.80,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,142.82,,4:00pm,4:00pm - <b>142.82</b>,,,20.13B,,Concho Resources Inc. Common St,,162.23,143.35,,16.96,,,-3.21%,-1.00%,+3.64%,+6.25%,+63.13%,144.26,2.83,317.38,571.28,,13.56,,5.10,NYQ,CXO,,,134.42,1227847,147.55,87.55,87.55 - 147.55,CXO
,,,,2660470,,,23.29,-0.74,-2.57,-2.12,-6.59,4.80,,,-0.74 - -1.01%,-1.01%,,USD,72.80,71.96,71.96 - 72.80,,,,3/20/2017,3.02,4.12,5.48B,3.68,0.75,4.07,3.44,,11/30/2016,74.95,,,,,,,,2/15/2017,2017-02-15 21:01:00 UTC+0000,72.38,,4:01pm,4:01pm - <b>72.38</b>,,,45.39B,,"Dominion Resources, Inc. Common",,77.06,72.55,,4.41,21.04,,-8.34%,-1.01%,-3.43%,-2.84%,+7.10%,73.12,3.14,19.67,17.78,,3.91,,8.37,NYQ,D,,,74.50,3184321,78.97,67.58,67.58 - 78.97,D
,,,,7666680,,,16.75,+1.31,1.69,7.34,-1.59,18.57,,,+1.31 - +2.63%,+2.63%,,USD,51.96,50.53,50.53 - 51.96,,,,12/2/2016,0.81,1.64,8.86B,5.31,1.61,5.80,5.79,,11/8/2016,49.48,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,51.17,,4:00pm,4:00pm - <b>51.17</b>,,,37.46B,,"Delta Air Lines, Inc. Common St",,0.40,50.95,,-21.41,8.84,,-3.01%,+2.63%,+3.41%,+16.75%,+56.96%,49.86,2.98,9.78,8.82,,0.92,,1.85,NYQ,DAL,,,43.83,12601395,52.76,32.60,32.60 - 52.76,DAL
,,,,2550710,,,11.31,-0.11,2.87,6.79,-0.42,20.18,,,-0.11 - -0.14%,-0.14%,,USD,78.09,77.53,77.53 - 78.09,,,,3/14/2017,1.52,1.97,5.07B,3.69,1.32,4.03,2.86,,2/13/2017,75.07,,,,,,,,2/15/2017,2017-02-15 21:01:00 UTC+0000,77.94,,4:01pm,4:01pm - <b>77.94</b>,,,67.38B,,E.I. du Pont de Nemours and Com,,82.44,78.03,,3.11,27.30,,-0.54%,-0.14%,+3.82%,+9.54%,+34.94%,78.05,6.90,21.12,19.34,,2.74,,2.55,NYQ,DD,,,71.15,1674299,78.36,57.76,57.76 - 78.36,DD
,,,,2954480,,,20.71,-0.93,2.54,16.03,-3.06,34.21,,,-0.93 - -0.85%,-0.85%,,USD,109.67,108.31,108.31 - 109.67,,,,2/1/2017,2.40,2.18,3.81B,4.52,1.51,5.26,4.81,,12/28/2016,106.58,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,109.12,,4:00pm,4:00pm - <b>109.12</b>,,,34.58B,,Deere & Company Common Stock,,102.63,109.08,,1.32,22.69,,-2.73%,-0.85%,+2.38%,+17.23%,+45.67%,110.05,5.31,24.14,20.75,,1.31,,8.26,NYQ,DE,,,93.09,5231855,112.18,74.91,74.91 - 112.18,DE
,,,,2554350,,,29.11,+0.07,0.47,7.71,-3.41,25.65,,,+0.07 - +0.10%,+0.10%,,USD,71.40,70.64,70.64 - 71.40,,,,2/23/2017,1.20,1.74,0.00,6.07,1.49,6.78,5.77,,2/7/2017,70.45,,,,,,,,2/15/2017,2017-02-15 21:01:00 UTC+0000,70.92,,4:01pm,4:01pm - <b>70.92</b>,,,27.59B,,Discover Financial Services Com,,80.04,71.14,,1.36,12.29,,-4.59%,+0.10%,+0.67%,+12.20%,+56.66%,70.85,2.43,11.68,10.46,,3.17,,1.71,NYQ,DFS,,,63.21,1869438,74.33,45.27,45.27 - 74.33,DFS
,,,,3055940,,,19.41,+0.24,3.81,1.86,-19.50,10.88,,,+0.24 - +0.31%,+0.31%,,USD,77.45,76.62,76.62 - 77.45,,,,1/4/2017,1.00,1.30,2.37B,4.39,1.05,4.69,4.26,,12/19/2016,73.57,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,77.38,,4:02pm,4:02pm - <b>77.38</b>,,,21.38B,,Dollar General Corporation Comm,,79.98,77.01,,1.77,18.15,,-20.13%,+0.31%,+5.17%,+2.46%,+16.36%,77.14,3.97,17.63,16.50,,1.00,,2.70,NYQ,DG,,,75.52,1654287,96.88,66.50,66.50 - 96.88,DG
,,,,997848,,,33.78,+0.78,2.87,8.42,-0.12,32.34,,,+0.78 - +0.82%,+0.82%,,USD,95.51,94.26,94.26 - 95.51,,,,1/25/2017,1.80,1.92,1.48B,5.47,1.44,5.78,4.51,,1/6/2017,92.52,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,95.39,,4:02pm,4:02pm - <b>95.39</b>,,,13.07B,,Quest Diagnostics Incorporated,,92.69,94.26,,2.08,21.15,,-0.13%,+0.82%,+3.10%,+9.68%,+51.29%,94.61,2.80,17.44,16.50,,1.72,,4.26,NYQ,DGX,,,86.97,1077407,95.51,63.05,63.05 - 95.51,DGX
,,,,4577850,,,18.70,+0.65,1.61,1.10,-3.80,6.50,,,+0.65 - +2.16%,+2.16%,,USD,30.92,29.99,29.99 - 30.92,,,,2/15/2017,0.40,1.30,1.52B,2.73,0.74,2.99,2.49,,2/1/2017,29.15,,,,,,,,2/15/2017,2017-02-15 21:01:00 UTC+0000,30.76,,4:01pm,4:01pm - <b>30.76</b>,,,11.49B,,"D.R. Horton, Inc. Common Stock",,34.53,30.11,,1.21,12.36,,-11.00%,+2.16%,+5.53%,+3.69%,+26.79%,30.11,1.61,11.27,10.29,,0.89,,2.08,NYQ,DHI,,,29.66,4986699,34.56,24.26,24.26 - 34.56,DHI
,,,,2994310,,,33.23,+0.51,3.33,5.15,-0.13,19.39,,,+0.51 - +0.61%,+0.61%,,USD,84.69,83.64,83.64 - 84.69,,,,1/27/2017,0.50,0.59,3.88B,3.94,0.98,4.28,3.65,,12/28/2016,81.28,,,,,,,,2/15/2017,2017-02-15 21:03:00 UTC+0000,84.61,,4:03pm,4:03pm - <b>84.61</b>,,,58.57B,,Danaher Corporation Common Stoc,,90.44,83.75,,2.25,23.17,,-0.15%,+0.61%,+4.10%,+6.48%,+29.72%,84.10,2.53,21.47,19.77,,3.45,,2.09,NYQ,DHR,,,79.46,2080945,84.74,65.22,65.22 - 84.74,DHR
,,,,7949020,,,27.01,-0.15,1.90,11.15,-1.81,20.57,,,-0.15 - -0.14%,-0.14%,,USD,110.68,109.80,109.80 - 110.68,,,,1/11/2017,1.56,1.43,16.78B,5.93,1.69,6.72,5.54,,12/8/2016,108.28,,,,,,,,2/15/2017,2017-02-15 21:03:00 UTC+0000,110.18,,4:03pm,4:03pm - <b>110.18</b>,,,174.22B,,Walt Disney Company (The) Commo,,116.29,109.91,,1.96,19.89,,-1.62%,-0.14%,+1.76%,+11.26%,+22.96%,110.33,4.09,18.58,16.40,,3.16,,2.16,NYQ,DIS,,,99.03,7072731,111.99,89.61,89.61 - 111.99,DIS
,,29.40,,2756430,26.80,,8.74,-0.04,0.66,1.63,-1.26,4.83,,,-0.04 - -0.14%,-0.14%,,USD,28.92,28.35,28.35 - 28.92,,,,,,,2.44B,2.22,0.68,2.49,1.77,,,27.83,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,28.49,,4:00pm,4:00pm - <b>28.49</b>,,,13.02B,,"Discovery Communications, Inc.",,28.35,28.47,,1.03,16.11,,-4.24%,-0.14%,+2.38%,+6.08%,+20.41%,28.53,3.26,12.83,11.44,,2.01,,7.79,NMS,DISCA,,,26.86,3837237,29.75,23.66,23.66 - 29.75,DISCA
,,29.98,,1372950,26.60,,8.74,+0.00,0.71,1.80,-1.02,5.46,,,+0.00 - +0.00%,+0.00%,,USD,28.25,27.68,27.68 - 28.25,,,,,,,2.44B,1.91,0.51,2.22,1.77,,,27.18,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,27.89,,4:00pm,4:00pm - <b>27.89</b>,,,12.75B,,"Discovery Communications, Inc.",,28.33,27.85,,1.07,15.77,,-3.53%,+0.00%,+2.62%,+6.90%,+24.34%,27.89,3.19,14.60,12.56,,1.97,,2.24,NMS,DISCK,,,26.09,1345788,28.91,22.43,22.43 - 28.91,DISCK
,,,,2210020,,,8.90,+0.29,5.00,7.83,-1.75,18.21,,,+0.29 - +0.38%,+0.38%,,USD,76.46,75.22,75.22 - 76.46,,,,2/15/2017,1.16,1.56,2.98B,6.53,1.69,7.16,4.59,,2/2/2017,71.25,,,,,,,,2/15/2017,2017-02-15 21:01:00 UTC+0000,76.25,,4:01pm,4:01pm - <b>76.25</b>,,,20.55B,,Delphi Automotive plc Ordinary,,83.85,75.26,,0.96,16.61,,-2.24%,+0.38%,+7.01%,+11.45%,+31.37%,75.96,8.53,11.68,10.65,,1.23,,2.76,NYQ,DLPH,,,68.42,1320792,78.00,58.04,58.04 - 78.00,DLPH
,,,,1344320,,,26.09,-0.87,0.02,6.75,-8.78,27.50,,,-0.87 - -0.83%,-0.83%,,USD,104.86,103.44,103.44 - 104.86,,,,1/13/2017,3.52,3.28,1.02B,2.01,0.34,1.48,1.45,,12/13/2016,104.41,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,104.43,,4:02pm,4:02pm - <b>104.43</b>,,,16.60B,,"Digital Realty Trust, Inc. Comm",,107.38,104.86,,1.52,71.97,,-7.76%,-0.83%,+0.02%,+6.91%,+35.75%,105.30,4.04,51.96,70.56,,8.04,,13.19,NYQ,DLR,,,97.68,2562282,113.21,76.93,76.93 - 113.21,DLR
,,80.55,,2919920,77.00,,21.39,-1.06,1.57,-3.28,-21.19,6.19,,,-1.06 - -1.33%,-1.33%,,USD,79.99,78.35,78.35 - 79.99,,,,,,,2.27B,3.79,1.10,4.51,3.40,,,77.17,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,78.74,,4:00pm,4:00pm - <b>78.74</b>,,,18.59B,,"Dollar Tree, Inc.",,91.80,79.40,,0.92,23.15,,-21.20%,-1.33%,+2.04%,-4.00%,+8.53%,79.80,3.73,20.78,17.46,,0.92,,2.77,NMS,DLTR,,,82.02,2109866,99.93,72.55,72.55 - 99.93,DLTR
,,,,293452,,,-29.02,+0.73,-13.93,-20.51,-35.19,15.14,,,+0.73 - +0.69%,+0.69%,,USD,107.38,105.53,105.53 - 107.38,,,,3/10/2017,2.01,1.96,430.93M,7.13,1.22,7.33,2.65,,11/21/2016,120.31,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,106.38,,4:02pm,4:02pm - <b>106.38</b>,,,3.91B,,Dun & Bradstreet Corporation (T,,110.00,106.08,,2.60,40.16,,-24.85%,+0.69%,-11.58%,-16.16%,+16.59%,105.65,,15.00,14.51,,2.28,,4.16,NYQ,DNB,,,126.89,432435,141.57,91.24,91.24 - 141.57,DNB
,,,,1213750,,,24.45,+0.40,2.02,7.00,-2.17,22.76,,,+0.40 - +0.50%,+0.50%,,USD,80.20,79.32,79.32 - 80.20,,,,12/15/2016,1.76,2.22,1.08B,3.58,0.92,4.26,3.25,,11/28/2016,78.13,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,80.15,,4:00pm,4:00pm - <b>80.15</b>,,,12.45B,,Dover Corporation Common Stock,,82.67,79.51,,1.85,24.66,,-2.64%,+0.50%,+2.58%,+9.56%,+39.66%,79.75,3.26,22.39,18.81,,1.82,,1.86,NYQ,DOV,,,73.15,734440,82.32,57.39,57.39 - 82.32,DOV
,,,,6367230,,,21.46,-0.62,2.12,5.79,-0.75,14.92,,,-0.62 - -1.00%,-1.00%,,USD,61.54,61.06,61.06 - 61.54,,,,4/28/2017,1.84,3.01,8.69B,4.08,1.05,4.34,3.52,,12/23/2016,58.98,,,,,,,,2/15/2017,2017-02-15 21:01:00 UTC+0000,61.10,,4:01pm,4:01pm - <b>61.10</b>,,,74.13B,,Dow Chemical Company (The) Comm,,66.78,61.48,,2.16,17.36,,-1.21%,-1.00%,+3.59%,+10.47%,+32.31%,61.72,2.88,14.98,14.08,,1.55,,2.09,NYQ,DOW,,,55.31,7743826,61.85,46.18,46.18 - 61.85,DOW
,,,,1369050,,,11.58,-0.25,1.68,2.48,-5.98,11.77,,,-0.25 - -0.27%,-0.27%,,USD,93.12,91.64,91.64 - 93.12,,,,4/5/2017,2.32,2.48,1.65B,4.71,1.32,5.13,4.61,,12/9/2016,91.14,,,,,,,,2/15/2017,2017-02-15 21:03:00 UTC+0000,92.82,,4:03pm,4:03pm - <b>92.82</b>,,,17.05B,,"Dr Pepper Snapple Group, Inc Dr",,95.24,92.50,,2.05,20.15,,-6.05%,-0.27%,+1.85%,+2.75%,+14.52%,93.07,8.03,19.71,18.09,,2.67,,5.78,NYQ,DPS,,,90.34,1940080,98.80,81.05,81.05 - 98.80,DPS
,,,,1639250,,,14.93,-0.50,2.51,7.86,-3.69,16.34,,,-0.50 - -0.66%,-0.66%,,USD,76.30,75.27,75.27 - 76.30,,,,2/1/2017,2.24,2.94,930.20M,3.94,1.15,4.32,3.41,,1/6/2017,73.23,,,,,,,,2/15/2017,2017-02-15 21:04:00 UTC+0000,75.74,,4:04pm,4:04pm - <b>75.74</b>,,,9.40B,,"Darden Restaurants, Inc. Common",,76.78,76.06,,1.50,22.19,,-4.65%,-0.66%,+3.42%,+11.58%,+27.51%,76.24,5.11,19.22,17.53,,1.35,,8.27,NYQ,DRI,,,67.88,1395078,79.43,59.40,59.40 - 79.43,DRI
,,,,1003790,,,50.88,-0.25,-0.28,2.64,-2.49,16.21,,,-0.25 - -0.25%,-0.25%,,USD,98.10,97.15,97.15 - 98.10,,,,4/15/2017,3.30,3.39,2.45B,5.33,1.06,5.69,4.83,,12/15/2016,98.24,,,,,,,,2/15/2017,2017-02-15 21:01:00 UTC+0000,97.96,,4:01pm,4:01pm - <b>97.96</b>,,,17.58B,,DTE Energy Company Common Stock,,102.35,97.47,,3.65,20.28,,-2.48%,-0.25%,-0.29%,+2.77%,+19.83%,98.21,1.93,18.38,17.22,,1.66,,3.89,NYQ,DTE,,,95.32,1022280,100.45,81.75,81.75 - 100.45,DTE
,,,,3171510,,,58.77,-0.40,-0.74,-1.61,-10.97,4.44,,,-0.40 - -0.52%,-0.52%,,USD,77.17,76.28,76.28 - 77.17,,,,3/16/2017,3.42,4.38,9.61B,4.68,1.08,4.60,4.13,,11/16/2016,77.52,,,,,,,,2/15/2017,2017-02-15 21:01:00 UTC+0000,76.78,,4:01pm,4:01pm - <b>76.78</b>,,,52.90B,,Duke Energy Corporation (Holdin,,79.78,76.79,,9.22,18.57,,-12.50%,-0.52%,-0.95%,-2.05%,+6.14%,77.18,1.31,16.41,16.69,,2.32,,3.07,NYQ,DUK,,,78.39,3801220,87.75,72.34,72.34 - 87.75,DUK
,,,,1597990,,,24.46,+0.12,0.53,0.56,-13.92,10.35,,,+0.12 - +0.19%,+0.19%,,USD,65.03,64.22,64.22 - 65.03,,,,,,,2.49B,3.76,0.77,3.49,3.43,,,64.32,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,64.85,,4:02pm,4:02pm - <b>64.85</b>,,,12.80B,,DaVita Inc. Common Stock,,65.20,64.45,,1.28,18.90,,-17.67%,+0.19%,+0.82%,+0.87%,+18.99%,64.73,2.65,17.25,18.58,,0.88,,4.65,NYQ,DVA,,,64.29,1326163,78.77,54.50,54.50 - 78.77,DVA
,,,,4426930,,,11.15,-1.71,-1.99,0.32,-6.46,26.16,,,-1.71 - -3.72%,-3.72%,,USD,47.25,43.82,43.82 - 47.25,,,,3/31/2017,0.24,0.53,2.37B,1.71,0.40,2.60,-17.04,,12/13/2016,46.22,,,,,,,,2/15/2017,2017-02-15 21:01:00 UTC+0000,44.23,,4:01pm,4:01pm - <b>44.23</b>,,,23.16B,,Devon Energy Corporation Common,,53.11,46.30,,11.79,,,-12.74%,-3.72%,-4.31%,+0.74%,+144.77%,45.94,4.12,25.87,17.01,,2.32,,3.09,NYQ,DVN,,,43.91,9506757,50.69,18.07,18.07 - 50.69,DVN
,,89.98,,2894340,87.80,,11.56,+1.89,6.67,7.01,-0.09,30.63,,,+1.89 - +2.20%,+2.20%,,USD,88.04,85.70,85.70 - 88.04,,,,,,,1.24B,3.83,0.20,4.18,4.12,,,81.28,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,87.95,,4:00pm,4:00pm - <b>87.95</b>,,,27.11B,,Electronic Arts Inc.,,94.38,85.92,,1.38,21.35,,-0.10%,+2.20%,+8.20%,+8.67%,+53.44%,86.06,7.44,22.96,21.04,,5.73,,3.48,NMS,EA,,,80.94,3250751,88.04,57.32,57.32 - 88.04,EA
,,34.04,,10468000,33.93,,9.69,+0.38,2.79,3.42,-0.14,11.71,,,+0.38 - +1.13%,+1.13%,,USD,34.15,33.50,33.50 - 34.15,,,,,,,3.01B,2.01,0.47,2.22,6.35,,,31.22,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,34.01,,4:00pm,4:00pm - <b>34.01</b>,,,36.97B,,eBay Inc.,,34.38,33.62,,2.29,5.35,,-0.41%,+1.13%,+8.93%,+11.18%,+52.51%,33.63,3.47,16.92,15.32,,4.07,,1.45,NMS,EBAY,,,30.59,7994412,34.15,22.30,22.30 - 34.15,EBAY
,,,,900684,,,23.56,+0.56,3.71,4.36,-1.20,24.78,,,+0.56 - +0.46%,+0.46%,,USD,123.91,122.05,122.05 - 123.91,,,,1/17/2017,1.48,1.22,2.87B,4.40,0.89,4.90,3.60,,12/16/2016,119.69,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,123.40,,4:02pm,4:02pm - <b>123.40</b>,,,35.98B,,Ecolab Inc. Common Stock,,122.78,122.35,,2.40,34.31,,-0.96%,+0.46%,+3.10%,+3.67%,+25.13%,122.84,5.21,28.05,25.18,,2.71,,3.98,NYQ,ECL,,,119.04,1045664,124.60,98.62,98.62 - 124.60,ECL
,,,,1585240,,,46.78,+0.01,-0.01,-0.29,-8.18,5.26,,,+0.01 - +0.01%,+0.01%,,USD,73.76,72.94,72.94 - 73.76,,,,3/15/2017,2.76,3.69,3.59B,3.96,1.16,4.14,4.06,,2/13/2017,73.71,,,,,,,,2/15/2017,2017-02-15 21:01:00 UTC+0000,73.70,,4:01pm,4:01pm - <b>73.70</b>,,,22.46B,,"Consolidated Edison, Inc. Commo",,72.70,73.21,,9.30,18.16,,-9.99%,+0.01%,-0.01%,-0.39%,+7.69%,73.69,1.58,18.61,17.80,,1.86,,6.57,NYQ,ED,,,73.99,1616697,81.88,68.44,68.44 - 81.88,ED
,,,,899002,,,22.21,-0.26,9.52,4.92,-6.91,30.57,,,-0.26 - -0.20%,-0.20%,,USD,130.58,128.32,128.32 - 130.58,,,,3/15/2017,1.56,1.19,1.09B,6.04,1.58,6.68,4.04,,11/21/2016,120.54,,,,,,,,2/15/2017,2017-02-15 21:02:00 UTC+0000,130.06,,4:02pm,4:02pm - <b>130.06</b>,,,15.59B,,"Equifax, Inc. Common Stock",,140.50,129.26,,1.96,32.19,,-5.04%,-0.20%,+7.90%,+3.93%,+30.73%,130.32,5.87,21.53,19.47,,4.97,,4.43,NYQ,EFX,,,125.14,612570,136.97,99.49,99.49 - 136.97,EFX
,,,,1652860,,,36.26,+0.00,2.89,3.27,-3.33,13.62,,,+0.00 - +0.00%,+0.00%,,USD,,,,,,,1/31/2017,2.17,2.89,3.69B,3.92,0.87,4.11,2.70,,12/28/2016,72.50,,,,,,,,2/14/2017,2017-02-14 21:04:00 UTC+0000,75.39,,4:04pm,4:04pm - <b>75.39</b>,,,24.56B,,Edison International Common Sto,,77.88,,,12.55,27.95,,-4.23%,+0.00%,+3.98%,+4.53%,+22.05%,75.39,2.08,19.23,18.34,,2.17,,4.11,NYQ,EIX,,,72.12,0,78.72,61.77,61.77 - 78.72,EIX
,,,,2100950,,,10.36,+0.29,3.40,-0.50,-13.94,8.25,,,+0.29 - +0.35%,+0.35%,,USD,83.94,82.65,82.65 - 83.94,,,,3/15/2017,1.36,1.65,2.20B,3.33,0.54,3.71,2.89,,11/28/2016,80.14,,,,,,,,2/15/2017,2017-02-15 21:00:00 UTC+0000,83.54,,4:00pm,4:00pm - <b>83.54</b>,,,30.61B,,"Estee Lauder Companies, Inc. (T",,89.25,83.33,,2.72,28.87,,-14.30%,+0.35%,+4.25%,-0.60%,+10.95%,83.25,8.04,25.09,22.52,,2.68,,3.06,NYQ,EL,,,84.04,2035833,97.48,75.29,75.29 - 97.48,EL
