.Name,.Symbol,AverageDailyVolume,BookValue,DaysRange,DaysVolume,DividendYield,EBITDA,EPS,EPSYearGrowthEstimate,MarketCapitalization,OneyrTargetChange,PEGRatio,PERatio,PercentChangeAfterHours,PercentChangeFromTwoHundreddayMovingAverage,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,Sector-Consumer Discretionary,Sector-Consumer Staples,Sector-Financials,Sector-Health Care,Sector-Industrials,Sector-Information Technology,Sector-Materials,Sector-Real Estate,Sector-Telecommunication Services,Sector-Utilities,ShortRatio,TwoHundreddayMovingAverage
Deere & Company Common Stock,DE,-0.25422713452843915,-0.21679212733523104,-0.6358844930363393,-0.23415339171298125,0.21451901186592248,0.012759969384531042,0.10228509212772258,0.022856982860021288,-0.13909421790243703,-0.4811456085440458,0.02073802964318775,-0.15742559696332428,-0.3176109570043712,0.5042659131204922,-0.10681645749425758,-0.015249357033159857,0.01733128369617952,-0.6976059707266954,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9948817036483576,0.06666497677372846
Discover Financial Services Com,DFS,-0.2596525877101619,0.0011437126111768928,0.12494021847298813,-0.13064405615515515,-0.05915576271214665,-0.5891466821151765,0.37912150473232287,-0.04960816055958736,-0.2593286636722724,1.034855441620242,0.022326952940145913,-0.4536095166203891,-0.11951268516630058,-0.763863040468289,-0.27127883770365885,-0.348599883670023,-0.7704140688820946,0.08323877452581586,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7412134404750557,-0.23709248013022896
Dollar General Corporation Comm,DG,-0.14241281943362322,-0.27965823501207954,-0.9460043223658814,-0.24063476760437674,-0.31064069070280476,-0.2100538039212733,0.056546902219136316,-0.06454931716445811,-0.33676779823589525,0.5331497388147143,0.04040095544304506,-0.34898854091159764,0.37092659098592795,-1.1237940305957979,-0.20123004613298795,-0.21498071859968199,-0.4134418877239154,-0.8537749197771978,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6638626667269829,-0.1845890520401553
Quest Diagnostics Incorporated,DGX,-0.4784572481863924,0.21418996640494115,-0.9898272412481964,-0.32978151139746303,-0.05915576271214665,-0.3709748624199098,0.0758050874438042,-0.11977685233921731,-0.40873015190110396,-0.6957216669407946,0.04139403250364392,-0.20513469931200928,0.13962717546092504,0.4777593673359084,-0.23960460151518156,-0.1508212030126707,-0.19685202499872814,-0.5236905501931816,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6136878936329409,-0.024306309520953594
"D.R. Horton, Inc. Common Stock",DHI,0.052887778268357555,-0.31248831346554484,0.5240842794258307,0.05272804796615343,-0.5473323876351889,-0.3539543658479386,-0.4104640894790591,-0.07274847784722624,-0.41573533677116853,-0.3432971609124259,0.024511722473463397,-0.39306497049261624,-0.060301409044047044,1.5338359546480178,-0.30417131374553913,-0.29810913444720105,-0.6252186423885431,-0.800535505328163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5091611192308372,-0.554538949638529
Danaher Corporation Common Stoc,DHR,-0.2652823598124015,0.19498087794812619,-1.2446458235774949,-0.21161898469039278,-0.9467496262085869,0.04834828039865257,-0.13122040372137525,-0.07786926983078435,0.18543689207800856,-0.09676053642742899,0.04397603286120094,-0.15258203327310246,0.10411961301334557,0.449857740194241,-0.2566599594628232,-0.03589198378724172,0.06867110300881629,0.10453454030542983,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36305410215114386,-0.10903956475542889
Walt Disney Company (The) Commo,DIS,0.34397780096062186,-0.02225644969076108,0.14612528545427547,0.3132550793372355,-0.4067966925815859,2.007252704045516,0.32375422221140293,-0.0210356225269088,1.720973415596161,-0.2189482357633342,0.03801757049760781,-0.22741509228702975,0.21430382551063779,0.9032591812463356,-0.1592007711905854,-0.11176758482927245,-0.18481925484732867,-0.0019442885926399887,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3544595717346913,0.08893128208585534
"Discovery Communications, Inc.",DISCA,-0.17628575308729924,-0.6572041372269305,-0.18116923009554264,-0.17192084625201154,-1.427529635602492,-0.2116011217914525,-0.5380495665924837,-0.03164655450629224,-0.36542537270434117,-0.5952503468182461,0.021929722115906373,-0.3724798248091735,0.2766678160363757,0.050864472068397774,-0.21889452400733103,-0.2757927811995449,-0.5979443633787047,-0.24684559505820033,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3055475921573705,-0.5753323865058849
"Discovery Communications, Inc.",DISCK,-0.40023343512973814,-0.6572041372269305,-0.43874253498376103,-0.31435699722723026,-1.427529635602492,-0.2116011217914525,-0.5380495665924837,-0.03164655450629224,-0.3698832176343917,-0.498799121822585,0.017361567637151642,-0.3797451703445062,0.27171585731322734,0.12201362127964953,-0.22315836349424142,-0.2836035048362246,-0.6171967956209435,-0.26459206654121187,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7498079708915082,-0.5813971389255305
DISH Network Corporation,DISH,-0.005684169507790567,-0.6173889356982597,0.6934799062537823,0.24851953532668633,-1.427529635602492,-0.09864691726837113,-0.2756567929063842,-0.2802865011583318,-0.2347468331282277,1.4899354162996765,-0.6058935955946892,-0.2659214236242933,-1.7319785483017995,-0.7945548303241231,-0.05625950357803424,-0.06267160768442907,0.22108619159320755,-0.5165919615999769,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2513252067372609,-0.29817320092808697
Delphi Automotive plc Ordinary,DLPH,-0.2983930267241495,-0.6547593441506085,0.0016586953281013397,-0.29205370733756697,-0.2662609975279827,-0.12804595680177588,0.09506327266847207,-0.06640074937357889,-0.3235216304815913,0.5899061636635321,0.016964336812912102,-0.3342156716564211,-0.277390101612766,0.16107589927798377,0.0954113581706358,-0.3293520289939196,-0.7110524028018581,-0.7295496193961164,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2341361459043558,-0.19645863891860435
"Digital Realty Trust, Inc. Comm",DLR,-0.42886165926214853,-0.06870751814087694,-0.21082151908090407,-0.26669273777930375,1.0799230287749517,-0.4096578091743897,-0.48027501091848007,0.13254963667901695,-0.3515423699618496,-0.6594902446047661,0.03682587802488919,0.5063848067815774,0.38658658715545324,1.2910917985155117,-0.15189133207016756,1.317873795098697,2.9958429885058853,1.751407093928908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.409944750671522,0.04959703067844038
"Dollar Tree, Inc.",DLTR,-0.16465529145788188,-0.16859477811631393,0.32076583754864596,-0.175450977996549,-1.427529635602492,-0.22552698262306525,-0.09992585273129,-0.02169920765614902,-0.34568348807052285,0.6683117415205289,0.023121414588625,-0.2305634086856739,0.3709862585354126,-0.6131942539032853,-0.21036684503351022,-0.16281624288328586,-0.31236661845216135,-0.8466763311839931,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0248329442179895,-0.13451152491793997
Dover Corporation Common Stock,DOV,-0.4290282577665699,-0.11166602505339007,0.23449512504148268,-0.30060151367850596,0.22931224292419652,-0.4158470806551065,-0.2275113298447145,0.06463367458944223,-0.4200658146908448,-0.14497473589094884,0.0340452622552124,-0.12957510574454878,-0.2110319093952965,0.41637578762424016,-0.2164580443005251,-0.02640753365698787,-0.04122819770729709,-0.5094933730067722,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.9345903748452379,-0.1601567637210122
Dow Chemical Company (The) Comm,DOW,0.33740501845599713,-0.21609361502771052,-0.27271717491286634,0.09895779986219233,0.7988516386677454,0.7554725470705455,-0.1625149547114605,-0.11571563259476247,0.3712653416311758,0.4798154822919615,0.040798186267284604,-0.3034590422235125,0.2765877682900228,0.3215102553425711,-0.24021372144188305,-0.22864948496387139,-0.4110353336936356,-0.605324319015035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.2556224719454871,-0.3091763946037295
"Dr Pepper Snapple Group, Inc Dr",DPS,-0.43447571452434836,-0.5587139018665346,0.2579213731887438,-0.32194104512387134,0.3254682448029775,-0.33383923353560907,0.0830269069030547,-0.0803463774547139,-0.3482308280232736,-0.4400804022298708,0.04675664863087774,-0.199080244699232,0.5596058933932745,0.7944428353938329,0.09723871795074022,-0.0462132971642827,0.04460556270601792,-0.16876112053294912,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3459946572061908,-0.026732210488811792
"Darden Restaurants, Inc. Common",DRI,-0.3603378083728287,-0.41132780497970106,-0.5492410531138007,-0.3393821170991743,0.5547633262062246,-0.4435750168887177,-0.06863130174120464,-0.08223690723429126,-0.4477044531781904,-0.4409875679222709,0.03344941601885308,-0.214821826692453,0.43852923140227984,1.4375753410092655,-0.0982887785204368,-0.06741383274955594,-0.009942995313658876,-0.6408172619810583,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1981159619517134,-0.18242306903313907
DTE Energy Company Common Stock,DTE,-0.4607833472248892,0.7883670831868236,-0.9860019185550193,-0.3596536441092329,0.9615771803087596,-0.24254747919503644,0.1528378283424757,-0.11520340668104785,-0.3400793401744712,-0.6005902828545249,0.07496003715188519,-0.20295509565140946,0.47878803836754613,0.5823904691171609,-0.28894331557800196,-0.10060940820544444,-0.06449155333333567,-0.5343384330829886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07526694908793578,0.029323429732768472
Duke Energy Corporation (Holdin,DUK,-0.1351736429113129,1.0817422523454496,-0.9491257855900402,-0.165193877996734,1.6346691934602267,0.9628131416745578,-0.2588058808347997,-0.14023262746484796,0.15958139155758846,-0.646453218960123,0.13772250738173275,-0.08331907250293032,0.4812811877148346,0.38707907912548944,-0.32975435066700154,-0.14663688677873513,-0.16556682260508992,-0.23974700646499567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.34586504131823875,-0.13624431132355286
DaVita Inc. Common Stock,DVA,-0.42287511489100654,-0.1312243696639651,-0.734802473144473,-0.36183307867271713,-1.427529635602492,-0.2038645324405565,0.02284507807596764,-0.0646264782259975,-0.41089539086094207,-0.6989389756523867,0.0264978765946611,-0.3441449772213758,-0.31771828525316637,0.28244797734423677,-0.24143196129528605,-0.11790458197237795,-0.1599515298677702,-0.8395777425907885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41032401944163277,-0.2562397699122526
Electronic Arts Inc.,EA,-0.17446417132669184,-0.5618572072503771,-0.8515089957848663,-0.27032784535842774,-1.427529635602492,-0.3972792662129561,-0.01807856552645154,-0.08109959258253113,-0.22850585024398837,-0.0414173846531842,0.0264978765946611,-0.20198638291336513,0.40533892881251177,0.5809953877600774,0.05460032308163619,0.002603725564965045,0.17375729566437031,0.949266582896783,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3245083311650595,-0.09370440506575395
eBay Inc.,EBAY,0.7989614599034282,-0.6271681080035473,0.2661741171318839,0.47093668952496814,-1.427529635602492,-0.12340400319123829,0.5187433476111648,-0.06645275131106027,-0.1077619364836028,-0.41587624640382426,0.04477049450968002,-0.5969790018509552,-0.6007656892152574,0.8209493811784168,-0.1994026863528835,-0.174811282753901,-0.3075535103916016,0.32104149239817154,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.6595654015187565,-0.544402149165693
Ecolab Inc. Common Stock,ECL,-0.4568769266330085,-0.13960651735421165,-1.0607080799665556,-0.35794240420081647,-0.5473323876351889,-0.14506645337374705,-0.013264019220284676,-0.04017831738160715,-0.11311135038437936,-0.27798009486012987,0.04139403250364392,0.006529033950684628,-0.2716200236687442,0.19595293320506801,-0.09280669918012344,0.08126887076295285,0.33018330763256115,-0.17231041482955153,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.23426576179230785,0.22521493288731717
"Consolidated Edison, Inc. Commo",ED,-0.3534758360114725,0.6717155278308938,-0.8628390699268238,-0.2513223536744139,1.1982688772411436,-0.018186388019052896,-0.01807856552645154,-0.13871181411808964,-0.2714285284478385,-0.955887549112882,0.10773158015164737,-0.2615622163030936,0.5534947896876719,0.5321675402621595,-0.31330811264606145,-0.10646745093295419,-0.056469706565736306,-0.45270466426113504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0421516209388468,-0.17341257972395158
"Equifax, Inc. Common Stock",EFX,-0.486378535566428,-0.18989940349569032,-0.986911699380911,-0.3741733955243618,-0.584315465280874,-0.4158470806551065,-0.03733675075111941,-0.05787643706511199,-0.3692463826334673,-0.200121190952339,0.038812032146086896,0.0963771404042995,0.3695772631089432,0.8879132863184186,-0.03981326555709414,-0.014133539370776976,0.10396722878625433,0.6937173935414155,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.444702141107443,0.27286655904167445
Edison International Common Sto,EIX,-0.33331113024046916,0.32036383714806294,-0.9548380096584325,-0.2623069860805581,0.5695565572644986,0.02359119447578542,-0.05178038966962032,-0.1427867101217769,-0.24315305497230516,-0.393609164303731,0.09204096259418547,-0.2339539032688292,0.5819263344854291,0.9311608083880029,-0.2822429963842856,-0.10088836262104019,-0.03721727432349727,-0.37462018973588396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5263501800637421,-0.17609839865265173
"Estee Lauder Companies, Inc. (T",EL,-0.3106333017471093,-0.6037679457016094,0.5092562366483007,-0.18310971321930378,-0.2440711509405717,-0.2487367506757532,-0.3141731633557198,-0.03781409393423063,-0.1760306472173229,0.08043891510947328,0.053906803467189485,-0.00436898435231447,0.26251412068552443,0.28244797734423677,0.08627455927011349,0.0779214177758044,0.31895272215792175,-0.18295829771935843,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10951545486579393,-0.10297481233578351
Eastman Chemical Company Common,EMN,-0.42176550598419993,0.1150012187370247,0.24349743544380092,-0.3198809399853342,0.5103836330314026,-0.26266261166209776,0.374306958426156,-0.07120397359897387,-0.4319109454711358,0.24743662529030133,0.028881261540098353,-0.395002395968705,-0.015906149910675377,0.14154476027881666,-0.26153291887643515,-0.3458103395140659,-0.7519638213166157,-0.7082538536165024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.41032401944163277,-0.15903045255736378
Emerson Electric Company Common,EMR,0.011893544392669373,-0.5464899364849252,0.173644252153364,-0.0864522708091311,1.0281467200709926,-0.10793082448944631,-0.4176859089383096,-0.07529743433348579,-0.09884624664897518,-0.1858372890327283,0.05192064934599177,-0.15258203327310246,-0.3001752624524451,-0.04539614157035455,-0.11899885602828732,-0.015528311448755503,0.11920873764469354,-0.2290991235751886,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.6952063167012879,-0.32208565332554623
"Equinix, Inc.",EQIX,-0.5124689615376194,1.1697548030930376,-0.943836295554038,-0.4050298439412003,-0.08134560929955767,-0.357049001588297,-0.5789732101949029,0.48170222230442067,-0.2110565715676457,-0.19346463178588316,0.08787003893967028,4.709871555340592,0.29659824002362717,0.9367411338163365,-0.014230228635631734,1.7293315581023565,3.0102823126875644,1.6768719137002595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7068353188092457,2.368325159349465
Equity Residential Common Share,EQR,-0.3045948918038361,0.007430323378861728,-0.292519311878896,-0.2432984533816374,0.9319907181922116,-0.3462177764970426,1.801819938204661,-0.06364066528872382,-0.27766951133207785,-0.47379209466446587,-0.44163864977163875,-0.5931041508987779,0.17592938163287436,0.10387756363756583,-0.2755426771905693,0.7560596020889544,2.121461690837537,2.2838012384192568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33310286158151187,-0.27720648542016973
Eversource Energy (D/B/A) Commo,ES,-0.3797763961339954,0.21488847871246153,-0.572144115539856,-0.2712225119440407,0.9319907181922116,-0.19458062521948133,-0.2973222512841355,-0.13294431054971576,-0.33600359625007004,-0.6566151514616833,0.06105695830350123,-0.23443825963785137,0.3485464303158579,0.7623559641809154,-0.30721691337904655,-0.1145571289852295,-0.08454617025233449,-0.27169065513441654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.2642170023619396,-0.3345617154459598
Express Scripts Holding Company,ESRX,0.09309774182606205,-0.029241572765966565,-0.19251091926023825,0.0008299659242305051,-1.427529635602492,0.5094490057120533,0.2876451249151506,-0.06833436600476095,-0.06891500220415386,0.9556087095707861,0.013587874806875996,-0.4296338763537911,-0.12756360179771414,-1.1768071221649659,-0.26396939858324103,-0.38095859587912434,-0.8458194284975302,-1.0170424574209047,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1710695771856348,-0.20936789764042107
"Essex Property Trust, Inc. Comm",ESS,-0.5527210462266304,2.3348733320372954,-0.44421512114876943,-0.3979624036569451,0.7914550231386086,-0.45016968565142146,0.49948516238649693,-0.13370113435455871,-0.38096414641612075,-0.41776694749419596,0.17049405038149498,0.18864702870302538,0.17080422561187056,0.42056103169549025,-0.26336027865653955,0.9340325192390121,2.7872749725482975,2.972364331960108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.158177781560956,1.1221918157528823
E*TRADE Financial Corporation,ETFC,-0.06432212801210564,-0.2178398957965119,0.30618919323710525,-0.15922862315533928,-1.427529635602492,-0.5891466821151765,-0.5332350202863168,0.10355624515717095,-0.4608232539348568,0.8989307416600661,0.031860492721894916,-0.3138727041574894,-0.44759085965711376,-0.4792664436232819,-0.31939931191307624,-0.1329681204145458,-0.33402560472468,0.42042173270303673,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1838317569223618,-0.5215293686116016
"Eaton Corporation, PLC Ordinary",ETN,-0.25151912298958967,0.1921868287180441,-0.4096232812218379,-0.22763686168926187,0.9689737958378968,-0.09555228152801275,0.003586892851299767,-0.05810460567019072,-0.1522130186591034,-0.40652690482764564,0.03245633895825423,-0.2981311221642684,-0.2030313759260234,0.7372444997534147,-0.2791973967507782,-0.18039037106581501,-0.3276081273106004,-0.5591834931592048,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.4060267542334066,-0.21907150151185387
Edwards Lifesciences Corporatio,EW,-0.2639652886170702,-0.5332182026420349,0.2864688199589197,-0.2817377332891542,-1.427529635602492,-0.4507081522702438,-0.38157681164205737,-0.0301453645575566,-0.322247960505216,1.0254434092177969,0.0340452622552124,0.15280465739538393,-0.1508713176419529,-0.5406500233349502,0.055209443008337716,0.12813321258303068,0.4376760543183949,1.2758016581841969,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3815059565007701,0.013468434121409616
Exelon Corporation Common Stock,EXC,0.15706370910385345,0.01092288491646447,-0.6604487089941093,0.10233259656528482,1.2648384170033768,0.8235545333584301,-0.7161877799206615,-0.10002847418110236,-0.15654349657877967,0.08830781814579321,0.1732746661511718,-0.016235715393358,0.5564251574288649,0.07318577378173172,-0.33767290971412084,-0.2732821914591836,-0.5417914360055078,-0.7827890338451513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08386147950438815,-0.5156378948325174
Expeditors International of Was,EXPD,-0.4367750882221642,-0.607260507239212,-0.6617923973787523,-0.35604347285234555,-0.35502038387762686,-0.4782101800948088,-0.4417586404691444,-0.08715440935773988,-0.4506338941238538,-0.7099423372568194,0.07039188267313047,-0.15330856782663568,-0.20948420291260653,0.14433492299298348,-0.08306078035289965,-0.02110739976066951,0.11760436829117367,-0.5733806703456141,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.606356156733209,-0.3497235964950735
"Expedia, Inc.",EXPE,-0.3207329431566547,-0.003745873541466896,0.09931721775576415,-0.29032385641792025,-0.7840240845675728,-0.42358367000600244,-0.5717513907356524,0.17550842600873837,-0.3297626133658307,0.17063528595591707,0.01934772175834935,1.0096310741956254,0.20859823473965808,0.4986855876921587,-0.12752653500210812,0.024362169981429784,-0.029997612232657705,-0.3675216011426793,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6553977521984822,0.24592173043439242
Extra Space Storage Inc Common,EXR,-0.4692126028750096,-0.34112731807388696,-0.17129156304710488,-0.368454097968638,1.671652271105912,-0.4886808801223115,-0.30935861704955286,-0.1247203313279113,-0.44948759114511594,-0.4273183030004105,0.07198080597008863,-0.05353115580806606,-0.10368630118711653,0.7037625471834138,-0.14153629331624232,0.20679835778101846,0.781011095971655,2.4080265388003386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.953171845082816,-0.16700127002318357
Ford Motor Company Common Stock,F,5.29840043006002,-0.7092433041372106,-0.7267818463253992,3.8974194551000614,2.5666427501314892,1.4687860852231553,-0.7330386919922458,-0.13359843792200715,-0.014911395205837952,0.8138910431375365,0.04596218698239865,-0.4918736697731416,0.734619282845577,-1.6148626682891434,-0.3230540314732852,-0.4515340630248367,-1.0070585485262809,-1.0560846946835303,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5048638540226108,-0.7096233329408919
Fastenal Company,FAST,-0.2068942990647185,-0.7263568556714639,2.099676419813851,0.38673110839322555,0.6509193280850055,-0.44718645679771596,-0.5934168491134039,-0.08485539824481654,-0.41573533677116853,0.02418041801296981,0.03722310884912873,-0.11407570193583892,-1.1930593613698752,-1.2521415154474675,-0.008139029368616841,0.016830400760345858,0.21547089885588785,0.008703594297167072,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.425871017987706,-0.4071654658411441
"Facebook, Inc.",FB,2.008315720338291,-0.24927294963493607,-0.7080786826864868,1.361406552925768,-1.427529635602492,1.7070730372307517,-0.16973677417071087,0.11699152431595615,4.60978428901315,0.4698246257231616,0.020142183406828437,0.25064464393786484,0.3992580952990913,0.8572214964625843,0.004043369165412838,0.07708455452901736,0.14568083197777187,4.090392035389839,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.1494536352565514,0.30422999298326964
"Fortune Brands Home & Security,",FBHS,-0.41553377890843785,-0.4280921003601939,-0.16766594747422664,-0.3108238244677859,-0.5621256186934629,-0.46927596671239413,-0.37916953848897383,-0.017567737880359785,-0.4577664459915559,-0.09387449669173585,0.040798186267284604,-0.15185549871956916,-0.25333797602331276,0.9032591812463356,-0.17077404979791366,-0.075782465217427,-0.09497457105021409,-0.484648312930556,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.474782997565027,-0.3239050790514399
FedEx Corporation Common Stock,FDX,-0.32422836838149577,1.0178283762073206,-0.3126661721998112,-0.25417178464218865,-0.7840240845675728,0.6193085744947763,0.6824379220208417,-0.011193208468235913,0.046479497655455136,0.7806989637378118,0.024511722473463397,-0.09445926899044046,0.09362437223179171,-0.7066647048278709,-0.2164580443005251,-0.217770262755639,-0.4591664142992328,-0.8537749197771978,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5607283017295523,0.8100303447817018
"F5 Networks, Inc.",FFIV,-0.49274919950814156,-0.3215689734633118,-0.688384042832764,-0.3537296254299759,-1.427529635602492,-0.4947247037232314,0.32375422221140293,-0.061517954501400185,-0.46706423681909615,-0.14890769566983733,0.02530618412194248,-0.13466084761928165,0.359756437828393,-0.7499122268974554,0.0332811256470842,-0.19405913743000444,-0.36129988373451843,0.38847808403361583,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1968531684349926,0.38740374045269316
Fidelity National Information S,FIS,-0.33455747565562155,0.07169345567075125,-1.1743909145873466,-0.3423367671827281,-0.35502038387762686,-0.23790552558449884,-0.5958241222664874,-0.022412175864774946,-0.2406057150195544,0.3111865081697394,0.026895107418900645,0.40854482023909644,0.27630011066245896,0.0006415432133965982,-0.25056876019580837,-0.11706771872559081,-0.19524765564520827,-0.1403667661601305,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5521337713130997,-0.1356378360815884
"Fiserv, Inc.",FISV,-0.4573632056638385,-0.5538243157138909,-1.2732566635494955,-0.38156537291948245,-1.427529635602492,-0.3230080084443547,-0.01085674606720103,-0.03665541725109547,-0.2608570676439229,-0.7186328864479833,0.034442493079451936,-0.04747670119528878,0.2314764466682535,0.6493543742571625,0.18617022724915724,-0.011901904046011415,0.08712135057429525,0.4523653813724576,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.35875683694291766,0.1215943058316602
Fifth Third Bancorp,FITB,0.35523105842908514,-0.27337162424439465,1.23525368663776,0.3160421086791204,0.3032783982155663,-0.5891466821151765,-0.5452713860517343,-0.0335638045906326,-0.34912239700673636,0.38118249936179743,0.05450264970354879,-0.4252746690325915,-0.390110309315966,-1.101472728882464,-0.34071850934762826,-0.2707716017188223,-0.5786919311364658,-0.04098652585526551,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17827169819741434,-0.5963857413340827
"Foot Locker, Inc.",FL,-0.31544894153528963,-0.24578038809733344,-0.014858865857751672,-0.2585637400113444,-0.1996914577657498,-0.4096578091743897,0.17209601356714357,-0.08621198805266975,-0.4573843449986433,0.4938467111177866,0.026895107418900645,-0.3686049738569961,0.4266523226366885,-0.23233704341952582,-0.20123004613298795,-0.2727242826279922,-0.5498132827731075,-0.7224510308029117,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058077888255030685,-0.1942060165913074
"FLIR Systems, Inc.",FLIR,-0.4916752678282252,-0.5356629957183568,-0.32270830000935063,-0.3860233791324163,-0.15531176459092777,-0.5342695065314012,-0.7210023262268284,-0.023254656596146353,-0.517246833888286,0.2137907544497551,0.022326952940145913,-0.01163432988764723,0.3234672665069774,-0.2002501722066084,-0.24143196129528605,-0.10702535976414558,-0.16957774598888972,-0.13681747186352824,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.2826688567115658,-0.5129520759038173
Fluor Corporation Common Stock,FLR,-0.41569880572885526,-0.1818665119592041,0.33195885470058256,-0.3467180181794115,-0.1922948422366128,-0.451720098157341,-0.5284204739801498,-0.03865896234901707,-0.48858925941983994,0.49557096534530065,0.020142183406828437,-0.11165392009072797,-0.49334340753606515,-1.0219530915287118,-0.27797915689737523,-0.16030565314292455,-0.2963229249169623,-1.0276903403107116,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.4618912019403481,-0.3551818736727544
Flowserve Corporation Common St,FLS,-0.3665663920805829,-0.5220420057217063,-0.472632314173386,-0.31681109625710663,-0.2662609975279827,-0.5151972664635723,-0.7426677846045796,0.15248527704005607,-0.49941545421903066,-0.15779470305122287,0.03325080060673331,0.31409532827977077,-0.6268236417415217,-0.33696814520077845,-0.18539292803874932,0.10470104167299175,0.17375729566437031,-0.6017750247184327,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.37177824845554824,-0.4041330896313214
